lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 350}",2175788.764533333,20,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 350}",2175788.764533333,30,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 350}",2175788.764533333,40,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 350}",2193489.603069697,10,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 250}",2221508.1642666664,30,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 250}",2221508.1642666664,40,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 250}",2221508.1642666664,20,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 250}",2243313.7093277522,10,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 150}",2259491.0503111114,20,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 150}",2259491.0503111114,40,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 150}",2259491.0503111114,30,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 150}",2294376.1731488006,10,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 100}",2295651.1917999997,30,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 100}",2295651.1917999997,40,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 100}",2295651.1917999997,20,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 350}",2298054.485472317,5,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 100}",2332780.9492109376,10,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 250}",2375124.372700851,5,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 150}",2383791.5654467954,5,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 100}",2411721.5972399395,5,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 50}",2444241.5612,40,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 50}",2444241.5612,20,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 50}",2444241.5612,30,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 50}",2466807.8018864132,10,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 50}",2616219.0220194096,5,50
