USAGE_KB_predicho,USAGE_KB_real,error_absoluto,error_relativo
17731773.306884654,16579394.0,1152379.3068846539,0.06950672062468953
13681666.456300352,15321390.0,1639723.5436996482,0.10702185269741507
10183943.612967353,8556428.0,1627515.6129673533,0.1902097011705531
9293765.99237373,7363905.0,1929860.9923737291,0.26207032713943607
10518682.24350059,18554170.0,8035487.75649941,0.43308257693550345
4664678.015736699,1814143.0,2850535.015736699,1.571284631771971
7087032.181426777,5326318.0,1760714.1814267766,0.33056873086187805
9412795.153756183,9667424.0,254628.84624381736,0.026338851615882095
5708126.896579855,4988998.0,719128.8965798551,0.14414295146637765
7176446.810737617,6837673.0,338773.8107376173,0.04954519040872784
11862155.04469776,11577752.0,284403.0446977597,0.024564617094731313
9815416.423273854,10738181.0,922764.576726146,0.08593304366225026
10955408.226092111,12185761.0,1230352.7739078887,0.1009664290894831
7935159.658911695,5906845.0,2028314.6589116948,0.3433837622134481
3301421.484881164,2835119.0,466302.48488116404,0.16447369048042218
6242721.6423056545,5883158.0,359563.6423056545,0.06111745465711689
9363262.866767608,5623654.0,3739608.8667676076,0.6649784760526888
8965519.974494029,8236978.0,728541.9744940288,0.0884477261556397
8990243.18045593,8807889.0,182354.18045593053,0.020703505738540816
9366256.023905408,18144381.0,8778124.976094592,0.4837930252949711
6135351.082230196,6302979.0,167627.91776980367,0.026595030345143728
7055724.642914061,7052090.0,3634.6429140614346,0.0005153993942308499
8062427.692727473,9936118.0,1873690.3072725274,0.18857367709124703
5255042.908556415,6325704.0,1070661.0914435852,0.16925564197180032
9434921.980507378,12592110.0,3157188.0194926225,0.2507274808981674
10460802.611771408,13789846.0,3329043.3882285915,0.24141265886715424
9721161.949903734,8825279.0,895882.949903734,0.10151327226071086
11921156.363611054,12056325.0,135168.63638894632,0.01121142938573291
7326612.374580628,8122049.0,795436.6254193718,0.0979354625192943
689128.475425001,2928752.0,2239623.5245749988,0.7647023457687775
6011219.509708452,6119122.0,107902.49029154796,0.017633655660329695
5853665.081745939,5795855.0,57810.08174593933,0.009974383718353777
9582122.320780417,9018955.0,563167.320780417,0.062442635624683454
9452060.273966871,9777296.0,325235.7260331288,0.03326438373484129
10881998.500963233,9261433.0,1620565.5009632334,0.17497999510045945
12808291.821452158,14127611.0,1319319.1785478424,0.09338586534891444
8527821.053895015,9490275.0,962453.9461049847,0.10141475838213168
5116702.636155941,5461742.0,345039.3638440594,0.06317386721014273
4376922.418641683,4543311.0,166388.5813583173,0.03662275845926402
7450142.75113417,11600732.0,4150589.24886583,0.3577868404222966
6800451.3699680865,7486291.0,685839.6300319135,0.09161273987771962
5478989.265842736,5694252.0,215262.73415726423,0.037803513816610894
6927140.159829577,7945049.0,1017908.8401704226,0.12811863591658434
4252776.194110952,5361752.0,1108975.8058890477,0.20683086533824163
6412800.838577978,7882134.0,1469333.1614220217,0.18641311622233545
3735138.1010435075,3634898.0,100240.10104350746,0.02757714275435169
6434414.600885909,8928323.0,2493908.399114091,0.27932551265384226
7871763.161817002,11628340.0,3756576.838182998,0.32305357756850916
10234312.833960723,12257272.0,2022959.1660392769,0.16504154970529142
3994831.895245081,4643425.0,648593.1047549192,0.1396798924834404
7080372.628891417,8477963.0,1397590.3711085832,0.16484978421214896
12812223.60880325,19210420.0,6398196.39119675,0.3330586416745053
3748580.0491320565,4115994.0,367413.95086794347,0.0892649384007711
6107080.5910233,8262823.0,2155742.4089767,0.26089659780642765
4165795.5923755975,4705232.0,539436.4076244025,0.11464608070853946
11218356.28721551,13345935.0,2127578.7127844896,0.1594177337732043
6080942.668772393,8419258.0,2338315.331227607,0.2777341341989528
9998384.983997878,11430356.0,1431971.0160021223,0.12527790175582654
8188243.168675581,11628340.0,3440096.831324419,0.29583731051245654
4817074.675199436,5857870.0,1040795.324800564,0.17767470510621847
5544709.147391789,7963811.0,2419101.8526082113,0.3037618362123626
11354937.34438489,22424675.0,11069737.65561511,0.4936409404201002
10844984.980090225,13749830.0,2904845.019909775,0.21126406798555145
4156928.6996677876,5024685.0,867756.3003322124,0.17269864684695904
3590051.321531577,4277133.0,687081.678468423,0.16064070920133253
9621202.985546533,15556712.0,5935509.014453467,0.38154007186438027
9968014.7050788,12604371.0,2636356.2949212007,0.209162067263904
10394752.342430713,12270841.0,1876088.6575692873,0.15288998183329794
9092477.946543504,13157183.0,4064705.0534564964,0.3089342949365754
3211704.574211006,2665474.0,546230.574211006,0.2049281194305426
12162359.196820995,14099005.0,1936645.8031790052,0.13736045935007507
6463105.268143221,8948184.0,2485078.731856779,0.2777187786769672
9770070.520960966,9217519.0,552551.5209609661,0.059945796798570865
4713395.103996419,4752585.0,39189.89600358065,0.008246016852635072
6020285.345837943,8159418.0,2139132.6541620567,0.26216730827640605
4851044.730177779,5771157.0,920112.2698222212,0.15943289531409754
6940807.607467106,10547549.0,3606741.3925328944,0.3419506647973756
4312776.144026602,7741990.0,3429213.8559733983,0.4429370040484938
3874897.466185715,4708994.0,834096.533814285,0.17712839171472397
4002388.367066961,6009855.0,2007466.6329330392,0.33402912931061385
2564138.2902701204,2562595.0,1543.2902701203711,0.0006022372907620483
5797792.56035115,7931458.0,2133665.43964885,0.2690130162258755
7552742.343866548,13673314.0,6120571.656133452,0.44762898417555924
5579476.564404832,4635145.0,944331.5644048322,0.20373290682488512
7406019.321983883,8307254.0,901234.6780161168,0.10848767571283084
5829687.725779759,7516457.0,1686769.2742202412,0.2244101541750643
5691424.799833193,9116994.0,3425569.2001668066,0.37573450198243047
5274372.87354615,6639246.0,1364873.1264538504,0.20557652577624785
