FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-12-19,URBANA,007_ZW Parque Pizamos,21,MR76,10,98283,"3,46",False,Laboral,Jueves,340.789,-7.647.381
2024-12-20,URBANA,007_ZW Parque Pizamos,21,MR76,26,1005929,"33,2",False,Laboral,Viernes,340.789,-7.647.381
2024-12-21,URBANA,007_ZW Parque Pizamos,21,MR76,16,20729,"0,8",False,Fin de Semana,Sábado,340.789,-7.647.381
2024-12-22,URBANA,007_ZW Parque Pizamos,21,MR76,21,143931,"4,49",False,Fin de Semana,Domingo,340.789,-7.647.381
2024-12-23,URBANA,007_ZW Parque Pizamos,21,MR76,23,2111377,"84,2",False,Laboral,Lunes,340.789,-7.647.381
2024-12-24,URBANA,007_ZW Parque Pizamos,21,MR76,15,1096737,"45,9",False,Laboral,Martes,340.789,-7.647.381
2024-12-25,URBANA,007_ZW Parque Pizamos,21,MR76,17,679529,"24,1",True,Festivo,Miércoles,340.789,-7.647.381
2024-12-26,URBANA,007_ZW Parque Pizamos,21,MR76,15,3201984,117,False,Laboral,Jueves,340.789,-7.647.381
2024-12-27,URBANA,007_ZW Parque Pizamos,21,MR76,8,583510,"17,9",False,Laboral,Viernes,340.789,-7.647.381
2024-12-28,URBANA,007_ZW Parque Pizamos,21,MR76,12,1298779,"55,2",False,Fin de Semana,Sábado,340.789,-7.647.381
2024-12-29,URBANA,007_ZW Parque Pizamos,21,MR76,12,1963189,"60,8",False,Fin de Semana,Domingo,340.789,-7.647.381
2024-12-30,URBANA,007_ZW Parque Pizamos,21,MR76,20,1507796,"61,7",False,Laboral,Lunes,340.789,-7.647.381
2024-12-31,RURAL,007_ZW Parque Pizamos,21,MR76,19,606354,"32,7",False,Laboral,Martes,340.789,-7.647.381
2025-01-01,URBANA,007_ZW Parque Pizamos,21,MR76,27,1532230,104,True,Festivo,Miércoles,340.789,-7.647.381
2025-01-02,URBANA,007_ZW Parque Pizamos,21,MR76,18,1365167,49,False,Laboral,Jueves,340.789,-7.647.381
2025-01-03,URBANA,007_ZW Parque Pizamos,21,MR76,4,19,0,False,Laboral,Viernes,340.789,-7.647.381
2025-01-05,URBANA,007_ZW Parque Pizamos,21,MR76,12,310789,9,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-01-06,URBANA,007_ZW Parque Pizamos,21,MR76,21,2900634,78,True,Festivo,Lunes,340.789,-7.647.381
2025-01-07,URBANA,007_ZW Parque Pizamos,21,MR76,27,4465528,135,False,Laboral,Martes,340.789,-7.647.381
2025-01-08,URBANA,007_ZW Parque Pizamos,21,MR76,17,2544887,74,False,Laboral,Miércoles,340.789,-7.647.381
2025-01-09,URBANA,007_ZW Parque Pizamos,21,MR76,27,1423344,41,False,Laboral,Jueves,340.789,-7.647.381
2025-01-10,URBANA,007_ZW Parque Pizamos,21,MR76,26,1974670,55,False,Laboral,Viernes,340.789,-7.647.381
2025-01-11,URBANA,007_ZW Parque Pizamos,21,MR76,30,728816,21,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-01-12,URBANA,007_ZW Parque Pizamos,21,MR76,36,1665687,45,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-01-13,URBANA,007_ZW Parque Pizamos,21,MR76,27,3851867,128,False,Laboral,Lunes,340.789,-7.647.381
2025-01-14,URBANA,007_ZW Parque Pizamos,21,MR76,34,1916710,63,False,Laboral,Martes,340.789,-7.647.381
2025-01-15,URBANA,007_ZW Parque Pizamos,21,MR76,26,1517995,53,False,Laboral,Miércoles,340.789,-7.647.381
2025-01-16,URBANA,007_ZW Parque Pizamos,21,MR76,29,3711327,118,False,Laboral,Jueves,340.789,-7.647.381
2025-01-17,URBANA,007_ZW Parque Pizamos,21,MR76,30,2080129,68,False,Laboral,Viernes,340.789,-7.647.381
2025-01-18,URBANA,007_ZW Parque Pizamos,21,MR76,38,3584365,118,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-01-19,URBANA,007_ZW Parque Pizamos,21,MR76,44,4724785,146,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-01-20,URBANA,007_ZW Parque Pizamos,21,MR76,28,1480253,46,False,Laboral,Lunes,340.789,-7.647.381
2025-01-21,URBANA,007_ZW Parque Pizamos,21,MR76,36,2220111,62,False,Laboral,Martes,340.789,-7.647.381
2025-01-22,URBANA,007_ZW Parque Pizamos,21,MR76,32,4439638,132,False,Laboral,Miércoles,340.789,-7.647.381
2025-01-23,URBANA,007_ZW Parque Pizamos,21,MR76,53,5128326,128,False,Laboral,Jueves,340.789,-7.647.381
2025-01-24,URBANA,007_ZW Parque Pizamos,21,MR76,55,7298412,219,False,Laboral,Viernes,340.789,-7.647.381
2025-01-25,URBANA,007_ZW Parque Pizamos,21,MR76,25,3705802,100,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-01-26,URBANA,007_ZW Parque Pizamos,21,MR76,42,2436213,62,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-01-27,URBANA,007_ZW Parque Pizamos,21,MR76,30,2599971,69,False,Laboral,Lunes,340.789,-7.647.381
2025-01-28,URBANA,007_ZW Parque Pizamos,21,MR76,44,3725142,113,False,Laboral,Martes,340.789,-7.647.381
2025-01-29,URBANA,007_ZW Parque Pizamos,21,MR76,54,5508388,152,False,Laboral,Miércoles,340.789,-7.647.381
2025-01-30,URBANA,007_ZW Parque Pizamos,21,MR76,56,2539883,94,False,Laboral,Jueves,340.789,-7.647.381
2025-01-31,URBANA,007_ZW Parque Pizamos,21,MR76,40,2837408,154,False,Laboral,Viernes,340.789,-7.647.381
2025-02-01,URBANA,007_ZW Parque Pizamos,21,MR76,37,2532197,89,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-02-02,URBANA,007_ZW Parque Pizamos,21,MR76,52,4033500,119,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-02-03,URBANA,007_ZW Parque Pizamos,21,MR76,33,1797319,70,False,Laboral,Lunes,340.789,-7.647.381
2025-02-04,URBANA,007_ZW Parque Pizamos,21,MR76,43,2476953,88,False,Laboral,Martes,340.789,-7.647.381
2025-02-05,URBANA,007_ZW Parque Pizamos,21,MR76,35,3439881,142,False,Laboral,Miércoles,340.789,-7.647.381
2025-02-06,URBANA,007_ZW Parque Pizamos,21,MR76,41,3043280,112,False,Laboral,Jueves,340.789,-7.647.381
2025-02-07,URBANA,007_ZW Parque Pizamos,21,MR76,36,3881355,132,False,Laboral,Viernes,340.789,-7.647.381
2025-02-08,URBANA,007_ZW Parque Pizamos,21,MR76,35,1374462,51,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-02-09,URBANA,007_ZW Parque Pizamos,21,MR76,44,2586435,81,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-02-10,URBANA,007_ZW Parque Pizamos,21,MR76,46,6384408,243,False,Laboral,Lunes,340.789,-7.647.381
2025-02-11,URBANA,007_ZW Parque Pizamos,21,MR76,43,2144589,72,False,Laboral,Martes,340.789,-7.647.381
2025-02-12,URBANA,007_ZW Parque Pizamos,21,MR76,49,4133819,125,False,Laboral,Miércoles,340.789,-7.647.381
2025-02-13,URBANA,007_ZW Parque Pizamos,21,MR76,28,1528074,72,False,Laboral,Jueves,340.789,-7.647.381
2025-02-14,URBANA,007_ZW Parque Pizamos,21,MR76,51,8637360,259,False,Laboral,Viernes,340.789,-7.647.381
2025-02-15,URBANA,007_ZW Parque Pizamos,21,MR76,46,4553987,165,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-02-16,URBANA,007_ZW Parque Pizamos,21,MR76,51,2057531,68,False,Fin de Semana,Domingo,340.789,-7.647.381
2025-02-17,URBANA,007_ZW Parque Pizamos,21,MR76,50,1704508,61,False,Laboral,Lunes,340.789,-7.647.381
2025-02-18,URBANA,007_ZW Parque Pizamos,21,MR76,38,2884546,103,False,Laboral,Martes,340.789,-7.647.381
2025-02-19,URBANA,007_ZW Parque Pizamos,21,MR76,53,5614562,179,False,Laboral,Miércoles,340.789,-7.647.381
2025-02-20,URBANA,007_ZW Parque Pizamos,21,MR76,57,3996097,113,False,Laboral,Jueves,340.789,-7.647.381
2025-02-21,URBANA,007_ZW Parque Pizamos,21,MR76,49,4806694,165,False,Laboral,Viernes,340.789,-7.647.381
2025-02-22,URBANA,007_ZW Parque Pizamos,21,MR76,46,2859167,101,False,Fin de Semana,Sábado,340.789,-7.647.381
2025-02-23,URBANA,007_ZW Parque Pizamos,21,MR76,56,3640486,106,False,Fin de Semana,Domingo,340.789,-7.647.381
