FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,22,2037,"0,2",True,Festivo,Lunes,3.4329,-7.648.069
2024-01-02,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,26,2662,"0,3",False,Laboral,Martes,3.4329,-7.648.069
2024-01-03,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,21,1765,"0,1",False,Laboral,Miércoles,3.4329,-7.648.069
2024-01-04,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,23,7799,"0,7",False,Laboral,Jueves,3.4329,-7.648.069
2024-01-05,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,22,10680,1,False,Laboral,Viernes,3.4329,-7.648.069
2024-01-06,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,13,366,0,False,Fin de Semana,Sábado,3.4329,-7.648.069
2024-01-07,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,19,150496,15,False,Fin de Semana,Domingo,3.4329,-7.648.069
2024-01-08,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,23,3000305,"190,3",True,Festivo,Lunes,3.4329,-7.648.069
2024-01-09,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,23,1968775,"151,9",False,Laboral,Martes,3.4329,-7.648.069
2024-01-10,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,23,3903613,"323,6",False,Laboral,Miércoles,3.4329,-7.648.069
2024-01-11,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,26,6483485,"602,6",False,Laboral,Jueves,3.4329,-7.648.069
2024-01-12,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,35,1066063,"91,8",False,Laboral,Viernes,3.4329,-7.648.069
2024-01-13,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,26,1786891,"198,5",False,Fin de Semana,Sábado,3.4329,-7.648.069
2024-01-14,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,34,29985,"3,8",False,Fin de Semana,Domingo,3.4329,-7.648.069
2024-01-15,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,28,2957,"0,4",False,Laboral,Lunes,3.4329,-7.648.069
2024-01-16,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,38,14124,"1,7",False,Laboral,Martes,3.4329,-7.648.069
2024-01-17,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,36,11769,"1,2",False,Laboral,Miércoles,3.4329,-7.648.069
2024-01-18,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,36,388692,"32,4",False,Laboral,Jueves,3.4329,-7.648.069
2024-01-19,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,27,2131687,"138,9",False,Laboral,Viernes,3.4329,-7.648.069
2024-01-20,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,28,2147761,"165,9",False,Fin de Semana,Sábado,3.4329,-7.648.069
2024-01-21,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,40,6006829,"463,9",False,Fin de Semana,Domingo,3.4329,-7.648.069
2024-01-22,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,33,3968504,"378,5",False,Laboral,Lunes,3.4329,-7.648.069
2024-01-23,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,32,2755624,"255,2",False,Laboral,Martes,3.4329,-7.648.069
2024-01-24,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,30,4131553,"330,3",False,Laboral,Miércoles,3.4329,-7.648.069
2024-01-25,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,43,1597374,"106,9",False,Laboral,Jueves,3.4329,-7.648.069
2024-01-26,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,30,4137,"0,3",False,Laboral,Viernes,3.4329,-7.648.069
2024-01-27,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,46,9574,"0,8",False,Fin de Semana,Sábado,3.4329,-7.648.069
2024-01-28,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,41,16717,"1,6",False,Fin de Semana,Domingo,3.4329,-7.648.069
2024-01-29,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,28,5287,"0,5",False,Laboral,Lunes,3.4329,-7.648.069
2024-01-30,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,41,10792,"1,2",False,Laboral,Martes,3.4329,-7.648.069
2024-01-31,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,29,4160,"0,4",False,Laboral,Miércoles,3.4329,-7.648.069
2024-02-01,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,33,14092,1,False,Laboral,Jueves,3.4329,-7.648.069
2024-02-02,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,18,1099653,"115,1",False,Laboral,Viernes,3.4329,-7.648.069
2024-02-03,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,30,1331711,"75,1",False,Fin de Semana,Sábado,3.4329,-7.648.069
2024-02-04,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,25,356203,"22,3",False,Fin de Semana,Domingo,3.4329,-7.648.069
2024-02-05,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,17,148529,"9,9",False,Laboral,Lunes,3.4329,-7.648.069
2024-02-06,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,27,1385175,"92,7",False,Laboral,Martes,3.4329,-7.648.069
2024-02-07,URBANA,012_ZW Polideportivo Los Naranjos,14,MR76,21,230433,14,False,Laboral,Miércoles,3.4329,-7.648.069
