FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,030_ZW Parque Mutis,1,MR76,35,5655,"0,6",True,Festivo,Lunes,345.407,-765.585
2024-01-02,URBANA,030_ZW Parque Mutis,1,MR76,18,1240,"0,1",False,Laboral,Martes,345.407,-765.585
2024-01-03,URBANA,030_ZW Parque Mutis,1,MR76,31,9999,"0,8",False,Laboral,Miércoles,345.407,-765.585
2024-01-04,URBANA,030_ZW Parque Mutis,1,MR76,28,9310,"0,9",False,Laboral,Jueves,345.407,-765.585
2024-01-05,URBANA,030_ZW Parque Mutis,1,MR76,27,255129,"23,5",False,Laboral,Viernes,345.407,-765.585
2024-01-06,URBANA,030_ZW Parque Mutis,1,MR76,39,7319,1,False,Fin de Semana,Sábado,345.407,-765.585
2024-01-07,URBANA,030_ZW Parque Mutis,1,MR76,43,14530,"1,4",False,Fin de Semana,Domingo,345.407,-765.585
2024-01-08,URBANA,030_ZW Parque Mutis,1,MR76,34,5582,"0,4",True,Festivo,Lunes,345.407,-765.585
2024-01-09,URBANA,030_ZW Parque Mutis,1,MR76,29,28179,"2,2",False,Laboral,Martes,345.407,-765.585
2024-01-10,URBANA,030_ZW Parque Mutis,1,MR76,23,7026,"0,6",False,Laboral,Miércoles,345.407,-765.585
2024-01-11,URBANA,030_ZW Parque Mutis,1,MR76,31,5966,"0,6",False,Laboral,Jueves,345.407,-765.585
2024-01-12,URBANA,030_ZW Parque Mutis,1,MR76,26,4391,"0,4",False,Laboral,Viernes,345.407,-765.585
2024-01-13,URBANA,030_ZW Parque Mutis,1,MR76,38,6812,"0,8",False,Fin de Semana,Sábado,345.407,-765.585
2024-01-14,URBANA,030_ZW Parque Mutis,1,MR76,28,4567,"0,6",False,Fin de Semana,Domingo,345.407,-765.585
2024-01-15,URBANA,030_ZW Parque Mutis,1,MR76,31,7012,1,False,Laboral,Lunes,345.407,-765.585
2024-01-16,URBANA,030_ZW Parque Mutis,1,MR76,42,221181,"25,9",False,Laboral,Martes,345.407,-765.585
2024-01-17,URBANA,030_ZW Parque Mutis,1,MR76,43,13893,"1,4",False,Laboral,Miércoles,345.407,-765.585
2024-01-18,URBANA,030_ZW Parque Mutis,1,MR76,35,12479,1,False,Laboral,Jueves,345.407,-765.585
2024-01-19,URBANA,030_ZW Parque Mutis,1,MR76,41,9368,"0,6",False,Laboral,Viernes,345.407,-765.585
2024-01-20,URBANA,030_ZW Parque Mutis,1,MR76,32,18916,"1,5",False,Fin de Semana,Sábado,345.407,-765.585
2024-01-21,URBANA,030_ZW Parque Mutis,1,MR76,34,20497,"1,6",False,Fin de Semana,Domingo,345.407,-765.585
2024-01-22,URBANA,030_ZW Parque Mutis,1,MR76,26,3349,"0,3",False,Laboral,Lunes,345.407,-765.585
2024-01-23,URBANA,030_ZW Parque Mutis,1,MR76,25,534649,"49,5",False,Laboral,Martes,345.407,-765.585
2024-01-24,URBANA,030_ZW Parque Mutis,1,MR76,51,4340581,"347,1",False,Laboral,Miércoles,345.407,-765.585
