DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"0,0",-1.6724137931034482,-0.0582411770070219,1,1,0,0,"0,0",-1.637931034482759,-0.0582192905128127,2,1,0,0,"27,299999999999997",-1.2586206896551724,0.7462042131501353,3,1,0,0,"83,5",-1.2586206896551724,2.0870778490439856,4,1,0,0,"3,1",-1.1896551724137931,0.0238501991063014,5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671
1,1,0,0,"0,0",-1.637931034482759,-0.0582192905128127,2,1,0,0,"27,299999999999997",-1.2586206896551724,0.7462042131501353,3,1,0,0,"83,5",-1.2586206896551724,2.0870778490439856,4,1,0,0,"3,1",-1.1896551724137931,0.0238501991063014,5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565
2,1,0,0,"27,299999999999997",-1.2586206896551724,0.7462042131501353,3,1,0,0,"83,5",-1.2586206896551724,2.0870778490439856,4,1,0,0,"3,1",-1.1896551724137931,0.0238501991063014,5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565
3,1,0,0,"83,5",-1.2586206896551724,2.0870778490439856,4,1,0,0,"3,1",-1.1896551724137931,0.0238501991063014,5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143
4,1,0,0,"3,1",-1.1896551724137931,0.0238501991063014,5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432
5,0,1,0,"11,0",-1.1551724137931034,0.1470760251694683,6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432,5,0,1,0,"444,4",-0.8448275862068966,9.671523847159316
6,0,1,0,"103,6",-1.0517241379310345,2.470405204121956,0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432,5,0,1,0,"444,4",-0.8448275862068966,9.671523847159316,6,0,1,0,"794,8",-1.1206896551724137,15.236573547739916
0,0,0,1,"147,5",-1.3275862068965518,5.599826123962671,1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432,5,0,1,0,"444,4",-0.8448275862068966,9.671523847159316,6,0,1,0,"794,8",-1.1206896551724137,15.236573547739916,0,1,0,0,"1137,3",-0.2241379310344827,19.075389245219927
1,1,0,0,"42,3",-1.2241379310344829,1.2736833145879565,2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432,5,0,1,0,"444,4",-0.8448275862068966,9.671523847159316,6,0,1,0,"794,8",-1.1206896551724137,15.236573547739916,0,1,0,0,"1137,3",-0.2241379310344827,19.075389245219927,1,1,0,0,"601,1",-0.4655172413793103,12.44466911876463
2,1,0,0,"103,9",-0.7068965517241379,2.990294555734565,3,1,0,0,"100,4",-1.1551724137931034,2.5690233151959143,4,1,0,0,"391,9",-0.7758620689655172,11.010019150682432,5,0,1,0,"444,4",-0.8448275862068966,9.671523847159316,6,0,1,0,"794,8",-1.1206896551724137,15.236573547739916,0,1,0,0,"1137,3",-0.2241379310344827,19.075389245219927,1,1,0,0,"601,1",-0.4655172413793103,12.44466911876463,2,1,0,0,"390,3",-0.3275862068965517,9.433717360245614
