DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"2,7",-0.0357142857142857,-0.1908078255132831,1,1,0,0,"3,9",-0.9285714285714286,-0.1887296519100811,2,1,0,0,"1,1",-0.2142857142857142,-0.1926472337745639,3,1,0,0,"2,2",-0.6071428571428571,-0.1907886910085298,4,1,0,0,"1,6",0.0,-0.1920734066157134,5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696
1,1,0,0,"3,9",-0.9285714285714286,-0.1887296519100811,2,1,0,0,"1,1",-0.2142857142857142,-0.1926472337745639,3,1,0,0,"2,2",-0.6071428571428571,-0.1907886910085298,4,1,0,0,"1,6",0.0,-0.1920734066157134,5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436
2,1,0,0,"1,1",-0.2142857142857142,-0.1926472337745639,3,1,0,0,"2,2",-0.6071428571428571,-0.1907886910085298,4,1,0,0,"1,6",0.0,-0.1920734066157134,5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269
3,1,0,0,"2,2",-0.6071428571428571,-0.1907886910085298,4,1,0,0,"1,6",0.0,-0.1920734066157134,5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211
4,1,0,0,"1,6",0.0,-0.1920734066157134,5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375
5,0,1,0,"3,6",0.0714285714285714,-0.1898130392498608,6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375,5,0,1,0,"1387,8000000000002",0.9642857142857144,2.4031170108243063
6,0,1,0,"472,2",-0.1785714285714285,0.7901466867773085,0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375,5,0,1,0,"1387,8000000000002",0.9642857142857144,2.4031170108243063,6,0,1,0,"1330,3000000000002",0.8214285714285714,1.9938553281692355
0,0,0,1,"367,1",-0.3928571428571428,1.0082962636967696,1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375,5,0,1,0,"1387,8000000000002",0.9642857142857144,2.4031170108243063,6,0,1,0,"1330,3000000000002",0.8214285714285714,1.9938553281692355,0,1,0,0,"31,6",0.0714285714285714,-0.1501004145532051
1,1,0,0,"447,6",0.1785714285714285,1.010803715754436,2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375,5,0,1,0,"1387,8000000000002",0.9642857142857144,2.4031170108243063,6,0,1,0,"1330,3000000000002",0.8214285714285714,1.9938553281692355,0,1,0,0,"31,6",0.0714285714285714,-0.1501004145532051,1,1,0,0,"1,4",0.0714285714285714,-0.1932422752756408
2,1,0,0,"285,29999999999995",0.2142857142857142,0.520316476389269,3,1,0,0,"644,0",0.1071428571428571,1.2457176146427211,4,1,0,0,"2109,3",0.3214285714285714,4.8997722161999375,5,0,1,0,"1387,8000000000002",0.9642857142857144,2.4031170108243063,6,0,1,0,"1330,3000000000002",0.8214285714285714,1.9938553281692355,0,1,0,0,"31,6",0.0714285714285714,-0.1501004145532051,1,1,0,0,"1,4",0.0714285714285714,-0.1932422752756408,2,1,0,0,"1,0",-0.6071428571428571,-0.1935143180171328
