DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"163,9",-0.2352941176470588,1.3045695140245306,1,1,0,0,"345,6",-0.7058823529411765,2.667341280113623,2,1,0,0,"74,2",-1.1176470588235294,0.812579741201301,3,1,0,0,"165,7",-1.411764705882353,1.598604999060986,4,1,0,0,"276,9",-0.9411764705882352,2.752540990149813,5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667
1,1,0,0,"345,6",-0.7058823529411765,2.667341280113623,2,1,0,0,"74,2",-1.1176470588235294,0.812579741201301,3,1,0,0,"165,7",-1.411764705882353,1.598604999060986,4,1,0,0,"276,9",-0.9411764705882352,2.752540990149813,5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305
2,1,0,0,"74,2",-1.1176470588235294,0.812579741201301,3,1,0,0,"165,7",-1.411764705882353,1.598604999060986,4,1,0,0,"276,9",-0.9411764705882352,2.752540990149813,5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399
3,1,0,0,"165,7",-1.411764705882353,1.598604999060986,4,1,0,0,"276,9",-0.9411764705882352,2.752540990149813,5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476
4,1,0,0,"276,9",-0.9411764705882352,2.752540990149813,5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312
5,0,1,0,"430,6",-0.6470588235294118,3.0305518679455714,6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312,5,0,1,0,"12,5",1.3529411764705883,0.0867667327898588
6,0,1,0,"568,0",-0.5294117647058824,5.244146851627032,0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312,5,0,1,0,"12,5",1.3529411764705883,0.0867667327898588,6,0,1,0,"1,8",0.2352941176470588,-0.0045109583156258
0,0,0,1,"309,5",-0.5882352941176471,4.485287935816667,1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312,5,0,1,0,"12,5",1.3529411764705883,0.0867667327898588,6,0,1,0,"1,8",0.2352941176470588,-0.0045109583156258,0,1,0,0,"15,7",-0.2941176470588235,0.0826083084506177
1,1,0,0,"160,6",0.1176470588235294,1.9034333763849305,2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312,5,0,1,0,"12,5",1.3529411764705883,0.0867667327898588,6,0,1,0,"1,8",0.2352941176470588,-0.0045109583156258,0,1,0,0,"15,7",-0.2941176470588235,0.0826083084506177,1,1,0,0,"1,0",0.0,-0.0094667369888891
2,1,0,0,"1,2",-0.1764705882352941,-0.0036720751100399,3,1,0,0,"4,2",0.2352941176470588,0.0245527917322476,4,1,0,0,"1,6",0.2352941176470588,0.0002233330426312,5,0,1,0,"12,5",1.3529411764705883,0.0867667327898588,6,0,1,0,"1,8",0.2352941176470588,-0.0045109583156258,0,1,0,0,"15,7",-0.2941176470588235,0.0826083084506177,1,1,0,0,"1,0",0.0,-0.0094667369888891,2,1,0,0,"1,1",-0.8823529411764706,-0.0075434888035855
