DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"2,8",-0.2,-0.0232020804248959,1,1,0,0,"21,599999999999998",-0.6571428571428571,0.0687655649608455,2,1,0,0,"1,7000000000000002",-0.5714285714285714,-0.0255530449178919,3,1,0,0,"6,6000000000000005",-0.4714285714285714,0.0030381514728824,4,1,0,0,"3,3",-0.0571428571428571,-0.016965258099345,5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575
1,1,0,0,"21,599999999999998",-0.6571428571428571,0.0687655649608455,2,1,0,0,"1,7000000000000002",-0.5714285714285714,-0.0255530449178919,3,1,0,0,"6,6000000000000005",-0.4714285714285714,0.0030381514728824,4,1,0,0,"3,3",-0.0571428571428571,-0.016965258099345,5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089
2,1,0,0,"1,7000000000000002",-0.5714285714285714,-0.0255530449178919,3,1,0,0,"6,6000000000000005",-0.4714285714285714,0.0030381514728824,4,1,0,0,"3,3",-0.0571428571428571,-0.016965258099345,5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584
3,1,0,0,"6,6000000000000005",-0.4714285714285714,0.0030381514728824,4,1,0,0,"3,3",-0.0571428571428571,-0.016965258099345,5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344
4,1,0,0,"3,3",-0.0571428571428571,-0.016965258099345,5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019
5,0,1,0,"20,1",-0.0428571428571428,0.0528999231967493,6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847
6,0,1,0,"2,6",-0.1285714285714285,-0.0223034062329558,0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571
0,0,0,1,"7,8",-0.6428571428571429,0.0347770508840575,1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036
1,1,0,0,"3,3",-0.4714285714285714,-0.0124168184473089,2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576
2,1,0,0,"1,1",-0.5142857142857142,-0.0297224479322584,3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132
3,1,0,0,"3,7",-0.6857142857142857,-0.0138152117303344,4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677
4,1,0,0,"71,80000000000001",-0.4,0.4510143477377019,5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449
5,0,1,0,"125,80000000000001",0.6714285714285714,0.6261972314507847,6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611
6,0,1,0,"591,9",0.3285714285714285,2.706801979426571,0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325
0,1,0,0,"587,7",-0.5428571428571428,2.344414833631036,1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745
1,1,0,0,"502,2",-0.4714285714285714,2.479125743500576,2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581
2,1,0,0,"705,9",-0.3857142857142857,4.09829292912132,3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199
3,1,0,0,"643,1",-0.3,4.481934246809677,4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844
4,1,0,0,"71,3",0.2,0.6031955073320449,5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315
5,0,1,0,"4,1",0.6571428571428571,-0.0062860326463611,6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407
6,0,1,0,"3,0999999999999996",0.0714285714285714,-0.0139200765806325,0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967
0,1,0,0,"0,9",-0.6714285714285714,-0.0320780991224745,1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764
1,1,0,0,"1,0",-0.8,-0.0314073155828581,2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164
2,1,0,0,"1,3",-0.6571428571428571,-0.0278061746064199,3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164,0,1,0,0,"288,0",-0.5857142857142857,2.5027332232350044
3,1,0,0,"0,0",-2.3,-0.0372756463394844,2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164,0,1,0,0,"288,0",-0.5857142857142857,2.5027332232350044,1,1,0,0,"117,4",-0.4428571428571428,0.99043796599684
2,1,0,0,"535,5999999999999",-0.9857142857142858,3.2397485821276315,3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164,0,1,0,0,"288,0",-0.5857142857142857,2.5027332232350044,1,1,0,0,"117,4",-0.4428571428571428,0.99043796599684,2,1,0,0,"69,8",0.0,0.6371389119480901
3,1,0,0,"695,5",-0.3142857142857143,5.629583956029407,4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164,0,1,0,0,"288,0",-0.5857142857142857,2.5027332232350044,1,1,0,0,"117,4",-0.4428571428571428,0.99043796599684,2,1,0,0,"69,8",0.0,0.6371389119480901,3,1,0,0,"1,6",-0.4857142857142857,-0.0246801475606619
4,1,0,0,"503,5",-0.7571428571428571,2.7803485613889967,5,0,1,0,"394,2",0.3142857142857143,4.060310177338764,6,0,1,0,"444,4",0.3142857142857143,4.125847193752164,0,1,0,0,"288,0",-0.5857142857142857,2.5027332232350044,1,1,0,0,"117,4",-0.4428571428571428,0.99043796599684,2,1,0,0,"69,8",0.0,0.6371389119480901,3,1,0,0,"1,6",-0.4857142857142857,-0.0246801475606619,4,1,0,0,"20,3",-0.0571428571428571,0.1056322969678826
