DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"286,4",-0.1854304635761589,0.2564222966419852,1,1,0,0,503,-0.2119205298013245,0.7973511537228708,2,1,0,0,"88,5",-0.0264900662251655,-0.0045779924058825,3,1,0,0,"373,8",0.0,0.8152871012656506,4,1,0,0,"511,6",-0.3178807947019867,1.0012064806029928,5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182
1,1,0,0,503,-0.2119205298013245,0.7973511537228708,2,1,0,0,"88,5",-0.0264900662251655,-0.0045779924058825,3,1,0,0,"373,8",0.0,0.8152871012656506,4,1,0,0,"511,6",-0.3178807947019867,1.0012064806029928,5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154
2,1,0,0,"88,5",-0.0264900662251655,-0.0045779924058825,3,1,0,0,"373,8",0.0,0.8152871012656506,4,1,0,0,"511,6",-0.3178807947019867,1.0012064806029928,5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388
3,1,0,0,"373,8",0.0,0.8152871012656506,4,1,0,0,"511,6",-0.3178807947019867,1.0012064806029928,5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444
4,1,0,0,"511,6",-0.3178807947019867,1.0012064806029928,5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538
5,0,1,0,"538,7",0.0794701986754966,2.069369042591226,6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538,5,0,1,0,"552,7",-0.1854304635761589,0.5945835394958461
6,0,1,0,"781,9",0.3443708609271523,4.005378950008781,0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538,5,0,1,0,"552,7",-0.1854304635761589,0.5945835394958461,6,0,1,0,1599,0.0264900662251655,3.501216492573029
0,0,0,1,"778,7",-0.1324503311258278,1.7564391870647182,1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538,5,0,1,0,"552,7",-0.1854304635761589,0.5945835394958461,6,0,1,0,1599,0.0264900662251655,3.501216492573029,0,1,0,0,"1,6",-0.423841059602649,-0.1987551834873113
1,1,0,0,"1172,7",-0.2913907284768212,1.403142902606154,2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538,5,0,1,0,"552,7",-0.1854304635761589,0.5945835394958461,6,0,1,0,1599,0.0264900662251655,3.501216492573029,0,1,0,0,"1,6",-0.423841059602649,-0.1987551834873113,1,1,0,0,"374,7",-0.3708609271523179,0.565009249990332
2,1,0,0,"502,3",-0.23841059602649,0.9263799207877388,3,1,0,0,"229,4",-0.4503311258278146,0.2988455357848444,4,1,0,0,"194,7",-0.3178807947019867,0.0485511762230538,5,0,1,0,"552,7",-0.1854304635761589,0.5945835394958461,6,0,1,0,1599,0.0264900662251655,3.501216492573029,0,1,0,0,"1,6",-0.423841059602649,-0.1987551834873113,1,1,0,0,"374,7",-0.3708609271523179,0.565009249990332,2,1,0,0,"283,1",-0.3178807947019867,0.3670761180275226
