DIA_SEMANA_t-7,LABORAL_t-7,FIN_DE_SEMANA_t-7,FESTIVO_t-7,PORCENTAJE.USO_t-7,NUMERO.CONEXIONES_t-7,USAGE.KB_t-7,DIA_SEMANA_t-6,LABORAL_t-6,FIN_DE_SEMANA_t-6,FESTIVO_t-6,PORCENTAJE.USO_t-6,NUMERO.CONEXIONES_t-6,USAGE.KB_t-6,DIA_SEMANA_t-5,LABORAL_t-5,FIN_DE_SEMANA_t-5,FESTIVO_t-5,PORCENTAJE.USO_t-5,NUMERO.CONEXIONES_t-5,USAGE.KB_t-5,DIA_SEMANA_t-4,LABORAL_t-4,FIN_DE_SEMANA_t-4,FESTIVO_t-4,PORCENTAJE.USO_t-4,NUMERO.CONEXIONES_t-4,USAGE.KB_t-4,DIA_SEMANA_t-3,LABORAL_t-3,FIN_DE_SEMANA_t-3,FESTIVO_t-3,PORCENTAJE.USO_t-3,NUMERO.CONEXIONES_t-3,USAGE.KB_t-3,DIA_SEMANA_t-2,LABORAL_t-2,FIN_DE_SEMANA_t-2,FESTIVO_t-2,PORCENTAJE.USO_t-2,NUMERO.CONEXIONES_t-2,USAGE.KB_t-2,DIA_SEMANA_t-1,LABORAL_t-1,FIN_DE_SEMANA_t-1,FESTIVO_t-1,PORCENTAJE.USO_t-1,NUMERO.CONEXIONES_t-1,USAGE.KB_t-1,DIA_SEMANA_t0,LABORAL_t0,FIN_DE_SEMANA_t0,FESTIVO_t0,PORCENTAJE.USO_t0,NUMERO.CONEXIONES_t0,target
0,0,0,1,"3,0",-0.8,-0.369996616872035,1,1,0,0,"11,0",-0.7619047619047619,-0.3601189357431228,2,1,0,0,"163,5",-0.8380952380952381,-0.0761560148256185,3,1,0,0,"997,4",-0.5523809523809524,1.2104052987301992,4,1,0,0,"731,7",-0.6666666666666666,0.8186667468593295,5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052
1,1,0,0,"11,0",-0.7619047619047619,-0.3601189357431228,2,1,0,0,"163,5",-0.8380952380952381,-0.0761560148256185,3,1,0,0,"997,4",-0.5523809523809524,1.2104052987301992,4,1,0,0,"731,7",-0.6666666666666666,0.8186667468593295,5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168
2,1,0,0,"163,5",-0.8380952380952381,-0.0761560148256185,3,1,0,0,"997,4",-0.5523809523809524,1.2104052987301992,4,1,0,0,"731,7",-0.6666666666666666,0.8186667468593295,5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488
3,1,0,0,"997,4",-0.5523809523809524,1.2104052987301992,4,1,0,0,"731,7",-0.6666666666666666,0.8186667468593295,5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914
4,1,0,0,"731,7",-0.6666666666666666,0.8186667468593295,5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865
5,0,1,0,"1713,0",-0.6666666666666666,1.6014615112808523,6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865,5,0,1,0,"6,2",-0.7047619047619048,-0.3655671250178554
6,0,1,0,"178,8",-1.6952380952380952,-0.104143955853939,0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865,5,0,1,0,"6,2",-0.7047619047619048,-0.3655671250178554,6,0,1,0,"2,5",-0.6476190476190476,-0.3710565132731387
0,0,0,1,"680,7",-0.8380952380952381,1.2397293497628052,1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865,5,0,1,0,"6,2",-0.7047619047619048,-0.3655671250178554,6,0,1,0,"2,5",-0.6476190476190476,-0.3710565132731387,0,1,0,0,"5,9",-0.7047619047619048,-0.3678601339718674
1,1,0,0,"1104,2",-0.6285714285714286,1.7774855089352168,2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865,5,0,1,0,"6,2",-0.7047619047619048,-0.3655671250178554,6,0,1,0,"2,5",-0.6476190476190476,-0.3710565132731387,0,1,0,0,"5,9",-0.7047619047619048,-0.3678601339718674,1,1,0,0,"950,4",-0.8380952380952381,0.8482333305767106
2,1,0,0,"769,0",-0.6285714285714286,1.020977799162488,3,1,0,0,"282,5",-0.780952380952381,0.0830036161878914,4,1,0,0,"2,1",-0.7047619047619048,-0.3703389894220865,5,0,1,0,"6,2",-0.7047619047619048,-0.3655671250178554,6,0,1,0,"2,5",-0.6476190476190476,-0.3710565132731387,0,1,0,0,"5,9",-0.7047619047619048,-0.3678601339718674,1,1,0,0,"950,4",-0.8380952380952381,0.8482333305767106,2,1,0,0,"996,8",-0.4571428571428571,1.1249294429867758
