DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
0,1,0,0,-0.023597175771088875,1.44,-0.5694719939548503,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,-0.02601263470828686,-0.9455592716462283,0.13749535488665923,2.7635185185185183,6.4618518518518515,0.5353703703703703,-0.7331486611265006,-0.014958448753462646,0.42862610026789144,-0.8533232912822443,0.84,1.04,1.88,2.32,2.72,1.56,-0.04,0.4583333333333333,0.8333333333333334,0.0
1,1,0,0,-0.36826458565589004,1.04,-0.7789881041677085,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,-0.023597175771088875,-0.02601263470828686,-0.9455592716462283,0.137037037037037,2.7635185185185183,6.4618518518518515,0.5338873499538319,-0.7146814404432134,-0.015499425947187185,0.4268499340990399,1.44,0.84,1.04,1.88,2.32,2.72,1.56,-0.041666666666666664,0.4583333333333333,0.875
2,1,0,0,-0.797287253808993,1.52,-1.0070473499686075,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.36826458565589004,-0.023597175771088875,-0.02601263470828686,-0.9424074074074075,0.137037037037037,2.7635185185185183,6.4439519852262235,0.552354570637119,-0.7405281285878301,-0.010167576727546585,1.04,1.44,0.84,1.04,1.88,2.32,2.72,1.625,-0.041666666666666664,0.5
3,1,0,0,-0.48364920104050546,1.8,-0.8046438751187639,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.797287253808993,-0.36826458565589004,-0.023597175771088875,-0.0259259259259259,-0.9424074074074075,0.137037037037037,2.7558633425669434,6.4624192059095105,0.5723306544202066,-0.7235925437770664,1.52,1.04,1.44,0.84,1.04,1.88,2.32,2.8333333333333335,1.625,0.0
4,1,0,0,7.649015235971759,1.12,5.376639774640375,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.48364920104050546,-0.797287253808993,-0.36826458565589004,-0.023518518518518577,-0.0259259259259259,-0.9424074074074075,0.136657433056325,2.774330563250231,6.696134711060084,0.5682545659951045,1.8,1.52,1.04,1.44,0.84,1.04,1.88,2.4166666666666665,2.8333333333333335,1.6666666666666667
5,0,1,0,-0.7129319955406914,0.88,-0.9458117335911412,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,7.649015235971759,-0.48364920104050546,-0.797287253808993,-0.36703703703703705,-0.023518518518518577,-0.0259259259259259,-0.9397968605724839,0.15512465373961218,2.8746651358591655,6.594050084729806,1.12,1.8,1.52,1.04,1.44,0.84,1.04,1.9583333333333333,2.4166666666666665,2.875
6,0,1,0,-0.7028985507246377,-0.12,-1.087035154101312,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.7129319955406914,7.649015235971759,-0.48364920104050546,-0.7946296296296296,-0.36703703703703705,-0.023518518518518577,-0.025854108956602007,-0.9213296398891967,0.16073478760045923,2.8337412916588214,0.88,1.12,1.8,1.52,1.04,1.44,0.84,1.0833333333333333,1.9583333333333333,2.4583333333333335
0,1,0,0,-1.0354886659234486,-1.2,-1.1797279127009261,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.7028985507246377,-0.7129319955406914,7.649015235971759,-0.48203703703703704,-0.7946296296296296,-0.36703703703703705,-0.02345337026777476,-0.00738688827331484,-0.9546498277841562,0.16324609301449824,-0.12,0.88,1.12,1.8,1.52,1.04,1.44,0.875,1.0833333333333333,2.0
1,1,0,0,-0.9665551839464884,-1.12,-1.158697681396163,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,-1.0354886659234486,-0.7028985507246377,-0.7129319955406914,7.623518518518519,-0.48203703703703704,-0.7946296296296296,-0.36602031394275164,-0.0049861495844875925,-0.007654037504783747,-0.9342873281867821,-1.2,-0.12,0.88,1.12,1.8,1.52,1.04,1.5,0.875,1.125
2,1,0,0,-1.0200668896321072,0.84,-1.1656915529033942,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.9665551839464884,-1.0354886659234486,-0.7028985507246377,-0.7105555555555556,7.623518518518519,-0.48203703703703704,-0.7924284395198522,-0.3475530932594645,-0.005166475315729107,-0.0024477499529278,-1.12,-1.2,-0.12,0.88,1.12,1.8,1.52,1.0833333333333333,1.5,0.9166666666666666
