DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
2,1,0,0,-0.7103215767634856,-0.25,-0.6965472931125298,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,-0.7080386686563291,-0.7067830846419494,-0.7119958298038703,-0.7018309767381247,-0.7134049323786793,-0.7190173429646151,-0.7149825783972125,-0.7137479596255705,-0.709913506320692,-0.6988551518168243,0.125,0.375,-1.0,-1.0,-1.5,-0.75,-1.0,-0.625,-0.25,-1.125
3,1,0,0,-0.7116182572614109,-0.25,-0.697065343852561,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,-0.7093362745734121,-0.7093894572229099,-0.7067830846419494,-0.7070437219000455,-0.7094272076372314,-0.7163543157684499,-0.7163099386095901,-0.7164129384723008,-0.7085828343313374,-0.7028372324539572,-0.25,0.125,0.375,-1.0,-1.0,-1.5,-0.75,-1.0,-0.625,-0.25
4,1,0,0,-0.6052904564315355,0.25,-0.6543137130056783,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.710633880490495,-0.7106926435133901,-0.7093894572229099,-0.7018309767381247,-0.7147308406258286,-0.712359774974202,-0.7136552181848349,-0.717745427895666,-0.7112441783100466,-0.7015098722415797,-0.25,-0.25,0.125,0.375,-1.0,-1.0,-1.5,-0.75,-1.0,-0.625
5,0,1,0,-0.22925311203319515,-0.375,-0.5268917534425774,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.6042301952896905,-0.7119958298038703,-0.7106926435133901,-0.7044373493190851,-0.7094272076372314,-0.7176858293665325,-0.709673137547702,-0.7150804490489355,-0.7125748502994013,-0.7041645926663349,0.25,-0.25,-0.25,0.125,0.375,-1.0,-1.0,-1.5,-0.75,-1.0
6,0,1,0,1.9050829875518676,-0.375,0.11096183789353044,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,-0.22792447933562585,-0.605134553984492,-0.7119958298038703,-0.7057405356095653,-0.71207902413153,-0.712359774974202,-0.7149825783972125,-0.71108298077884,-0.709913506320692,-0.7054919528787125,-0.375,0.25,-0.25,-0.25,0.125,0.375,-1.0,-1.0,-1.5,-0.75
0,1,0,0,2.055497925311203,-0.125,0.359351249978294,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.9079348601829624,-0.22721052974522707,-0.605134553984492,-0.7070437219000455,-0.7134049323786793,-0.7150228021703673,-0.709673137547702,-0.7164129384723008,-0.7059214903526281,-0.7028372324539572,-0.375,-0.375,0.25,-0.25,-0.25,0.125,0.375,-1.0,-1.0,-1.5
1,1,0,0,-0.23573651452282168,-0.625,-0.48453256773730485,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,2.0584571465645882,1.9178341043852218,-0.22721052974522707,-0.6001824460806672,-0.7147308406258286,-0.7163543157684499,-0.7123278579724573,-0.71108298077884,-0.7112441783100466,-0.6988551518168243,-0.125,-0.375,-0.375,0.25,-0.25,-0.25,0.125,0.375,-1.0,-1.0
2,1,0,0,0.8184647302904564,0.125,0.12260495592227502,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.23441250892104076,2.069003714080927,1.9178341043852218,-0.22225842184140226,-0.6060063643595863,-0.7176858293665325,-0.7136552181848349,-0.7137479596255705,-0.7059214903526281,-0.7041645926663349,-0.625,-0.125,-0.375,-0.375,0.25,-0.25,-0.25,0.125,0.375,-1.0
3,1,0,0,1.1024377593360997,-0.75,0.5467582757882186,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.8205411016674236,-0.2337264611976282,2.069003714080927,1.9227862122890467,-0.2214929726862901,-0.6085017143237577,-0.7149825783972125,-0.7150804490489355,-0.7085828343313374,-0.6988551518168243,0.125,-0.625,-0.125,-0.375,-0.375,0.25,-0.25,-0.25,0.125,0.375
4,1,0,0,0.6628630705394191,-0.25,0.09802677656674172,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1.1047167975085965,0.8257639929627938,-0.2337264611976282,2.073955821984752,1.9609520021214533,-0.22236277087979767,-0.6061390409822466,-0.7164129384723008,-0.709913506320692,-0.7015098722415797,-0.75,0.125,-0.625,-0.125,-0.375,-0.375,0.25,-0.25,-0.25,0.125
