NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
003_ZW Parque del Perro,3,1,0,0,0.2607786170830912,1.0,-0.3338195223218272,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0.8457471264367817,-0.1283720930232559,3.41516162429541,-0.5421755507362174,-0.8088117794772286,2.9132841328413277,-0.46582220700673294,-0.3428506427027642,0.144041218637993,3.6283602150537635,-0.21052631578947367,0.10526315789473684,0.3684210526315789,1.105263157894737,2.27027027027027,0.7027027027027027,1.0810810810810811,0.47368421052631576,0.47368421052631576,1.1578947368421053
003_ZW Parque del Perro,4,1,0,0,0.5208599651365484,1.4210526315789473,-0.08256806785195997,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.2579310344827586,0.8555813953488374,-0.12699873461405736,3.3886542632119623,-0.5421755507362174,-0.8196494464944647,2.8809768344174373,-0.4809464224775339,-0.33915770609318996,0.144041218637993,1.0,-0.21052631578947367,0.10526315789473684,0.3684210526315789,1.135135135135135,2.27027027027027,0.7027027027027027,1.0526315789473684,0.47368421052631576,0.47368421052631576
003_ZW Parque del Perro,5,0,1,0,0.7242300987797791,2.263157894736842,-0.026127780633668916,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5151724137931034,0.2609302325581395,0.8464281605889797,-0.12601301221321773,3.3886542632119623,-0.5502767527675275,-0.8131918292822093,2.8551928108292572,-0.47513440860215056,-0.33915770609318996,1.4210526315789473,1.0,-0.21052631578947367,0.10526315789473684,0.3783783783783784,1.135135135135135,2.27027027027027,0.6842105263157895,1.0526315789473684,0.47368421052631576
003_ZW Parque del Perro,6,0,1,0,-0.9845438698431144,-0.15789473684210525,-1.0995420949249162,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.7163218390804597,0.5211627906976743,0.25813873231335555,0.8398584636457027,-0.12601301221321773,3.420894833948338,-0.5466164555517518,-0.827209646229098,2.8098118279569895,-0.47513440860215056,2.263157894736842,1.4210526315789473,1.0,-0.21052631578947367,0.10810810810810811,0.3783783783783784,1.135135135135135,2.210526315789474,0.6842105263157895,1.0526315789473684
003_ZW Parque del Perro,0,1,0,0,0.6145264381173735,-1.7894736842105263,-0.9468832119644632,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,-0.9737931034482759,0.7246511627906976,0.5155872541125042,0.2561351443899098,0.8398584636457027,-0.12984317343173435,3.3833162159077945,-0.5614833352292117,-0.816084229390681,2.8098118279569895,-0.15789473684210525,2.263157894736842,1.4210526315789473,1.0,-0.21621621621621623,0.10810810810810811,0.3783783783783784,1.105263157894737,2.210526315789474,0.6842105263157895
003_ZW Parque del Perro,1,1,0,0,-1.2432306798373038,-1.5263157894736843,-1.1529100601654692,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.607816091954023,-0.9851162790697674,0.7168986540894972,0.5115854354525738,0.2561351443899098,0.845940959409594,-0.13054889877895712,3.3559322033898304,-0.5544354838709677,-0.816084229390681,-1.7894736842105263,-0.15789473684210525,2.263157894736842,1.4210526315789473,1.027027027027027,-0.21621621621621623,0.10810810810810811,0.3684210526315789,1.105263157894737,2.210526315789474
003_ZW Parque del Perro,2,1,0,0,-1.0505520046484602,0.15789473684210525,-1.0026579297580103,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-1.2296551724137932,0.6148837209302325,-0.9745772460600483,0.7113343225659171,0.5115854354525738,0.2562269372693726,0.835102133972384,-0.14674098509839617,3.302867383512545,-0.5544354838709677,-1.5263157894736843,-1.7894736842105263,-0.15789473684210525,2.263157894736842,1.4594594594594594,1.027027027027027,-0.21621621621621623,0.10526315789473684,0.3684210526315789,1.105263157894737
003_ZW Parque del Perro,3,1,0,0,0.3065659500290528,0.47368421052631576,-0.16524316194307476,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-1.039080459770115,-1.243953488372093,0.6083055331876221,-0.9670128980709964,0.7113343225659171,0.5142988929889296,0.2515120392559625,0.8158343760664317,-0.14605734767025097,3.302867383512545,0.15789473684210525,-1.5263157894736843,-1.7894736842105263,-0.15789473684210525,2.324324324324324,1.4594594594594594,1.027027027027027,-0.21052631578947367,0.10526315789473684,0.3684210526315789
003_ZW Parque del Perro,4,1,0,0,0.558744915746659,1.1578947368421053,0.05251911338125656,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.30321839080459767,-1.0511627906976744,-1.2306453468307834,0.6035840657459194,-0.9670128980709964,0.7160977859778594,0.5069040283008102,0.23410305994767375,0.8017473118279571,-0.14605734767025097,0.47368421052631576,0.15789473684210525,-1.5263157894736843,-1.7894736842105263,-0.16216216216216217,2.324324324324324,1.4594594594594594,1.0,-0.21052631578947367,0.10526315789473684
003_ZW Parque del Perro,5,0,1,0,0.26426496223126095,1.736842105263158,-0.1089701032234631,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.5526436781609196,0.3067441860465116,-1.0399171747382951,-1.221093482479169,0.6035840657459194,-0.9794741697416971,0.7066073262581307,0.48868160618814693,0.22894265232974909,0.8017473118279571,1.1578947368421053,0.47368421052631576,0.15789473684210525,-1.5263157894736843,-1.837837837837838,-0.16216216216216217,2.324324324324324,1.4210526315789473,1.0,-0.21052631578947367
003_ZW Parque del Perro,6,0,1,0,1.74596165020337,2.8947368421052633,0.9862320777037252,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.2613793103448277,0.5590697674418607,0.3034625560796042,-1.0318456797169273,-1.221093482479169,0.607241697416974,-0.9713568412644072,0.6877488340348082,0.4796146953405017,0.22894265232974909,1.736842105263158,1.1578947368421053,0.47368421052631576,0.15789473684210525,-1.5675675675675675,-1.837837837837838,-0.16216216216216217,2.263157894736842,1.4210526315789473,1.0
003_ZW Parque del Perro,0,1,0,0,0.4513654851830331,0.5263157894736842,-0.08735481639815902,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,1.7268965517241381,0.2644186046511629,0.5530886920510757,0.3011071795457139,-1.0318456797169273,-1.236162361623616,0.598881661531439,-0.9848708906836537,0.6756272401433691,0.4796146953405017,2.8947368421052633,1.736842105263158,1.1578947368421053,0.47368421052631576,0.16216216216216217,-1.5675675675675675,-1.837837837837838,-0.15789473684210525,2.263157894736842,1.4210526315789473
003_ZW Parque del Perro,1,1,0,0,-0.8171993027309702,1.3157894736842106,-0.8842481122410927,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0.4464367816091954,1.7469767441860466,0.26158978488438983,0.5487957995662597,0.3011071795457139,-1.044972324723247,-1.225379436266119,0.5803662836992378,-0.9713261648745519,0.6756272401433691,0.5263157894736842,2.8947368421052633,1.736842105263158,1.1578947368421053,0.4864864864864865,0.16216216216216217,-1.5675675675675675,-1.7894736842105263,-0.15789473684210525,2.263157894736842
003_ZW Parque del Perro,2,1,0,0,-0.24055781522370714,0.8421052631578947,-0.43036387917941643,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,-0.8082758620689654,0.4516279069767442,1.72828712757391,0.25955941102613866,0.5487957995662597,0.3016605166051659,-1.0361748259728405,-1.238084404504607,0.5698924731182795,-0.9713261648745519,1.3157894736842106,0.5263157894736842,2.8947368421052633,1.736842105263158,1.1891891891891893,0.4864864864864865,0.16216216216216217,-1.5263157894736843,-1.7894736842105263,-0.15789473684210525
003_ZW Parque del Perro,3,1,0,0,-0.47530505520046484,1.7894736842105263,-0.5903206138222381,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.23793103448275865,-0.8176744186046511,0.44679627286322326,1.7148727314233536,0.25955941102613866,0.5518911439114391,0.29647381033892495,-1.0494824252075987,-1.2206541218637994,0.5698924731182795,0.8421052631578947,1.3157894736842106,0.5263157894736842,2.8947368421052633,1.7837837837837838,1.1891891891891893,0.4864864864864865,0.15789473684210525,-1.5263157894736843,-1.7894736842105263
003_ZW Parque del Perro,4,1,0,0,0.10784427658338175,1.7894736842105263,-0.22476714267701386,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,-0.4701149425287357,-0.24069767441860468,-0.8089267226504082,0.4433283871704144,1.7148727314233536,0.2596863468634687,0.5441058998060027,0.2789216243885792,-1.0349462365591398,-1.2206541218637994,1.7894736842105263,0.8421052631578947,1.3157894736842106,0.5263157894736842,2.972972972972973,1.7837837837837838,1.1891891891891893,0.47368421052631576,0.15789473684210525,-1.5263157894736843
003_ZW Parque del Perro,5,0,1,0,1.0040674026728647,1.105263157894737,0.22059713283394444,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10666666666666667,-0.47558139534883725,-0.23812262740135742,-0.8026480995320168,0.4433283871704144,1.729935424354243,0.2549355243638024,0.5257649869184395,0.2730734767025089,-1.0349462365591398,1.7894736842105263,1.7894736842105263,0.8421052631578947,1.3157894736842106,0.5405405405405406,2.972972972972973,1.7837837837837838,1.1578947368421053,0.47368421052631576,0.15789473684210525
003_ZW Parque del Perro,6,0,0,1,0.8009296920395117,1.6842105263157894,0.4783149788907466,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0.9931034482758622,0.10790697674418606,-0.4704935005176579,-0.23627439789978316,-0.8026480995320168,0.44534132841328405,1.7099166951957094,0.2375156409964738,0.5161290322580646,0.2730734767025089,1.105263157894737,1.7894736842105263,1.7894736842105263,0.8421052631578947,1.3513513513513513,0.5405405405405406,2.972972972972973,1.736842105263158,1.1578947368421053,0.47368421052631576
003_ZW Parque del Perro,0,1,0,0,1.1005229517722253,1.4210526315789473,0.7367445494379283,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,0,0.7921839080459768,1.0046511627906978,0.10675255953065685,-0.4668416847391851,-0.23627439789978316,-0.8134225092250918,0.4386625584845373,1.687862586736435,0.23230286738351263,0.5161290322580646,1.6842105263157894,1.105263157894737,1.7894736842105263,1.7894736842105263,0.8648648648648649,1.3513513513513513,0.5405405405405406,2.8947368421052633,1.736842105263158,1.1578947368421053
003_ZW Parque del Perro,1,1,0,0,1.4884369552585706,1.4210526315789473,1.3105209134288163,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,1,0,0,0,0,0,0,0,0,1.0885057471264366,0.8013953488372092,0.9939031404578397,0.10592398128067573,-0.4668416847391851,-0.24123616236162357,-0.8070295560880977,0.4206574906154022,1.660394265232975,0.23230286738351263,1.4210526315789473,1.6842105263157894,1.105263157894737,1.7894736842105263,1.837837837837838,0.8648648648648649,1.3513513513513513,0.5263157894736842,2.8947368421052633,1.736842105263158
003_ZW Parque del Perro,2,1,0,0,0.45508425334108066,1.894736842105263,0.40302201964533513,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,0,0,1,0,0,0,0,0,0,0,1.472183908045977,1.1011627906976742,0.7928218106522488,0.9861887912338775,0.10592398128067573,-0.4741697416974169,-0.24078511925139803,-0.8210670003412582,0.41263440860215056,1.660394265232975,1.4210526315789473,1.4210526315789473,1.6842105263157894,1.105263157894737,1.837837837837838,1.837837837837838,0.8648648648648649,1.3157894736842106,0.5263157894736842,2.8947368421052633
