USAGE_KB_predicho,USAGE_KB_real,error_absoluto,error_relativo
2543421.3193018697,2835252.0,291830.6806981303,0.10292936243343812
2399901.612143286,4298465.0,1898563.387856714,0.44168404019963264
2751762.418096446,3802328.0,1050565.581903554,0.27629535955434514
3118351.125109213,3576542.0,458190.87489078706,0.12811002216408673
807110.0756207788,981159.0,174048.92437922116,0.1773911510562724
2371577.457641856,1676142.0,695435.4576418558,0.41490247105666217
2888921.38494685,3059908.0,170986.61505314987,0.05587965881756898
3612914.7072885903,6783998.0,3171083.2927114097,0.4674357646790889
3078273.5781883877,3100961.0,22687.421811612323,0.00731625512594719
1526361.492334333,1522731.0,3630.4923343330156,0.0023841980851069663
3442782.5328386677,4230936.0,788153.4671613323,0.1862834765549118
2328676.3682714393,2950551.0,621874.6317285607,0.2107655931819381
793860.4609591811,1148165.0,354304.5390408189,0.3085832951194462
1053831.4731335286,856005.0,197826.4731335286,0.23110434300445512
2722186.9916707743,1628891.0,1093295.9916707743,0.6711903937530346
885951.9719468547,825168.0,60783.97194685473,0.07366254138170013
2328144.0595688014,1517376.0,810768.0595688014,0.534322448469464
2814593.605267905,2487600.0,326993.60526790516,0.13144943128634232
965589.4212103125,1154495.0,188905.57878968748,0.16362615584276025
2376172.6303393887,2464289.0,88116.36966061126,0.035757319722082626
847393.8186037723,1087041.0,239647.18139622768,0.2204582728675622
2296257.0517974254,2480170.0,183912.94820257463,0.07415336376239315
917406.2949567627,989779.0,72372.7050432373,0.07312006522995265
923066.4732087536,627993.0,295073.4732087536,0.46986745586137685
1396600.3726798894,1651517.0,254916.62732011057,0.15435301442256458
998301.9038555505,896186.0,102115.90385555045,0.11394498893706267
2052259.0187384272,1762774.0,289485.0187384272,0.1642212891377041
1145283.0279142044,1510590.0,365306.9720857956,0.24183065695244613
1995629.7447895014,2434796.0,439166.2552104986,0.18037086277885234
1272508.6157486564,1331225.0,58716.38425134355,0.044107032433543206
1071071.8200216256,818641.0,252430.8200216256,0.30835350296604447
983483.8367198326,938145.0,45338.836719832616,0.04832817604936616
941501.4149312788,459088.0,482413.4149312788,1.0508081564564502
1967572.8895074632,2031616.0,64043.1104925368,0.031523235932645145
930677.1337342844,622470.0,308207.13373428443,0.4951357233831099
1091544.0265924316,1318837.0,227292.9734075684,0.17234349158202902
1844451.152402894,2200387.0,355935.8475971059,0.16176056648085355
1868690.9995362682,2039964.0,171273.00046373182,0.08395883479499237
1308847.8456602874,1591299.0,282451.1543397126,0.17749722355114442
1065284.3063791632,1054064.0,11220.306379163172,0.01064480560873265
1070573.6846610168,988029.0,82544.6846610168,0.08354479945529615
994594.9311478559,857290.0,137304.93114785594,0.16016159193255017
2107478.4493251177,2368934.0,261455.55067488225,0.11036844026675384
1025689.5595195038,917006.0,108683.55951950385,0.11852000915970436
1391740.1109657318,1651191.0,259450.8890342682,0.15712954408924723
2011063.3495112273,2369682.0,358618.65048877266,0.15133619215100283
1319516.2479115878,1822900.0,503383.7520884122,0.2761444687522147
1433712.7134601814,2079908.0,646195.2865398186,0.3106845526532032
2407976.3569528954,3156424.0,748447.6430471046,0.23711885445273023
1463690.6810829733,1967682.0,503991.31891702674,0.25613453744915426
2284528.4944619997,3298888.0,1014359.5055380003,0.30748528156700083
1435939.6091390813,1809313.0,373373.3908609187,0.2063619676976392
1372184.692365593,1641364.0,269179.30763440696,0.1639973263909815
889979.647629541,614473.0,275506.647629541,0.4483624953896119
