lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 100}",4363597.215805359,5,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 100}",4363753.547105691,10,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 100}",4368140.150975609,20,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 100}",4368140.150975609,30,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 100}",4368140.150975609,40,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 350}",4382034.2996154735,10,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 150}",4384169.627108401,10,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 350}",4384751.309616725,20,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 350}",4384751.309616725,40,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 350}",4384751.309616725,30,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 150}",4385028.0690243915,30,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 150}",4385028.0690243915,40,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 150}",4385028.0690243915,20,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 250}",4385954.75678962,10,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 150}",4390150.734868306,5,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 250}",4391225.174195122,20,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 250}",4391225.174195122,40,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 250}",4391225.174195122,30,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 250}",4395403.895975272,5,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 50}",4397632.081056422,5,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 350}",4401271.0157297505,5,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 50}",4401707.474817073,10,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 50}",4429827.985365854,30,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 50}",4429827.985365854,20,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 50}",4429827.985365854,40,50
