USAGE_KB_predicho,USAGE_KB_real,error_absoluto,error_relativo
857947.9469920639,1351136.0,493188.0530079361,0.36501732838732454
331277.57583333435,599700.0,268422.42416666565,0.447594504196541
2958959.5636103954,4049533.0,1090573.4363896046,0.2693084452922361
1360223.4042777778,1373279.0,13055.595722222235,0.009506877861106327
4422736.6823974345,7139175.0,2716438.3176025655,0.38049751093124423
4808320.070666666,6812163.0,2003842.9293333339,0.2941566326779518
2013082.9624394877,2210800.0,197717.0375605123,0.08943234917700033
893296.2259682538,1538914.0,645617.7740317462,0.4195281698858716
947575.9469920639,1271259.0,323683.0530079361,0.25461613487726426
1132060.504371657,1425604.0,293543.49562834296,0.20590815936848028
2649269.5006068004,3632199.0,982929.4993931996,0.2706155415474757
2700901.6947945296,3632211.0,931309.3052054704,0.2564028645927977
5358622.827897433,7140480.0,1781857.1721025668,0.2495430520220723
881446.5693690474,899935.0,18488.430630952585,0.020544184447712985
2103344.7195262616,2752376.0,649031.2804737384,0.2358076369194247
1551495.8160404458,1375024.0,176471.81604044582,0.12834089880645416
3782308.560442064,3755621.0,26687.560442063957,0.007106031317341116
2291107.3903791197,2773038.0,481930.60962088034,0.17379156348412114
909763.24906746,1074413.0,164649.75093254005,0.15324623858101125
3939124.871741343,5322674.0,1383549.1282586572,0.259934974086081
446250.04166666674,715097.0,268846.95833333326,0.37595872774369526
2908903.758783333,5223872.0,2314968.241216667,0.443151792619855
2339020.521459928,2487878.0,148857.47854007222,0.05983311020077038
2363288.870926575,3477340.0,1114051.1290734252,0.3203745187624521
2083606.8781454528,2664911.0,581304.1218545472,0.21813265878468255
3097734.1459634304,4158305.0,1060570.8540365696,0.2550488369748178
4598521.419823626,6446842.0,1848320.580176374,0.286701702969667
3997601.0911047626,6088820.0,2091218.9088952374,0.3434522467235421
852649.9167222218,1256003.0,403353.08327777823,0.3211402228161702
724640.0317420622,1090687.0,366046.9682579378,0.3356113791197088
730071.8910238096,1133299.0,403227.10897619044,0.35579940419623635
2275861.974286129,2445859.0,169997.02571387077,0.06950401708106263
3677985.3442982296,4286063.0,608077.6557017704,0.1418732425775754
4595748.989456961,5683827.0,1088078.010543039,0.19143404796504873
2257649.165181095,2765229.0,507579.8348189052,0.18355797469898705
2185739.2739115013,3483449.0,1297709.7260884987,0.37253587639391267
1926932.5499316067,2193308.0,266375.45006839326,0.12144917634385743
2240809.2593252044,3555042.0,1314232.7406747956,0.3696813541653785
2365527.4097972293,2893977.0,528449.5902027707,0.18260324467083555
2418724.3616127344,3380468.0,961743.6383872656,0.284500145656538
4766146.221730771,6451959.0,1685812.7782692295,0.26128696389255257
522787.2748888887,672761.0,149973.7251111113,0.22292273944403926
1829460.3509682002,2019328.0,189867.64903179975,0.09402516531826417
2268964.6103268275,2703390.0,434425.3896731725,0.16069652905173595
3719064.4563355315,6533334.0,2814269.5436644685,0.43075549844298
1885402.6863486653,2382079.0,496676.3136513347,0.20850539115257502
1532393.9610662395,1886682.0,354288.0389337605,0.18778365348996837
7703810.022000002,10367218.0,2663407.9779999983,0.2569067205879145
1918081.8573748614,2620123.0,702041.1426251386,0.2679420556306473
1158530.2030940168,1724935.0,566404.7969059832,0.32836297999981634
2106680.948508658,2707792.0,601111.051491342,0.22199306722648637
3750190.857299817,7816650.0,4066459.142700183,0.5202304238644666
3402434.4344464326,6203323.0,2800888.5655535674,0.4515142231919195
2037031.9104665336,2817718.0,780686.0895334664,0.27706324392060044
4578900.5875,6613083.0,2034182.4124999996,0.30759970992349556
1233562.399062271,1898711.0,665148.600937729,0.3503158726829565
914429.7031349204,1750402.0,835972.2968650796,0.477588746393731
1579661.5604551283,1682248.0,102586.43954487168,0.06098175747266258
72299.98999999929,289638.0,217338.0100000007,0.7503780926535907
6872089.9468254,11828212.0,4956122.0531746,0.41900855794388875
3775941.2036269847,5214059.0,1438117.7963730153,0.275815405305735
4540940.868416667,7839372.0,3298431.131583333,0.42075195967015383
931371.979384921,1304886.0,373514.020615079,0.2862426454227258
2057452.4706505954,5507829.0,3450376.5293494044,0.6264494648162469
1815391.9768880885,4619104.0,2803712.0231119115,0.60698179194751
2566638.121160879,3195881.0,629242.8788391212,0.19689183634782434
2242983.496437229,2770612.0,527628.5035627708,0.19043752916784118
5180999.579463091,8549945.0,3368945.4205369093,0.3940312388602394
4785356.932166666,8058992.0,3273635.067833334,0.40620899832551444
1607208.1919174297,2024624.0,417415.8080825703,0.2061695446080706
811030.5811349207,1088153.0,277122.4188650793,0.25467229228341903
