lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 150}",995277.948692605,5,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 50}",996059.1481513914,5,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 250}",998104.5884694705,5,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 350}",998334.6491480835,5,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 100}",998977.5374929837,5,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 350}",1004833.355263358,10,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 50}",1006975.4846874299,10,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 50}",1007381.7789189189,20,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 50}",1007381.7789189189,30,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 50}",1007381.7789189189,40,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 250}",1008141.0878301422,10,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 350}",1008200.1267953668,20,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 350}",1008200.1267953668,30,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 350}",1008200.1267953668,40,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 250}",1010163.4894918918,40,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 250}",1010163.4894918918,20,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 250}",1010163.4894918918,30,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 150}",1010212.1012432801,10,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 100}",1014445.0256888048,10,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 150}",1014456.0291891891,20,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 150}",1014456.0291891891,30,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 150}",1014456.0291891891,40,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 100}",1021619.7924324325,20,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 100}",1021619.7924324325,30,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 100}",1021619.7924324325,40,100
