lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 50}",687717.3670909092,30,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 50}",687717.3670909092,20,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 50}",687717.3670909092,40,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 50}",691165.7492424243,10,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 50}",710370.835913653,5,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 250}",715427.6461524643,5,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 250}",717223.2694545453,30,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 250}",717223.2694545453,20,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 250}",717223.2694545453,40,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 250}",717378.9351822077,10,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 350}",717387.7674622568,5,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 150}",718039.7753024977,5,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 150}",722377.847878788,30,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 150}",722377.847878788,20,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 150}",722377.847878788,40,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 150}",724051.2617178212,10,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 350}",725254.7134285715,20,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 350}",725254.7134285715,30,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 350}",725254.7134285715,40,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 350}",725924.8263487631,10,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 100}",727933.7748008614,5,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 100}",728916.4265454545,20,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 100}",728916.4265454545,40,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 100}",728916.4265454545,30,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 100}",730381.4987017317,10,100
