lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 250}",1898556.9983934422,20,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 250}",1898556.9983934422,30,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 250}",1898556.9983934422,40,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 350}",1899436.29618267,20,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 350}",1899436.29618267,40,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 350}",1899436.29618267,30,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 50}",1899479.2695081967,30,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 50}",1899479.2695081967,20,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 50}",1899479.2695081967,40,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 150}",1911867.149344262,20,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 150}",1911867.149344262,40,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 150}",1911867.149344262,30,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 50}",1915951.8881303826,5,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 50}",1923175.926824551,10,50
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 350}",1929337.2175934436,10,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 150}",1930730.78965327,10,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 250}",1950270.8385460433,10,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 150}",1951359.0063505874,5,150
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 350}",1953000.8130476775,5,350
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 250}",1965656.2186995759,5,250
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 40, 'n_estimators': 100}",1979193.554098361,40,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 30, 'n_estimators': 100}",1979193.554098361,30,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 20, 'n_estimators': 100}",1979193.554098361,20,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 5, 'n_estimators': 100}",1979581.054851667,5,100
[1 2 3 4 5 6 7 8],[1 2 3 4 5 6 7 8],"{'max_depth': 10, 'n_estimators': 100}",2000700.1285289724,10,100
