FECHA.CONEXION,dia_semana,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE.USO,NUMERO.CONEXIONES,USAGE.KB
2024-01-01,0,0,0,1,0.23244915174805508,0.4166666666666667,0.21639812173045253
2024-01-02,1,1,0,0,0.9204236573249602,0.08333333333333333,0.9023670636759927
2024-01-03,2,1,0,0,0.37679257662386356,0.0,0.6518391866172722
2024-01-04,3,1,0,0,0.6251757428062612,0.5833333333333334,0.8424162520900498
2024-01-05,4,1,0,0,-0.30462086418595935,0.6666666666666666,-0.3568643473265101
2024-01-06,5,0,1,0,-0.292436029618521,1.0833333333333333,-0.3459062490343712
2024-01-07,6,0,1,0,1.5484112850313994,0.9166666666666666,1.914440999653232
2024-01-08,0,0,0,1,1.2625363201799606,0.08333333333333333,2.6612797456576747
2024-01-09,1,1,0,0,0.3327397131877402,-0.5833333333333334,0.6515599410837702
2024-01-10,2,1,0,0,0.038429093635767124,-0.6666666666666666,0.14894315865609653
2024-01-11,3,1,0,0,-0.12091105070765772,-0.8333333333333334,-0.1148923703024664
2024-01-12,4,1,0,0,0.13497047520854813,-0.3333333333333333,0.2672482756016082
2024-01-13,5,0,1,0,0.07779548223826036,-0.5833333333333334,0.06279018932618281
2024-01-14,6,0,1,0,0.7123441747117818,-0.08333333333333333,0.6256759401361666
2024-01-15,0,1,0,0,-0.18277251851157564,-0.8333333333333334,-0.2546272930464429
2024-01-16,1,1,0,0,-0.20901677757990444,-0.75,-0.25734650365136424
2024-01-17,2,1,0,0,0.05811228793701374,-0.5,0.08634065895079213
2024-01-18,3,1,0,0,0.9551035710938232,-0.3333333333333333,1.488980673691294
2024-01-19,4,1,0,0,0.04592745336957539,-0.3333333333333333,0.3019903110955466
2024-01-20,5,0,1,0,0.5408191958009186,-0.16666666666666666,0.9800568333327611
2024-01-21,6,0,1,0,1.8146030555815917,0.4166666666666667,2.9938302759380764
2024-01-22,0,1,0,0,0.018745899334520574,-0.5833333333333334,0.05686308843271155
2024-01-23,1,1,0,0,1.0844502765020152,-0.5,1.4749760524066045
2024-01-24,2,1,0,0,-0.12091105070765772,-0.9166666666666666,-0.0763416088433856
2024-01-25,3,1,0,0,-0.2952479145186991,-1.0,-0.33799352928587534
2024-01-26,4,1,0,0,0.3130565188864935,-0.08333333333333333,0.6831307086542082
2024-01-27,5,0,1,0,-0.07967007217171247,-0.16666666666666666,-0.015342482057902248
2024-01-28,6,0,1,0,-0.12840941044146595,0.08333333333333333,-0.13560575108465145
2024-01-29,0,1,0,0,0.46489830349611017,-0.25,0.7367710289625685
2024-01-30,1,1,0,0,0.0037491798669041015,-0.5,-0.016180218658408324
2024-01-31,2,1,0,0,-0.2015184178460962,-0.75,-0.22572881367570666
2024-02-01,3,1,0,0,-0.0215577842346987,-0.6666666666666666,0.12462705271217224
2024-02-02,4,1,0,0,-0.261505295716562,-0.75,-0.30668941831095364
2024-02-03,5,0,1,0,0.005623769800356119,-0.3333333333333333,0.3165797457721196
2024-02-04,6,0,1,0,-0.2999343893523292,-0.3333333333333333,-0.34606761633037036
2024-02-05,0,1,0,0,-0.3064954541194114,-1.0833333333333333,-0.3590136223753495
2024-02-06,1,1,0,0,0.7367138438466585,-0.3333333333333333,1.5433751858298914
2024-02-07,2,1,0,0,-0.03749179866904118,-0.25,0.18280167959321708
2024-02-08,3,1,0,0,0.065610647670822,-0.4166666666666667,0.25735337034481104
2024-02-09,4,1,0,0,0.38429093635767175,-0.5833333333333334,0.6554751007973375
2024-02-10,5,0,1,0,0.7976380166838504,-0.4166666666666667,1.794706466021884
2024-02-11,6,0,1,0,-0.11622457587402758,0.08333333333333333,-0.04629639166703861
2024-02-12,0,1,0,0,1.016027743931015,-0.25,1.3133054774469175
2024-02-13,1,1,0,0,-0.10872621614021934,-0.5833333333333334,-0.14968132820162444
2024-02-14,2,1,0,0,0.8445027650201518,-0.75,0.7025394176815067
2024-02-15,3,1,0,0,-0.11622457587402758,-0.9166666666666666,-0.0882965221342141
2024-02-16,4,1,0,0,-0.02436966913487676,-0.4166666666666667,0.003492858066590904
2024-02-17,5,0,1,0,0.7001593401443434,-0.5,0.9405023901815439
2024-02-18,6,0,1,0,1.950510825756866,0.8333333333333334,3.2081340561672635
2024-02-19,0,1,0,0,1.2606617302465086,-0.6666666666666666,2.444481066809494
2024-02-20,1,1,0,0,-0.22401349704752088,-0.4166666666666667,-0.23620509897766379
2024-02-21,2,1,0,0,-0.16965038897741122,-0.4166666666666667,-0.16707351825338784
2024-02-22,3,1,0,0,-0.07217171243790424,-0.5833333333333334,0.07938698738702858
2024-02-23,4,1,0,0,0.09654138157278093,-0.75,0.3403945830944296
2024-02-24,5,0,1,0,2.5916205829974692,0.16666666666666666,4.084436295968221
2024-02-25,6,0,1,0,-0.22213890711406883,1.3333333333333333,-0.17783591578229377
2024-02-26,0,1,0,0,-0.30462086418595935,0.0,-0.35729237121802554
2024-02-27,1,1,0,0,1.3497047520854812,0.0,1.9904015070103218
2024-02-28,2,1,0,0,0.8257568656856312,-0.16666666666666666,2.011538333888391
2024-02-29,3,1,0,0,0.08435654700534258,-0.5,0.01906880770168337
2024-03-01,4,1,0,0,-0.30462086418595935,-0.75,-0.35586181008328155
2024-03-02,5,0,1,0,0.07029712250445215,-0.25,0.11367009886894114
2024-03-03,6,0,1,0,-0.1031024463398632,-0.25,-0.01263013814642766
2024-03-04,0,1,0,0,-0.294310619551973,-0.6666666666666666,-0.338442153257731
2024-03-05,1,1,0,0,0.09466679163932884,-0.5833333333333334,0.3153380187071618
2024-03-06,2,1,0,0,-0.11434998594057552,-0.16666666666666666,-0.07580371785672187
2024-03-07,3,1,0,0,-0.3008716843190552,-0.9166666666666666,-0.3516960160589071
2024-03-08,4,1,0,0,0.3542974974224388,0.0,0.5039489209563472
2024-03-09,5,0,1,0,-0.28774955478489084,0.75,-0.3363100449425086
2024-03-10,6,0,1,0,-0.28493766988471275,0.08333333333333333,-0.33458421598955346
2024-03-11,0,1,0,0,-0.30462086418595935,-0.3333333333333333,-0.35761968360565494
2024-03-12,1,1,0,0,-0.30180897928578126,-0.25,-0.35436487091188545
2024-03-13,2,1,0,0,-0.30555815915268536,-0.25,-0.35877786590034366
2024-03-14,3,1,0,0,-0.3064954541194114,-0.5,-0.3590788559630938
2024-03-15,4,1,0,0,-0.29805979941887717,-0.16666666666666666,-0.34528137993071506
2024-03-16,5,0,1,0,-0.27181554035054833,0.0,-0.3110280241204052
2024-03-17,6,0,1,0,-0.30555815915268536,0.75,-0.3575086720615988
2024-03-18,0,1,0,0,-0.30555815915268536,-0.8333333333333334,-0.3572259931813734
2024-03-20,2,1,0,0,-0.0253069641016028,-0.75,-0.13444642434105494
2024-03-21,3,1,0,0,-0.30368356921923334,-0.75,-0.3564924014314767
2024-03-22,4,1,0,0,-0.1527790795763427,-0.3333333333333333,-0.1760906311979061
2024-03-23,5,0,1,0,0.7610835129815353,-0.16666666666666666,0.658233222665124
2024-03-24,6,0,0,1,0.03374261880213698,0.08333333333333333,0.01878612882145796
2024-03-25,0,0,0,1,0.9204236573249602,1.0,0.6918800205543024
2024-03-26,1,1,0,0,0.18370981347830156,-0.25,0.1072875073101674
2024-03-27,2,1,0,0,1.7236854438091667,-0.08333333333333333,1.6426458285409535
2024-03-28,3,0,0,1,0.3064954541194114,1.1666666666666667,0.11868965177853083
2024-03-29,4,0,0,1,-0.2952479145186991,1.75,-0.34537293584333867
2024-03-30,5,0,1,0,-0.28774955478489084,0.75,-0.3451818128757369
2024-03-31,6,0,0,1,-0.12091105070765772,0.16666666666666666,-0.18639296026587837
2024-04-01,0,1,0,0,-0.23994751148186336,-0.75,-0.2743003697714421
2024-04-02,1,1,0,0,0.9747867653950697,-0.5833333333333334,0.7418340709306545
2024-04-03,2,1,0,0,0.11716187084075359,-0.75,0.1072646183320115
2024-04-04,3,1,0,0,1.4153153997563033,0.08333333333333333,2.058469894699256
2024-04-05,4,1,0,0,0.19120817321210984,0.16666666666666666,0.32422809782291484
2024-04-06,5,0,1,0,0.23526103664823314,-0.16666666666666666,0.43707533792715125
2024-04-07,6,0,1,0,0.8782453838222889,0.4166666666666667,1.3712958480538073
2024-04-08,0,1,0,0,2.391976755084825,-0.16666666666666666,1.9727689826879213
2024-04-09,1,1,0,0,0.36835692192332925,-0.16666666666666666,0.2715651368818116
2024-04-10,2,1,0,0,0.11434998594057547,-0.6666666666666666,-0.14061843730079437
2024-04-11,3,1,0,0,1.5699690692660981,-0.16666666666666666,0.6525132670239636
2024-04-12,4,1,0,0,1.0807010966351112,-0.5,0.7910316405789538
2024-04-13,5,0,1,0,2.695660324304059,0.08333333333333333,2.759340705873197
2024-04-14,6,0,1,0,0.5745618146030556,0.5,0.38297723805567285
2024-04-15,0,1,0,0,2.5194488705595655,-0.3333333333333333,1.0218212073249309
2024-04-16,1,1,0,0,-0.23244915174805517,-0.4166666666666667,-0.3207249397161538
2024-04-17,2,1,0,0,-0.014996719467616472,-0.5,-0.22647613881249692
2024-04-18,3,1,0,0,1.235354766144906,-0.8333333333333334,0.18931588277638728
2024-04-19,4,1,0,0,1.760239947511482,-0.4166666666666667,0.6642267015952473
2024-04-20,5,0,1,0,-0.30462086418595935,-0.25,-0.3571550373490901
2024-04-21,6,0,1,0,0.0,-0.16666666666666666,-0.12752594179561744
2024-04-22,0,1,0,0,-0.08341925203861657,-0.3333333333333333,-0.23241697309286172
2024-04-23,1,1,0,0,-0.16496391414378106,-0.8333333333333334,-0.042883645023993375
2024-04-24,2,1,0,0,0.06467335270409597,-0.5,0.47341616854527957
2024-04-25,3,1,0,0,-0.03842909363576719,-0.4166666666666667,0.029040391035302815
2024-04-26,4,1,0,0,0.3646077420564251,-0.5833333333333334,0.4621479245991282
2024-04-27,5,0,1,0,-0.30555815915268536,-0.08333333333333333,-0.35716877073598363
2024-04-28,6,0,1,0,-0.30462086418595935,0.0,-0.3573507381123231
2024-04-29,0,1,0,0,-0.30462086418595935,-0.5,-0.3575876390362367
2024-04-30,1,1,0,0,-0.30368356921923334,-0.16666666666666666,-0.3573564603568621
2024-05-01,2,0,0,1,0.10122785640641108,0.5833333333333334,-0.09716714561853458
2024-05-02,3,1,0,0,0.8726216140219326,-0.25,0.3777448176492333
2024-05-03,4,1,0,0,-0.15934014434342492,-0.8333333333333334,-0.2767643682699251
2024-05-04,5,0,1,0,0.5745618146030556,-0.5,0.41777764044390886
2024-05-05,6,0,1,0,1.110694535570344,0.16666666666666666,0.7076367931168265
