FECHA.CONEXION,dia_semana,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE.USO,NUMERO.CONEXIONES,USAGE.KB
2024-01-01,0,0,0,1,-0.020867430441898524,-0.4406779661016949,-0.01084540617628144
2024-01-02,1,1,0,0,-0.022504091653027823,-0.9152542372881356,-0.012495245968528045
2024-01-03,2,1,0,0,-0.024959083469721765,-1.0508474576271187,-0.013623074461893352
2024-01-04,3,1,0,0,-0.02414075286415712,-0.9152542372881356,-0.012993109805964494
2024-01-05,4,1,0,0,-0.017594108019639933,-0.9830508474576272,-0.006900137107865645
2024-01-06,5,0,1,0,-0.022504091653027823,0.1016949152542373,-0.012731038827342455
2024-01-07,6,0,1,0,0.009410801963993456,-0.5084745762711864,0.015684131318156654
2024-01-08,0,0,0,1,-0.018412438625204582,0.1694915254237288,-0.003927158472332159
2024-01-09,1,1,0,0,-0.014320785597381341,0.5084745762711864,-0.0013661071202696277
2024-01-10,2,1,0,0,-0.02004909983633388,0.03389830508474576,-0.008743156591671044
2024-01-11,3,1,0,0,-0.023322422258592473,-0.7796610169491526,-0.012527916063424018
2024-01-12,4,1,0,0,-0.023322422258592473,0.3050847457627119,-0.011823378364797832
2024-01-13,5,0,1,0,-0.011865793780687398,-0.03389830508474576,-0.0035976166455553935
2024-01-14,6,0,1,0,-0.020867430441898524,-0.576271186440678,-0.011327645185724163
2024-01-15,0,1,0,0,-0.022504091653027823,-0.576271186440678,-0.01313941501354211
2024-01-16,1,1,0,0,-0.023322422258592473,-0.5084745762711864,-0.012836861526027235
2024-01-17,2,1,0,0,-0.02414075286415712,-0.7796610169491526,-0.013605318975536846
2024-01-18,3,1,0,0,-0.017594108019639933,-0.4406779661016949,-0.006051424860024623
2024-01-19,4,1,0,0,-0.023322422258592473,-0.23728813559322035,-0.010883047807357235
2024-01-20,5,0,1,0,-0.019230769230769232,0.23728813559322035,-0.007118174480323548
2024-01-21,6,0,1,0,-0.018412438625204582,-0.03389830508474576,-0.006303552766287019
2024-01-22,0,1,0,0,-0.014320785597381341,0.5084745762711864,-0.003934260666874761
2024-01-23,1,1,0,0,-0.014320785597381341,-0.03389830508474576,-0.003765228436760817
2024-01-24,2,1,0,0,-0.020867430441898524,-0.576271186440678,-0.008947699794498
2024-01-25,3,1,0,0,-0.015957446808510637,0.1016949152542373,-0.0016942285081378722
2024-01-26,4,1,0,0,-0.019230769230769232,-0.1694915254237288,-0.006206252701053362
2024-01-27,5,0,1,0,-0.021685761047463174,-0.3728813559322034,-0.010532909616406922
2024-01-28,6,0,1,0,-0.021685761047463174,-0.5084745762711864,-0.011365997036254218
2024-01-29,0,1,0,0,-0.01104746317512275,-0.3050847457627119,-2.166169335493821e-05
2024-01-30,1,1,0,0,-0.015957446808510637,-0.23728813559322035,-0.006751701241925249
2024-01-31,2,1,0,0,0.033960720130932896,-0.1694915254237288,0.03925773544396351
2024-02-01,3,1,0,0,-0.016775777414075283,0.576271186440678,-0.0031835587037216564
2024-02-02,4,1,0,0,-0.024959083469721765,-1.2542372881355932,-0.013910713340868762
2024-02-03,5,0,1,0,0.18126022913256953,-0.9152542372881356,0.30489827704311495
2024-02-04,6,0,1,0,0.14034369885433715,-0.4406779661016949,0.21621459422854364
2024-02-05,0,1,0,0,0.3154664484451718,-0.9152542372881356,0.43188977678157664
2024-02-06,1,1,0,0,0.21563011456628478,-0.576271186440678,0.29847505229878507
2024-02-07,2,1,0,0,0.5552373158756136,-0.5084745762711864,0.8182725971411536
2024-02-08,3,1,0,0,8.194353518821604,0.1016949152542373,9.679513116155327
2024-02-09,4,1,0,0,0.3351063829787234,-0.3050847457627119,0.36265261284410577
2024-02-10,5,0,1,0,0.04787234042553191,0.6440677966101694,0.08740138158990438
2024-02-11,6,0,1,0,-0.02414075286415712,-0.3728813559322034,-0.012733169485705235
2024-02-12,0,1,0,0,-0.022504091653027823,-0.576271186440678,-0.011563438044538573
2024-02-13,1,1,0,0,-0.0102291325695581,0.23728813559322035,-0.0030550089825005476
2024-02-14,2,1,0,0,0.026595744680851064,-0.23728813559322035,0.019248012539634686
2024-02-15,3,1,0,0,-0.015139116202945991,0.1016949152542373,-0.00406494104645865
2024-02-16,4,1,0,0,-0.020867430441898524,-0.23728813559322035,-0.010417143845362497
2024-02-17,5,0,1,0,-0.022504091653027823,0.03389830508474576,-0.011285742237922806
2024-02-18,6,0,1,0,-0.020867430441898524,-0.847457627118644,-0.009308491277262217
