FECHA CONEXIÓN;AREA;NOMBRE ZONA;COMUNA;MODEL;NÚMERO CONEXIONES;USAGE (kB);PORCENTAJE USO
11-abr-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;24;1988994;68%
11-abr-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;46;4370489;149%
11-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;55;1122327;38%
11-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;50;1082814;37%
11-abr-25;URBANA;025_ZW Parque San Marino;7;MR76;25;10391898;355%
11-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;49;11429943;390%
11-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;34;2307535;79%
11-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;44;4671383;159%
11-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;32;2221412;76%
11-abr-25;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;39;22060636;753%
11-abr-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;2;10;0%
11-abr-25;URBANA;029_ZW Centro Cultural Vista Hermosa;1;MR76;1;1421;0%
11-abr-25;URBANA;030_ZW Parque Mutis;1;MR76;57;7318857;250%
11-abr-25;URBANA;031_ZW Cancha Los Azules;21;MR76;50;8528177;291%
11-abr-25;URBANA;032_ZW Parque La Orqueta;20;MR76;95;5940439;203%
11-abr-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;22;2324013;79%
11-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;76;3571672;122%
11-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;88;2580582;88%
11-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;89;3460457;118%
11-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;120;6292773;215%
11-abr-25;URBANA;037_ZW Parque Tequendama;19;MR76;65;4256763;145%
11-abr-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;24;3540413;121%
11-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;60;5375434;184%
11-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;58;8355047;285%
11-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;15;1452949;50%
11-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;11;1832477;63%
11-abr-25;URBANA;041_ZW Parque Junin;9;MR76;82;10509791;359%
11-abr-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;41;3378495;115%
11-abr-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;60;3684175;126%
11-abr-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;35;3167713;108%
11-abr-25;URBANA;045_ZW Parque Santa Anita;17;MR76;29;2480773;85%
11-abr-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;17;789296;27%
11-abr-25;URBANA;047_ZW Parque del Mico;11;MR76;30;13220701;451%
11-abr-25;URBANA;048_ZW Parque Cien Palos;9;MR76;93;6391519;218%
11-abr-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;8;754119;26%
11-abr-25;URBANA;050_ZW Parque Calima;4;MR76;48;6550557;224%
11-abr-25;URBANA;052_ZW Puente de Colores;13;MR74;61;1838963;63%
11-abr-25;URBANA;052_ZW Puente de Colores;13;MR76;61;16721621;571%
11-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;47;966961;33%
11-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;70;5057940;173%
11-abr-25;URBANA;054_ZW El Diamante;13;MR76;55;2189777;75%
11-abr-25;URBANA;054_ZW El Diamante;13;MR76;40;4738690;162%
11-abr-25;URBANA;056_ZW Comuna 16;16;MR76;24;68480;2%
11-abr-25;URBANA;056_ZW Comuna 16;16;MR76;22;561971;19%
11-abr-25;RURAL;057_La Castilla;99;MR76;30;883776;133%
11-abr-25;RURAL;057_La Castilla;99;MR76;30;3761743;565%
11-abr-25;RURAL;058_La Elvira;99;MR76;33;7503754;1127%
11-abr-25;RURAL;058_La Elvira;99;MR76;9;5035302;756%
11-abr-25;RURAL;059_El Saladito;99;MR76;89;5790988;870%
11-abr-25;RURAL;060_Felidia;99;MR76;154;8168524;1227%
11-abr-25;RURAL;060_Felidia;99;MR76;140;4564632;686%
11-abr-25;RURAL;061_La Leonera;99;MR76;65;7652521;1149%
11-abr-25;RURAL;061_La Leonera;99;MR76;30;7872441;1182%
11-abr-25;RURAL;062_Pichinde;99;MR76;9;107181;16%
11-abr-25;RURAL;062_Pichinde;99;MR76;49;10794630;1621%
11-abr-25;RURAL;063_Los Andes;99;MR76;14;3783513;568%
11-abr-25;RURAL;063_Los Andes;99;MR76;28;662439;99%
12-abr-25;URBANA;001_ZW Parque Ingenio;17;MR76;37;10274358;325%
12-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;69;2306584;73%
12-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;67;1157970;37%
12-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;66;6159820;195%
12-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;78;7671700;242%
12-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;244;19002493;600%
12-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;187;10871453;343%
12-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;124;6901107;218%
12-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;125;2915976;92%
12-abr-25;URBANA;007_ZW Parque Pizamos;21;MR76;60;4647577;147%
12-abr-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;53;3458165;109%
12-abr-25;URBANA;010_ZW Parque Antonio Nariño;16;MR76;47;2021089;64%
12-abr-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;39;1907979;60%
12-abr-25;URBANA;013_ZW Parque Llano Verde;15;MR76;29;1970438;62%
12-abr-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;32;2735045;86%
12-abr-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;40;2313830;73%
12-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;136;7980865;252%
12-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;120;7446599;235%
12-abr-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;25;1101470;35%
12-abr-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;67;3516184;111%
12-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;80;6902233;218%
12-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;81;1054234;33%
12-abr-25;URBANA;025_ZW Parque San Marino;7;MR76;35;14857542;469%
12-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;43;2658060;84%
12-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;35;666369;21%
12-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;32;2107206;67%
12-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;27;1655228;52%
12-abr-25;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;52;19741239;624%
12-abr-25;URBANA;030_ZW Parque Mutis;1;MR76;65;13044501;412%
12-abr-25;URBANA;031_ZW Cancha Los Azules;21;MR76;43;9245028;292%
12-abr-25;URBANA;032_ZW Parque La Orqueta;20;MR76;90;10380726;328%
12-abr-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;20;1617908;51%
12-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;76;5297785;167%
12-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;94;4360333;138%
12-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;99;11110555;351%
12-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;132;3045161;96%
12-abr-25;URBANA;037_ZW Parque Tequendama;19;MR76;54;2753681;87%
12-abr-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;31;3146343;99%
12-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;70;3773947;119%
12-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;72;5081895;161%
12-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;20;1040958;33%
12-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;18;2696362;85%
12-abr-25;URBANA;041_ZW Parque Junin;9;MR76;63;6073969;192%
12-abr-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;38;4265716;135%
12-abr-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;63;5057255;160%
12-abr-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;37;4030494;127%
12-abr-25;URBANA;045_ZW Parque Santa Anita;17;MR76;26;1784010;56%
12-abr-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;23;1189059;38%
12-abr-25;URBANA;047_ZW Parque del Mico;11;MR76;21;15697350;496%
12-abr-25;URBANA;048_ZW Parque Cien Palos;9;MR76;66;5123751;162%
12-abr-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;21;1141680;36%
12-abr-25;URBANA;050_ZW Parque Calima;4;MR76;40;1631213;52%
12-abr-25;URBANA;052_ZW Puente de Colores;13;MR74;41;1524885;48%
12-abr-25;URBANA;052_ZW Puente de Colores;13;MR76;50;24368651;770%
12-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;53;1759877;56%
12-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;61;6052298;191%
12-abr-25;URBANA;054_ZW El Diamante;13;MR76;29;1766868;56%
12-abr-25;URBANA;054_ZW El Diamante;13;MR76;9;1355901;43%
12-abr-25;URBANA;056_ZW Comuna 16;16;MR76;27;539227;17%
12-abr-25;URBANA;056_ZW Comuna 16;16;MR76;27;592911;19%
12-abr-25;RURAL;057_La Castilla;99;MR76;43;2192145;395%
12-abr-25;RURAL;057_La Castilla;99;MR76;38;2191788;395%
12-abr-25;RURAL;058_La Elvira;99;MR76;9;481538;87%
12-abr-25;RURAL;058_La Elvira;99;MR76;10;4513627;813%
12-abr-25;RURAL;059_El Saladito;99;MR76;38;3402221;613%
12-abr-25;RURAL;060_Felidia;99;MR76;193;10988911;1980%
12-abr-25;RURAL;060_Felidia;99;MR76;180;4499673;811%
12-abr-25;RURAL;061_La Leonera;99;MR76;63;2600206;469%
12-abr-25;RURAL;061_La Leonera;99;MR76;32;2419132;436%
12-abr-25;RURAL;062_Pichinde;99;MR76;16;22328;4%
12-abr-25;RURAL;062_Pichinde;99;MR76;41;13895840;2504%
12-abr-25;RURAL;063_Los Andes;99;MR76;5;5801130;1045%
12-abr-25;RURAL;063_Los Andes;99;MR76;46;2488377;448%
13-abr-25;URBANA;001_ZW Parque Ingenio;17;MR76;81;17954205;511%
13-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;70;3023859;86%
13-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;70;1902413;54%
13-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;44;3757633;107%
13-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;41;5622634;160%
13-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;198;18085494;515%
13-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;179;9204044;262%
13-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;84;2560065;73%
13-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;96;4438721;126%
13-abr-25;URBANA;007_ZW Parque Pizamos;21;MR76;65;6688472;190%
13-abr-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;47;4423747;126%
13-abr-25;URBANA;010_ZW Parque Antonio Nariño;16;MR76;50;3417186;97%
13-abr-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;48;7642907;218%
13-abr-25;URBANA;013_ZW Parque Llano Verde;15;MR76;35;2701872;77%
13-abr-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;30;1396117;40%
13-abr-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;60;5722580;163%
13-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;101;9478991;270%
13-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;88;6383850;182%
13-abr-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;25;4446582;127%
13-abr-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;56;10799963;307%
13-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;96;4044650;115%
13-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;80;2852989;81%
13-abr-25;URBANA;025_ZW Parque San Marino;7;MR76;27;8654162;246%
13-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;81;8743184;249%
13-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;80;3427372;98%
13-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;39;2441694;69%
13-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;30;1971134;56%
13-abr-25;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;35;23644075;673%
13-abr-25;URBANA;030_ZW Parque Mutis;1;MR76;59;5047676;144%
13-abr-25;URBANA;031_ZW Cancha Los Azules;21;MR76;47;14854900;423%
13-abr-25;URBANA;032_ZW Parque La Orqueta;20;MR76;73;11180110;318%
13-abr-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;16;1418632;40%
13-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;81;6092414;173%
13-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;90;5198016;148%
13-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;115;7471380;213%
13-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;131;14054523;400%
13-abr-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;30;1450338;41%
13-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;49;2438527;69%
13-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;63;4533843;129%
13-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;35;768062;22%
13-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;24;1325792;38%
13-abr-25;URBANA;041_ZW Parque Junin;9;MR76;70;11044364;314%
13-abr-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;39;6988118;199%
13-abr-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;65;8253077;235%
13-abr-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;38;4970573;141%
13-abr-25;URBANA;045_ZW Parque Santa Anita;17;MR76;22;4661072;133%
13-abr-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;26;4365970;124%
13-abr-25;URBANA;047_ZW Parque del Mico;11;MR76;23;9737166;277%
13-abr-25;URBANA;048_ZW Parque Cien Palos;9;MR76;67;3515295;100%
13-abr-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;63;6145143;175%
13-abr-25;URBANA;050_ZW Parque Calima;4;MR76;31;1744088;50%
13-abr-25;URBANA;052_ZW Puente de Colores;13;MR74;47;2152233;61%
13-abr-25;URBANA;052_ZW Puente de Colores;13;MR76;51;18662783;531%
13-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;44;1144719;33%
13-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;61;1811588;52%
13-abr-25;URBANA;054_ZW El Diamante;13;MR76;48;2816870;80%
13-abr-25;URBANA;054_ZW El Diamante;13;MR76;36;1643651;47%
13-abr-25;URBANA;056_ZW Comuna 16;16;MR76;15;254680;7%
13-abr-25;URBANA;056_ZW Comuna 16;16;MR76;19;212516;6%
13-abr-25;RURAL;057_La Castilla;99;MR76;105;13096600;5339%
13-abr-25;RURAL;057_La Castilla;99;MR76;88;2348092;957%
13-abr-25;RURAL;058_La Elvira;99;MR76;12;228176;93%
13-abr-25;RURAL;058_La Elvira;99;MR76;24;3978687;1622%
13-abr-25;RURAL;059_El Saladito;99;MR76;27;4877644;1989%
14-abr-25;URBANA;001_ZW Parque Ingenio;17;MR76;47;10933505;342%
14-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;54;2170479;68%
14-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;50;2070750;65%
14-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;81;5201138;163%
14-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;87;6633555;208%
14-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;220;12318919;386%
14-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;188;9550719;299%
14-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;111;2242069;70%
14-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;104;5061428;158%
14-abr-25;URBANA;007_ZW Parque Pizamos;21;MR76;42;4967731;155%
14-abr-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;50;8701567;272%
14-abr-25;URBANA;010_ZW Parque Antonio Nariño;16;MR76;44;2666773;83%
14-abr-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;33;1031384;32%
14-abr-25;URBANA;013_ZW Parque Llano Verde;15;MR76;26;1478335;46%
14-abr-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;37;3331587;104%
14-abr-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;40;2676761;84%
14-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;89;9626523;301%
14-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;67;9970969;312%
14-abr-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;15;3402342;106%
14-abr-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;52;4402127;138%
14-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;55;1916578;60%
14-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;58;795328;25%
14-abr-25;URBANA;025_ZW Parque San Marino;7;MR76;26;13145773;411%
14-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;71;8878771;278%
14-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;62;1469040;46%
14-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;31;2771943;87%
14-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;31;606059;19%
14-abr-25;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;35;18186302;569%
14-abr-25;URBANA;030_ZW Parque Mutis;1;MR76;63;6280716;197%
14-abr-25;URBANA;031_ZW Cancha Los Azules;21;MR76;35;10591066;331%
14-abr-25;URBANA;032_ZW Parque La Orqueta;20;MR76;87;12152684;380%
14-abr-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;21;615136;19%
14-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;76;5126718;160%
14-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;105;9267376;290%
14-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;96;6224298;195%
14-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;124;4009139;125%
14-abr-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;30;6374947;199%
14-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;68;7638164;239%
14-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;59;3296986;103%
14-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;16;1674642;52%
14-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;11;1463534;46%
14-abr-25;URBANA;041_ZW Parque Junin;9;MR76;61;8985827;281%
14-abr-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;29;1954433;61%
14-abr-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;56;4197132;131%
14-abr-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;34;3675749;115%
14-abr-25;URBANA;045_ZW Parque Santa Anita;17;MR76;27;7468726;234%
14-abr-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;19;596370;19%
14-abr-25;URBANA;047_ZW Parque del Mico;11;MR76;18;6056168;190%
14-abr-25;URBANA;048_ZW Parque Cien Palos;9;MR76;65;8091576;253%
14-abr-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;22;1447829;45%
14-abr-25;URBANA;050_ZW Parque Calima;4;MR76;25;9263597;290%
14-abr-25;URBANA;052_ZW Puente de Colores;13;MR74;41;2369798;74%
14-abr-25;URBANA;052_ZW Puente de Colores;13;MR76;48;16334393;511%
14-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;59;5002608;157%
14-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;64;6492372;203%
14-abr-25;URBANA;054_ZW El Diamante;13;MR76;19;3652930;114%
14-abr-25;URBANA;054_ZW El Diamante;13;MR76;7;3022484;95%
14-abr-25;URBANA;056_ZW Comuna 16;16;MR76;12;18913;1%
14-abr-25;URBANA;056_ZW Comuna 16;16;MR76;10;1967;0%
14-abr-25;URBANA;001_ZW Parque Ingenio;17;MR76;47;10933505;342%
14-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;54;2170479;68%
14-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;50;2070750;65%
14-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;81;5201138;163%
14-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;87;6633555;208%
14-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;220;12318919;386%
14-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;188;9550719;299%
14-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;111;2242069;70%
14-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;104;5061428;158%
14-abr-25;URBANA;007_ZW Parque Pizamos;21;MR76;42;4967731;155%
14-abr-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;50;8701567;272%
14-abr-25;URBANA;010_ZW Parque Antonio Nariño;16;MR76;44;2666773;83%
14-abr-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;33;1031384;32%
14-abr-25;URBANA;013_ZW Parque Llano Verde;15;MR76;26;1478335;46%
14-abr-25;URBANA;015_ZW Centro Cultural Comuna 13;13;MR76;37;3331587;104%
14-abr-25;URBANA;016_ZW Conjunto Habitacional Ramali;6;MR76;40;2676761;84%
14-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;89;9626523;301%
14-abr-25;URBANA;021_ZW Parque Alfonso Barberena;12;MR76;67;9970969;312%
14-abr-25;URBANA;022_ZW Polideportivo Los Farallones;18;MR76;15;3402342;106%
14-abr-25;URBANA;023_ZW Parque Los Guerreros;21;MR76;52;4402127;138%
14-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;55;1916578;60%
14-abr-25;URBANA;024_ZW Museo La Tertulia;2;MR76;58;795328;25%
14-abr-25;URBANA;025_ZW Parque San Marino;7;MR76;26;13145773;411%
14-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;71;8878771;278%
14-abr-25;URBANA;026_ZW Parque La Flora;2;MR76;62;1469040;46%
14-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;31;2771943;87%
14-abr-25;URBANA;027_ZW Parque Alfonso Bonilla Aragón;14;MR76;31;606059;19%
14-abr-25;URBANA;028_ZW Parque Yo Amo a Siloé;20;MR76;35;18186302;569%
14-abr-25;URBANA;030_ZW Parque Mutis;1;MR76;63;6280716;197%
14-abr-25;URBANA;031_ZW Cancha Los Azules;21;MR76;35;10591066;331%
14-abr-25;URBANA;032_ZW Parque La Orqueta;20;MR76;87;12152684;380%
14-abr-25;URBANA;034_ZW Parque Villa Colombia;8;MR76;21;615136;19%
14-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;76;5126718;160%
14-abr-25;URBANA;035_ZW Parque Colseguros;10;MR76;105;9267376;290%
14-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;96;6224298;195%
14-abr-25;URBANA;036_ZW Parque India Elena;10;MR76;124;4009139;125%
14-abr-25;URBANA;038_ZW Parque Sector Amarillo Skate Park;21;MR76;30;6374947;199%
14-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;68;7638164;239%
14-abr-25;URBANA;039_ZW Biblioteca Daniel Guillard;13;MR76;59;3296986;103%
14-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;16;1674642;52%
14-abr-25;URBANA;040_ZW Polideportivo Torres Comfandi;5;MR76;11;1463534;46%
14-abr-25;URBANA;041_ZW Parque Junin;9;MR76;61;8985827;281%
14-abr-25;URBANA;042_ZW Parque Mariano Ramos;16;MR76;29;1954433;61%
14-abr-25;URBANA;043_ZW Polideportivo Ricardo Balcazar;13;MR76;56;4197132;131%
14-abr-25;URBANA;044_ZW Polideportivo San Benito;11;MR76;34;3675749;115%
14-abr-25;URBANA;045_ZW Parque Santa Anita;17;MR76;27;7468726;234%
14-abr-25;URBANA;046_ZW Sebastian Belalcazar;2;MR76;19;596370;19%
14-abr-25;URBANA;047_ZW Parque del Mico;11;MR76;18;6056168;190%
14-abr-25;URBANA;048_ZW Parque Cien Palos;9;MR76;65;8091576;253%
14-abr-25;URBANA;049_ZW Cerro 3 Cruces;1;MR76;22;1447829;45%
14-abr-25;URBANA;050_ZW Parque Calima;4;MR76;25;9263597;290%
14-abr-25;URBANA;052_ZW Puente de Colores;13;MR74;41;2369798;74%
14-abr-25;URBANA;052_ZW Puente de Colores;13;MR76;48;16334393;511%
14-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;59;5002608;157%
14-abr-25;URBANA;053_ZW Polideportivo Laureano Gomez;15;MR76;64;6492372;203%
14-abr-25;URBANA;054_ZW El Diamante;13;MR76;19;3652930;114%
14-abr-25;URBANA;054_ZW El Diamante;13;MR76;7;3022484;95%
14-abr-25;URBANA;056_ZW Comuna 16;16;MR76;12;18913;1%
14-abr-25;URBANA;056_ZW Comuna 16;16;MR76;10;1967;0%
14-abr-25;RURAL;057_La Castilla;99;MR76;19;284607;493%
14-abr-25;RURAL;057_La Castilla;99;MR76;17;30503;53%
14-abr-25;RURAL;058_La Elvira;99;MR76;11;1010974;1751%
14-abr-25;RURAL;058_La Elvira;99;MR76;15;3267591;5658%
14-abr-25;RURAL;059_El Saladito;99;MR76;31;1181592;2046%
15-abr-25;URBANA;001_ZW Parque Ingenio;17;MR76;57;12567147;328%
15-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;51;563887;15%
15-abr-25;URBANA;003_ZW Parque del Perro;19;MR76;51;3548912;93%
15-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;86;2021307;53%
15-abr-25;URBANA;004_ZW Parque San Nicolas;3;MR76;91;5976186;156%
15-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;207;19270821;503%
15-abr-25;URBANA;005_ZW Parque Barrio Obrero;9;MR76;169;5837082;152%
15-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;101;3226063;84%
15-abr-25;URBANA;006_ZW Parque Vallado;15;MR76;98;2386566;62%
15-abr-25;URBANA;007_ZW Parque Pizamos;21;MR76;36;3075066;80%
15-abr-25;URBANA;008_ZW Parque Alfonso Lopez;7;MR76;37;11334170;296%
15-abr-25;URBANA;010_ZW Parque Antonio Nariño;16;MR76;42;1426865;37%
15-abr-25;URBANA;012_ZW Polideportivo Los Naranjos;14;MR76;57;2594016;68%
15-abr-25;URBANA;013_ZW Parque Llano Verde;15;MR76;20;3786286;99%
