Modelo,Media_MAE_KB,Desv_MAE_KB,Media_RMSE_KB,Desv_RMSE_KB,Media_R2,Desv_R2,Zonas_evaluadas
SVR (RBF) - 3 variables,3.1362996585434018,4.710041776291694,3.8059393168696385,5.299934095657646,-1.9768469994852034,2.172989563581771,63
