y_true,y_pred,error_abs
0.2641345494475287,0.07032129701752365,0.19381325243000502
0.2378711470668653,0.09663192481239352,0.14123922225447177
0.5960069568828252,0.6063594037008747,0.010352446818049477
0.5627464627072772,0.4984896849704965,0.06425677773678073
0.770377540293043,0.7204735523104235,0.04990398798261941
1.700018057482743,2.0824098489979437,0.38239179151520064
1.1504985181166996,1.3207808562622494,0.17028233814554983
0.5253616248517751,0.42847071213219284,0.09689091271958222
0.8200089337019887,0.8415435913076084,0.021534657605619678
0.8473484743254762,0.6822599888015652,0.16508848552391098
0.8460025704497702,0.7174220847626597,0.12858048568711056
1.7133593936194944,1.7311835714741668,0.017824177854672385
1.5353568436397451,2.4938451971414763,0.9584883535017312
1.98805099082212,1.650527041615222,0.337523949206898
1.1245333931837755,1.6293499416624377,0.5048165484786622
0.2872481273586216,0.19474947668170325,0.09249865067691834
2.279669102111775,2.0679654798292635,0.21170362228251172
1.6538640088781404,1.619486492294375,0.03437751658376542
1.1617562985523309,0.9215480240795761,0.24020827447275472
0.4637464963365973,0.6908248207646495,0.22707832442805215
7.39321996353412,4.674505667757846,2.718714295776274
0.1602173916222053,0.3763123361860204,0.2160949445638151
0.6590893472548971,1.118101767192921,0.4590124199380239
0.1378758259287906,0.20562264576950354,0.06774681984071293
0.8788587817120833,0.8896385620867342,0.010779780374650882
5.665529362051798,5.650367025331384,0.01516233672041345
1.3692704045899635,3.1929691453890823,1.8236987407991188
4.983715367283351,4.306612312566568,0.6771030547167838
3.389854472772679,2.9867023947030913,0.40315207806958764
0.9657978848619808,0.9432942795872701,0.022503605274710736
0.9727734100276784,1.0112823287549888,0.03850891872731044
1.4917655685475204,1.3286905512449165,0.16307501730260388
1.999266734607641,1.8358523516911014,0.16341438291653954
1.787438206124338,2.7860433924180406,0.9986051862937027
8.52767583382437,7.289572735796814,1.2381030980275556
4.047414051499648,5.952600051680791,1.9051860001811427
2.975845009774435,2.494150940139271,0.4816940696351639
2.28584702753364,2.593474496969294,0.307627469435654
1.1724862448770117,1.051635428798489,0.12085081607852266
3.1344763403111737,2.6900744054353116,0.4444019348758621
2.240968334339776,2.155889945227265,0.08507838911251087
4.031814067875665,3.4011010630827205,0.6307130047929443
1.2378930792321403,0.8464657021989928,0.39142737703314756
1.5855628597788944,1.4300131623563532,0.1555496974225412
0.926666515578417,1.07619569191409,0.1495291763356731
1.6852544204279112,1.1847151282241284,0.5005392922037828
1.927526621993283,2.782502287480715,0.8549756654874319
2.373145087121871,2.645320318857021,0.27217523173515
8.400738309790372,5.73678580519172,2.663952504598652
1.5316426314504326,2.422892099220275,0.8912494677698426
1.07208700636179,1.1516460070217038,0.07955900065991384
1.5708010504045022,1.7838397601598728,0.21303870975537054
1.0465528484765187,1.4938054430437397,0.447252594567221
1.886419164618446,2.669298169595598,0.7828790049771519
3.162064811010532,2.5138878188357854,0.6481769921747467
2.991518466152089,2.2627407464224887,0.7287777197296004
1.0284745301764662,1.07380420904911,0.04532967887264383
1.937196879199096,1.7531826655066118,0.18401421369248405
0.6247706261048328,0.5933979774800271,0.03137264862480571
1.0318005430404122,0.784855784381647,0.2469447586587652
0.3024200682236554,0.19958856351434975,0.10283150470930566
1.5618304292709602,1.9852909654344553,0.4234605361634951
2.235573021682139,2.0373680789003474,0.19820494278179135
1.1193274282196783,1.291901266374954,0.17257383815527572
0.7256267847299492,0.7811675571526362,0.05554077242268696
0.934252851547022,0.7522602428090962,0.18199260873792578
0.345669201537591,0.5805222680615632,0.23485306652397214
1.7063294035766976,1.4161416061905656,0.290187797386132
1.1361662136456083,1.492356385761159,0.3561901721155507
3.32806059711051,2.5562127970651307,0.7718478000453795
0.9113505534947444,0.728720067522479,0.1826304859722654
0.7820878544055141,0.718930923481167,0.06315693092434704
0.5309872252447995,0.44144357874602086,0.0895436464987786
1.1150744158367778,0.961009676822686,0.1540647390140918
1.1174237162738128,1.248390366559289,0.13096665028547627
2.157560309799145,2.168842069304338,0.011281759505192834
2.856987295427728,2.6092222897668327,0.2477650056608951
0.2795952638220161,0.25124588188142777,0.028349381940588336
0.9914449933984184,0.9619518646182214,0.029493128780197053
0.929832058099768,0.9875005470176368,0.0576684889178688
0.6453758953806473,0.554030811367539,0.09134508401310837
