FECHA_CONEXION,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,0,0,0,1,565.58,30.0,15974078.0
2024-01-02,1,1,0,0,422.14,23.0,11392766.0
2024-01-03,2,1,0,0,383.38,19.0,14482236.0
2024-01-04,3,1,0,0,254.78,23.0,8545332.0
2024-01-05,4,1,0,0,74.18,24.0,2555777.0
2024-01-06,5,0,1,0,0.19,21.0,4708.0
2024-01-07,6,0,1,0,0.22,18.0,7143.0
2024-01-08,0,0,0,1,0.5,17.0,23977.0
2024-01-09,1,1,0,0,219.73,21.0,8895042.0
2024-01-10,2,1,0,0,323.91,19.0,12184683.0
2024-01-11,3,1,0,0,103.09,19.0,3482636.0
2024-01-12,4,1,0,0,0.32,20.0,11081.0
2024-01-13,5,0,1,0,0.06,19.0,2223.0
2024-01-14,6,0,1,0,0.06,14.0,1255.0
2024-01-15,0,1,0,0,0.03,13.0,822.0
2024-01-16,1,1,0,0,0.45,14.0,12062.0
2024-01-17,2,1,0,0,0.1,17.0,2915.0
2024-01-18,3,1,0,0,20.83,20.0,781951.0
2024-01-19,4,1,0,0,487.74,25.0,23395107.0
2024-01-20,5,0,1,0,355.15,21.0,14367615.0
2024-01-21,6,0,1,0,229.26,17.0,9138892.0
2024-01-22,0,1,0,0,250.35,14.0,8091703.0
2024-01-23,1,1,0,0,232.55,17.0,7831058.0
2024-01-24,2,1,0,0,201.33,20.0,7859913.0
2024-01-25,3,1,0,0,222.47,18.0,10167389.0
2024-01-26,4,1,0,0,234.93,21.0,10070075.0
2024-01-27,5,0,1,0,347.94,21.0,13527355.0
2024-01-28,6,0,1,0,319.4,21.0,10390811.0
2024-01-29,0,1,0,0,76.17,16.0,2739278.0
2024-01-30,1,1,0,0,199.57,15.0,5651228.0
2024-01-31,2,1,0,0,152.72,17.0,4983980.0
2024-02-01,3,1,0,0,146.54,16.0,6207757.0
2024-02-02,4,1,0,0,366.38,19.0,11062718.0
2024-02-03,5,0,1,0,225.19,21.0,12198402.0
2024-02-04,6,0,1,0,280.69,23.0,13912096.0
2024-02-05,0,1,0,0,241.16,20.0,11186604.0
2024-02-06,1,1,0,0,165.66,18.0,7569336.0
2024-02-07,2,1,0,0,236.79,23.0,12087396.0
2024-02-08,3,1,0,0,282.66,30.0,12201540.0
2024-02-09,4,1,0,0,467.52,43.0,18199147.0
2024-02-10,5,0,1,0,218.21,42.0,11156713.0
2024-02-11,6,0,1,0,370.52,41.0,16026308.0
2024-02-12,0,1,0,0,507.54,34.0,16955582.0
2024-02-13,1,1,0,0,277.76,33.0,7798143.0
2024-02-14,2,1,0,0,309.17,29.0,7569559.0
2024-02-15,3,1,0,0,424.98,31.0,15891920.0
2024-02-16,4,1,0,0,549.44,33.0,18662496.0
2024-02-17,5,0,1,0,627.72,33.0,21380710.0
2024-02-18,6,0,1,0,392.32,34.0,16254126.0
2024-02-19,0,1,0,0,453.16,33.0,21117510.0
2024-02-20,1,1,0,0,159.64,30.0,6222397.0
2024-02-21,2,1,0,0,2.13,29.0,78299.0
2024-02-22,3,1,0,0,0.35,32.0,17563.0
2024-02-23,4,1,0,0,0.98,29.0,43473.0
2024-02-24,5,0,1,0,1.45,29.0,57889.0
2024-02-25,6,0,1,0,0.13,30.0,7339.0
2024-02-26,0,1,0,0,0.34,28.0,12778.0
2024-02-27,1,1,0,0,1.11,23.0,40195.0
2024-02-28,2,1,0,0,0.39,23.0,20487.0
2024-02-29,3,1,0,0,1.83,24.0,46326.0
2024-03-01,4,1,0,0,161.55,25.0,6140732.0
2024-03-02,5,0,1,0,735.78,28.0,24270016.0
2024-03-03,6,0,1,0,471.76,27.0,20754859.0
2024-03-04,0,1,0,0,257.29,27.0,11534215.0
2024-03-05,1,1,0,0,316.93,28.0,13821045.0
2024-03-06,2,1,0,0,466.03,32.0,18057923.0
2024-03-07,3,1,0,0,99.84,30.0,3422670.0
2024-03-08,4,1,0,0,1.79,38.0,62169.0
2024-03-09,5,0,1,0,14.55,39.0,466963.0
2024-03-10,6,0,1,0,0.28,33.0,8631.0
2024-03-11,0,1,0,0,0.81,23.0,24204.0
2024-03-12,1,1,0,0,1.84,24.0,51892.0
2024-03-13,2,1,0,0,340.85,29.0,8183773.0
2024-03-14,3,1,0,0,738.77,28.0,23025357.0
2024-03-15,4,1,0,0,448.84,29.0,18585046.0
2024-03-16,5,0,1,0,331.19,27.0,11941621.0
2024-03-17,6,0,1,0,376.11,25.0,15369903.0
2024-03-18,0,1,0,0,369.75,22.0,13969145.0
2024-03-19,1,1,0,0,187.46,20.0,4524729.0
2024-03-20,2,1,0,0,460.92,21.0,9740601.0
2024-03-21,3,1,0,0,38.88,21.0,1082678.0
2024-03-22,4,1,0,0,8.15,26.0,254446.0
2024-03-23,5,0,1,0,0.71,26.0,17992.0
2024-03-24,6,0,1,0,0.59,24.0,17368.0
2024-03-25,0,0,0,1,0.72,19.0,16406.0
2024-03-26,1,1,0,0,252.37,20.0,6284717.0
2024-03-27,2,1,0,0,296.72,19.0,7636635.0
2024-03-28,3,0,0,1,60.32,18.0,1235394.0
2024-03-29,4,0,0,1,0.1,18.0,3011.0
2024-03-30,5,0,1,0,0.53,18.0,10398.0
2024-03-31,6,0,1,0,0.25,18.0,5935.0
2024-04-01,0,1,0,0,164.23,20.0,5432972.0
2024-04-02,1,1,0,0,337.07,21.0,7627537.0
2024-04-03,2,1,0,0,275.55,23.0,7937721.0
2024-04-04,3,1,0,0,0.97,27.0,35549.0
2024-04-05,4,1,0,0,0.53,30.0,19254.0
2024-04-06,5,0,1,0,0.82,24.0,31777.0
2024-04-07,6,0,1,0,0.16,17.0,6309.0
2024-04-08,0,1,0,0,0.25,18.0,5895.0
2024-04-09,1,1,0,0,0.28,23.0,6661.0
2024-04-10,2,1,0,0,1.5,24.0,20993.0
2024-04-11,3,1,0,0,0.52,18.0,7646.0
2024-04-12,4,1,0,0,0.31,25.0,6775.0
