FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,056_ZW Comuna 16,16.0,MR76,23.0,315628.0,"11,23%",0,0,0,1
2024-01-02,URBANA,056_ZW Comuna 16,16.0,MR76,17.0,2189.0,"0,09%",1,1,0,0
2024-01-03,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,1003.0,"0,03%",2,1,0,0
2024-01-04,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,384.0,"0,00%",3,1,0,0
2024-01-05,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,3461.0,"0,10%",4,1,0,0
2024-01-06,URBANA,056_ZW Comuna 16,16.0,MR76,17.0,545.0,"0,03%",5,0,1,0
2024-01-07,URBANA,056_ZW Comuna 16,16.0,MR76,20.0,3829.0,"0,13%",6,0,1,0
2024-01-08,URBANA,056_ZW Comuna 16,16.0,MR76,19.0,1991.0,"0,03%",0,0,0,1
2024-01-09,URBANA,056_ZW Comuna 16,16.0,MR76,16.0,508.0,"0,00%",1,1,0,0
2024-01-10,URBANA,056_ZW Comuna 16,16.0,MR76,10.0,577.0,"0,00%",2,1,0,0
2024-01-11,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,544.0,"0,03%",3,1,0,0
2024-01-12,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,7202.0,"0,20%",4,1,0,0
2024-01-13,URBANA,056_ZW Comuna 16,16.0,MR76,14.0,207.0,"0,00%",5,0,1,0
2024-01-14,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,963.0,"0,03%",6,0,1,0
2024-01-15,URBANA,056_ZW Comuna 16,16.0,MR76,14.0,871.0,"0,03%",0,1,0,0
2024-01-16,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,73962.0,"0,24%",1,1,0,0
2024-01-17,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,102331.0,"0,33%",2,1,0,0
2024-01-18,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,113620.0,"0,37%",3,1,0,0
2024-01-19,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,160741.0,"0,52%",4,1,0,0
2024-01-20,URBANA,056_ZW Comuna 16,16.0,MR76,13.0,120853.0,"0,39%",5,0,1,0
2024-01-21,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,141548.0,"0,50%",6,0,1,0
2024-01-22,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,309676.0,"1,09%",0,1,0,0
2024-01-23,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,348423.0,"1,22%",1,1,0,0
2024-01-24,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,260192.0,"0,91%",2,1,0,0
2024-01-25,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,225505.0,"0,79%",3,1,0,0
2024-01-26,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,187456.0,"0,66%",4,1,0,0
2024-01-27,URBANA,056_ZW Comuna 16,16.0,MR76,12.0,136406.0,"0,48%",5,0,1,0
