FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2025-08-24,065_ZW Centro Cultural Comuna 20,6,0,1,0,4.74,2,198784
2025-08-25,065_ZW Centro Cultural Comuna 20,0,1,0,0,33.21,25,1288742
2025-08-26,065_ZW Centro Cultural Comuna 20,1,1,0,0,44.25,24,1833353
2025-08-27,065_ZW Centro Cultural Comuna 20,2,1,0,0,22.57,19,791140
2025-08-28,065_ZW Centro Cultural Comuna 20,3,1,0,0,86.28,30,3834781
2025-08-29,065_ZW Centro Cultural Comuna 20,4,1,0,0,119.18,27,4457795
2025-08-30,065_ZW Centro Cultural Comuna 20,5,0,1,0,99.97,32,4196648
2025-08-31,065_ZW Centro Cultural Comuna 20,6,0,1,0,85.81,30,3401238
2025-09-01,065_ZW Centro Cultural Comuna 20,0,1,0,0,88.69,22,2880242
2025-09-02,065_ZW Centro Cultural Comuna 20,1,1,0,0,18.63,25,680878
2025-09-03,065_ZW Centro Cultural Comuna 20,2,1,0,0,93.08,32,3547853
2025-09-04,065_ZW Centro Cultural Comuna 20,3,1,0,0,93.35,14,4105778
2025-09-05,065_ZW Centro Cultural Comuna 20,4,1,0,0,174.13,32,6882465
2025-09-06,065_ZW Centro Cultural Comuna 20,5,0,1,0,9.47,16,390573
2025-09-07,065_ZW Centro Cultural Comuna 20,6,0,1,0,39.73,7,1858974
2025-09-08,065_ZW Centro Cultural Comuna 20,0,1,0,0,95.18,23,4250552
2025-09-09,065_ZW Centro Cultural Comuna 20,1,1,0,0,95.75,31,4235928
2025-09-10,065_ZW Centro Cultural Comuna 20,2,1,0,0,102.66,32,4449343
2025-09-11,065_ZW Centro Cultural Comuna 20,3,1,0,0,71.36,27,3081216
2025-09-12,065_ZW Centro Cultural Comuna 20,4,1,0,0,94.87,41,4441170
2025-09-13,065_ZW Centro Cultural Comuna 20,5,0,1,0,60.92,22,2812152
2025-09-14,065_ZW Centro Cultural Comuna 20,6,0,1,0,6.68,12,333680
2025-09-15,065_ZW Centro Cultural Comuna 20,0,1,0,0,74.7,40,3634935
2025-09-16,065_ZW Centro Cultural Comuna 20,1,1,0,0,63.17,35,3089669
2025-09-17,065_ZW Centro Cultural Comuna 20,2,1,0,0,127.38,42,5063615
2025-09-18,065_ZW Centro Cultural Comuna 20,3,1,0,0,217.84,36,8467784
2025-09-19,065_ZW Centro Cultural Comuna 20,4,1,0,0,108.93,34,4777331
2025-09-20,065_ZW Centro Cultural Comuna 20,5,0,1,0,85.75,23,3013903
2025-09-21,065_ZW Centro Cultural Comuna 20,6,0,1,0,41.86,16,1853994
2025-09-22,065_ZW Centro Cultural Comuna 20,0,1,0,0,148.32,34,6393695
2025-09-23,065_ZW Centro Cultural Comuna 20,1,1,0,0,60.94,39,3130891
2025-09-24,065_ZW Centro Cultural Comuna 20,2,1,0,0,99.31,38,4160659
2025-09-25,065_ZW Centro Cultural Comuna 20,3,1,0,0,119.19,26,4647151
2025-09-26,065_ZW Centro Cultural Comuna 20,4,1,0,0,163.98,43,7130279
2025-09-27,065_ZW Centro Cultural Comuna 20,5,0,1,0,22.53,20,967965
2025-09-28,065_ZW Centro Cultural Comuna 20,6,0,1,0,17.42,7,691915
2025-09-29,065_ZW Centro Cultural Comuna 20,0,1,0,0,155.87,38,6593936
2025-09-30,065_ZW Centro Cultural Comuna 20,1,1,0,0,83.84,34,3446803
