FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-01-01,008_ZW Parque Alfonso Lopez,0,0,0,1,505.2,37.0,4416112.0
2024-01-02,008_ZW Parque Alfonso Lopez,1,1,0,0,417.2,29.0,3511948.0
2024-01-03,008_ZW Parque Alfonso Lopez,2,1,0,0,666.4,49.0,8075677.0
2024-01-04,008_ZW Parque Alfonso Lopez,3,1,0,0,523.7,40.0,5532499.0
2024-01-05,008_ZW Parque Alfonso Lopez,4,1,0,0,705.5,44.0,7647912.0
2024-01-06,008_ZW Parque Alfonso Lopez,5,0,1,0,182.3,62.0,1397921.0
2024-01-07,008_ZW Parque Alfonso Lopez,6,0,1,0,1.1,50.0,11256.0
2024-01-08,008_ZW Parque Alfonso Lopez,0,0,0,1,0.9,37.0,13690.0
2024-01-09,008_ZW Parque Alfonso Lopez,1,1,0,0,647.0,35.0,8384342.0
2024-01-10,008_ZW Parque Alfonso Lopez,2,1,0,0,646.8,54.0,7802788.0
2024-01-11,008_ZW Parque Alfonso Lopez,3,1,0,0,375.7,52.0,4041977.0
2024-01-12,008_ZW Parque Alfonso Lopez,4,1,0,0,16.7,49.0,193556.0
2024-01-13,008_ZW Parque Alfonso Lopez,5,0,1,0,2.4,52.0,21537.0
2024-01-14,008_ZW Parque Alfonso Lopez,6,0,1,0,2.4,51.0,18620.0
2024-01-15,008_ZW Parque Alfonso Lopez,0,1,0,0,5.7,55.0,39111.0
2024-01-16,008_ZW Parque Alfonso Lopez,1,1,0,0,2.0,40.0,16774.0
2024-01-17,008_ZW Parque Alfonso Lopez,2,1,0,0,2.6,56.0,25772.0
2024-01-18,008_ZW Parque Alfonso Lopez,3,1,0,0,0.6,42.0,6795.0
2024-01-19,008_ZW Parque Alfonso Lopez,4,1,0,0,0.6,43.0,9761.0
2024-01-20,008_ZW Parque Alfonso Lopez,5,0,1,0,1.4,58.0,17799.0
2024-01-21,008_ZW Parque Alfonso Lopez,6,0,1,0,1.7,49.0,21492.0
2024-01-22,008_ZW Parque Alfonso Lopez,0,1,0,0,2.3,60.0,24093.0
2024-01-23,008_ZW Parque Alfonso Lopez,1,1,0,0,0.6,48.0,6118.0
2024-01-24,008_ZW Parque Alfonso Lopez,2,1,0,0,0.3,48.0,4154.0
2024-01-25,008_ZW Parque Alfonso Lopez,3,1,0,0,0.4,42.0,5246.0
2024-01-26,008_ZW Parque Alfonso Lopez,4,1,0,0,0.6,56.0,7839.0
2024-01-27,008_ZW Parque Alfonso Lopez,5,0,1,0,6.1,48.0,76245.0
