FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,33.0,15974078.0,"1827,40%",0,0,0,1
2024-01-02,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,16.0,11392766.0,"1353,30%",1,1,0,0
2024-01-03,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,14482236.0,"1195,10%",2,1,0,0
2024-01-04,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,24.0,8545332.0,"808,90%",3,1,0,0
2024-01-05,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,22.0,2555777.0,"235,70%",4,1,0,0
2024-01-06,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,4708.0,"0,60%",5,0,1,0
2024-01-07,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,17.0,7143.0,"0,70%",6,0,1,0
2024-01-08,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,16.0,23977.0,"1,50%",0,0,0,1
2024-01-09,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,8895042.0,"686,40%",1,1,0,0
2024-01-10,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,12184683.0,"1010,00%",2,1,0,0
2024-01-11,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,13.0,3482636.0,"323,70%",3,1,0,0
2024-01-12,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,24.0,11081.0,"1,00%",4,1,0,0
2024-01-13,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,2223.0,"0,20%",5,0,1,0
2024-01-14,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,10.0,1255.0,"0,20%",6,0,1,0
2024-01-15,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,822.0,"0,10%",0,1,0,0
2024-01-16,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,12062.0,"1,40%",1,1,0,0
2024-01-17,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,2915.0,"0,30%",2,1,0,0
2024-01-18,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,24.0,781951.0,"65,20%",3,1,0,0
2024-01-19,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,23395107.0,"1524,10%",4,1,0,0
2024-01-20,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,27.0,14367615.0,"1109,50%",5,0,1,0
2024-01-21,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,12.0,9138892.0,"705,80%",6,0,1,0
2024-01-22,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,8091703.0,"771,70%",0,1,0,0
2024-01-23,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,7831058.0,"725,10%",1,1,0,0
2024-01-24,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,16.0,7859913.0,"628,40%",2,1,0,0
2024-01-25,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,10167389.0,"680,20%",3,1,0,0
2024-01-26,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,10070075.0,"731,00%",4,1,0,0
2024-01-27,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,26.0,13527355.0,"1089,80%",5,0,1,0
2024-01-28,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,18.0,10390811.0,"1010,90%",6,0,1,0
2024-01-29,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,17.0,2739278.0,"235,30%",0,1,0,0
2024-01-30,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,5651228.0,"624,30%",1,1,0,0
2024-01-31,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,4983980.0,"477,20%",2,1,0,0
2024-02-01,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,6207757.0,"446,30%",3,1,0,0
2024-02-02,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,11062718.0,"1158,00%",4,1,0,0
2024-02-03,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,12198402.0,"687,50%",5,0,1,0
2024-02-04,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,22.0,13912096.0,"869,90%",6,0,1,0
2024-02-05,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,11186604.0,"743,10%",0,1,0,0
2024-02-06,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,7569336.0,"506,50%",1,1,0,0
2024-02-07,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,18.0,12087396.0,"732,20%",2,1,0,0
2024-02-08,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,34.0,12201540.0,"898,00%",3,1,0,0
2024-02-09,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,39.0,18199147.0,"1512,40%",4,1,0,0
2024-02-10,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,49.0,11156713.0,"698,50%",5,0,1,0
2024-02-11,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,34.0,16026308.0,"1192,60%",6,0,1,0
2024-02-12,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,40.0,16955582.0,"1637,60%",0,1,0,0
2024-02-13,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,28.0,7798143.0,"900,20%",1,1,0,0
2024-02-14,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,33.0,7569559.0,"1002,20%",2,1,0,0
2024-02-15,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,29.0,15891920.0,"1360,90%",3,1,0,0
2024-02-16,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,33.0,18662496.0,"1770,00%",4,1,0,0
2024-02-17,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,36.0,21380710.0,"2022,00%",5,0,1,0
2024-02-18,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,29.0,16254126.0,"1255,80%",6,0,1,0
2024-02-19,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,38.0,21117510.0,"1441,00%",0,1,0,0
2024-02-20,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,28.0,6222397.0,"509,60%",1,1,0,0
2024-02-21,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,27.0,78299.0,"6,80%",2,1,0,0
2024-02-22,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,36.0,17563.0,"1,10%",3,1,0,0
2024-02-23,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,28.0,43473.0,"3,10%",4,1,0,0
2024-02-24,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,57889.0,"4,60%",5,0,1,0
2024-02-25,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,36.0,7339.0,"0,40%",6,0,1,0
2024-02-26,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,12778.0,"1,10%",0,1,0,0
2024-02-27,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,22.0,40195.0,"3,50%",1,1,0,0
2024-02-28,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,20487.0,"1,20%",2,1,0,0
2024-02-29,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,46326.0,"5,90%",3,1,0,0
2024-03-01,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,6140732.0,"511,80%",4,1,0,0
2024-03-02,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,28.0,24270016.0,"2358,40%",5,0,1,0
2024-03-03,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,28.0,20754859.0,"1489,00%",6,0,1,0
2024-03-04,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,24.0,11534215.0,"811,20%",0,1,0,0
2024-03-05,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,32.0,13821045.0,"1002,80%",1,1,0,0
2024-03-06,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,29.0,18057923.0,"1492,10%",2,1,0,0
2024-03-07,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,34.0,3422670.0,"320,40%",3,1,0,0
2024-03-08,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,30.0,62169.0,"5,80%",4,1,0,0
2024-03-09,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,48.0,466963.0,"47,20%",5,0,1,0
2024-03-10,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,30.0,8631.0,"0,90%",6,0,1,0
2024-03-11,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,24204.0,"2,60%",0,1,0,0
2024-03-12,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,27.0,51892.0,"5,90%",1,1,0,0
2024-03-13,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,27.0,8183773.0,"1105,50%",2,1,0,0
2024-03-14,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,31.0,23025357.0,"2373,20%",3,1,0,0
2024-03-15,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,26.0,18585046.0,"1426,50%",4,1,0,0
2024-03-16,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,30.0,11941621.0,"1055,90%",5,0,1,0
2024-03-17,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,15369903.0,"1186,90%",6,0,1,0
2024-03-18,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,13969145.0,"1163,50%",0,1,0,0
2024-03-19,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,4524729.0,"600,30%",1,1,0,0
2024-03-20,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,18.0,9740601.0,"1486,00%",2,1,0,0
2024-03-21,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,26.0,1082678.0,"124,00%",3,1,0,0
2024-03-22,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,254446.0,"26,10%",4,1,0,0
2024-03-23,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,31.0,17992.0,"2,30%",5,0,1,0
2024-03-24,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,17368.0,"1,90%",6,0,1,0
2024-03-25,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,17.0,16406.0,"2,30%",0,0,0,1
2024-03-26,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,6284717.0,"807,10%",1,1,0,0
2024-03-27,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,7636635.0,"945,40%",2,1,0,0
2024-03-28,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,1235394.0,"193,60%",3,0,0,1
2024-03-29,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,3011.0,"0,30%",4,0,0,1
2024-03-30,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,10398.0,"1,70%",5,0,1,0
2024-03-31,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,5935.0,"0,80%",6,0,1,0
2024-04-01,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,22.0,5432972.0,"517,90%",0,1,0,0
2024-04-02,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,22.0,7627537.0,"1084,10%",1,1,0,0
2024-04-03,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,7937721.0,"881,00%",2,1,0,0
2024-04-04,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,29.0,35549.0,"3,10%",3,1,0,0
2024-04-05,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,30.0,19254.0,"1,70%",4,1,0,0
2024-04-06,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,25.0,31777.0,"2,60%",5,0,1,0
2024-04-07,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,6309.0,"0,50%",6,0,1,0
2024-04-08,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,17.0,5895.0,"0,80%",0,1,0,0
2024-04-09,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,26.0,6661.0,"0,90%",1,1,0,0
2024-04-10,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,20993.0,"4,90%",2,1,0,0
2024-04-11,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,7646.0,"1,70%",3,1,0,0
2024-04-12,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,18.0,6775.0,"1,00%",4,1,0,0
2024-04-13,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,39.0,14405286.0,"1693,10%",5,0,1,0
2024-04-14,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,6450992.0,"935,30%",6,0,1,0
2024-04-15,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,18.0,4593134.0,"1147,50%",0,1,0,0
2024-04-16,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,8869.0,"2,10%",1,1,0,0
2024-04-17,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,3985.0,"1,10%",2,1,0,0
2024-04-18,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,4264.0,"1,50%",3,1,0,0
2024-04-19,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,3520.0,"0,90%",4,1,0,0
2024-04-20,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,6540.0,"0,80%",5,0,1,0
2024-04-21,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,513737.0,"83,00%",6,0,1,0
2024-04-22,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,10.0,3409386.0,"733,00%",0,1,0,0
2024-04-23,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,19.0,9542810.0,"519,80%",1,1,0,0
2024-04-24,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,27.0,12422898.0,"676,40%",2,1,0,0
2024-04-25,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,24.0,10229210.0,"862,00%",3,1,0,0
2024-04-26,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,15.0,4865240.0,"485,50%",4,1,0,0
2024-04-27,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,3869604.0,"317,20%",5,0,1,0
2024-04-28,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,12853.0,"1,70%",6,0,1,0
2024-04-29,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,20.0,5011.0,"0,60%",0,1,0,0
2024-04-30,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,1533906.0,"243,50%",1,1,0,0
2024-05-01,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,23.0,7291.0,"1,40%",2,0,0,1
2024-05-02,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,21.0,6278.0,"1,20%",3,1,0,0
2024-05-03,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,14.0,2365.0,"0,50%",4,1,0,0
2024-05-04,URBANA,028_ZW Parque Yo Amo a Siloé,20.0,MR76,26.0,928774.0,"128,60%",5,0,1,0
