FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,31.0,5614.0,"0,60%",0,0,0,1
2024-01-02,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,23.0,132583.0,"15,70%",1,1,0,0
2024-01-03,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,22.0,1042349.0,"86,00%",2,1,0,0
2024-01-04,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,26.0,707692.0,"67,00%",3,1,0,0
2024-01-05,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,25.0,2305339.0,"212,60%",4,1,0,0
2024-01-06,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,30.0,1338957.0,"174,60%",5,0,1,0
2024-01-07,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,19.0,686467.0,"68,40%",6,0,1,0
2024-01-08,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,26.0,681507.0,"43,20%",0,0,0,1
2024-01-09,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,26.0,6684457.0,"515,80%",1,1,0,0
2024-01-10,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,17.0,1683702.0,"139,60%",2,1,0,0
2024-01-11,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,24.0,1613919.0,"150,00%",3,1,0,0
2024-01-12,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,29.0,433376.0,"37,30%",4,1,0,0
2024-01-13,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,27.0,108373.0,"12,00%",5,0,1,0
2024-01-14,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,23.0,1832832.0,"231,60%",6,0,1,0
2024-01-15,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,18.0,1813679.0,"262,20%",0,1,0,0
2024-01-16,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,23.0,2085057.0,"243,80%",1,1,0,0
2024-01-17,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,20.0,1244834.0,"124,50%",2,1,0,0
2024-01-18,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,31.0,2847055.0,"237,30%",3,1,0,0
2024-01-19,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,30.0,2026978.0,"132,00%",4,1,0,0
2024-01-20,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,35.0,246820.0,"19,10%",5,0,1,0
2024-01-21,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,25.0,23687.0,"1,80%",6,0,1,0
2024-01-22,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,24.0,3195.0,"0,30%",0,1,0,0
2024-01-23,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,28.0,7121.0,"0,70%",1,1,0,0
2024-01-24,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,28.0,970364.0,"77,60%",2,1,0,0
2024-01-25,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,29.0,369315.0,"24,70%",3,1,0,0
2024-01-26,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,27.0,1287579.0,"93,50%",4,1,0,0
2024-01-27,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,32.0,375694.0,"30,30%",5,0,1,0
2024-01-28,URBANA,010_ZW Parque Antonio Nariño,16.0,MR76,25.0,471897.0,"45,90%",6,0,1,0
