FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,1.0,61916.0,"7,10%",0,0,0,1
2024-01-02,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,,,,1,1,0,0
2024-01-03,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,1.0,10.0,"0,00%",2,1,0,0
2024-01-04,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,7.0,1851293.0,"175,20%",3,1,0,0
2024-01-05,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,7.0,343051.0,"31,60%",4,1,0,0
2024-01-06,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,10.0,448778.0,"58,50%",5,0,1,0
2024-01-07,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,5.0,727490.0,"72,50%",6,0,1,0
2024-01-08,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,5.0,118792.0,"7,50%",0,0,0,1
2024-01-09,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,7.0,528204.0,"40,80%",1,1,0,0
2024-01-10,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,879509.0,"72,90%",2,1,0,0
2024-01-11,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,5.0,831688.0,"77,30%",3,1,0,0
2024-01-12,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,1405746.0,"121,00%",4,1,0,0
2024-01-13,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,9.0,1148352.0,"127,50%",5,0,1,0
2024-01-14,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,185592.0,"23,50%",6,0,1,0
2024-01-15,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,953889.0,"137,90%",0,1,0,0
2024-01-16,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,2399305.0,"280,50%",1,1,0,0
2024-01-17,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,973209.0,"97,30%",2,1,0,0
2024-01-18,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,464433.0,"38,70%",3,1,0,0
2024-01-19,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,1351292.0,"88,00%",4,1,0,0
2024-01-20,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,17.0,909207.0,"70,20%",5,0,1,0
2024-01-21,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,7.0,1660312.0,"128,20%",6,0,1,0
2024-01-22,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,1555034.0,"148,30%",0,1,0,0
2024-01-23,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,10.0,1886638.0,"174,70%",1,1,0,0
2024-01-24,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,9.0,604823.0,"48,40%",2,1,0,0
2024-01-25,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,10.0,680418.0,"45,50%",3,1,0,0
2024-01-26,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,19.0,4202655.0,"305,10%",4,1,0,0
2024-01-27,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,14.0,460858.0,"37,10%",5,0,1,0
2024-01-28,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,595684.0,"58,00%",6,0,1,0
2024-01-29,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,17.0,13468.0,"1,20%",0,1,0,0
2024-01-30,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,10597.0,"1,20%",1,1,0,0
2024-01-31,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,14.0,1297.0,"0,10%",2,1,0,0
2024-02-01,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,3000.0,"0,20%",3,1,0,0
2024-02-02,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,14.0,2774.0,"0,30%",4,1,0,0
2024-02-03,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,1408.0,"0,10%",5,0,1,0
2024-02-04,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,2415.0,"0,20%",6,0,1,0
2024-02-05,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,5335.0,"0,40%",0,1,0,0
2024-02-06,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,611.0,"0,00%",1,1,0,0
2024-02-07,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,15.0,57523.0,"3,50%",2,1,0,0
2024-02-08,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,1217.0,"0,10%",3,1,0,0
2024-02-09,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,14.0,2120.0,"0,20%",4,1,0,0
2024-02-10,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,22.0,3679.0,"0,20%",5,0,1,0
2024-02-11,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,773.0,"0,10%",6,0,1,0
2024-02-12,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,17.0,2950.0,"0,30%",0,1,0,0
2024-02-13,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,3748.0,"0,40%",1,1,0,0
2024-02-14,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,8.0,483.0,"0,10%",2,1,0,0
2024-02-15,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,6144.0,"0,50%",3,1,0,0
2024-02-16,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,14.0,793.0,"0,10%",4,1,0,0
2024-02-17,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,10.0,4216.0,"0,40%",5,0,1,0
2024-02-18,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,17.0,1738.0,"0,10%",6,0,1,0
2024-02-19,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,752.0,"0,10%",0,1,0,0
2024-02-20,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,15.0,6330.0,"0,50%",1,1,0,0
2024-02-21,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,7.0,344.0,"0,00%",2,1,0,0
2024-02-22,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,,,,3,1,0,0
2024-02-23,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,,,,4,1,0,0
2024-02-24,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,,,,5,0,1,0
2024-02-25,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,,,,6,0,1,0
2024-02-26,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,10.0,795977.0,"71,50%",0,1,0,0
2024-02-27,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,446911.0,"38,50%",1,1,0,0
2024-02-28,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,9.0,3579366.0,"208,70%",2,1,0,0
2024-02-29,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,24.0,2234447.0,"282,20%",3,1,0,0
2024-03-01,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,12370918.0,"1031,10%",4,1,0,0
2024-03-02,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,123282.0,"12,00%",5,0,1,0
2024-03-03,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,11.0,766028.0,"55,00%",6,0,1,0
2024-03-04,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,693158.0,"48,80%",0,1,0,0
2024-03-05,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,15.0,838109.0,"60,80%",1,1,0,0
2024-03-06,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,15.0,28452.0,"2,40%",2,1,0,0
2024-03-07,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,16.0,2149.0,"0,20%",3,1,0,0
2024-03-08,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,2098.0,"0,20%",4,1,0,0
2024-03-09,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,13.0,1677.0,"0,20%",5,0,1,0
2024-03-10,URBANA,022_ZW Polideportivo Los Farallones,18.0,MR76,12.0,1262.0,"0,10%",6,0,1,0
