FECHA_CONEXION,AREA,NOMBRE_ZONA,COMUNA,MODEL,NUMERO_CONEXIONES,USAGE_KB,PORCENTAJE_USO,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO
2024-01-01,URBANA,031_ZW Cancha Los Azules,21.0,MR76,25.0,1592208.0,"182,10%",0,0,0,1
2024-01-02,URBANA,031_ZW Cancha Los Azules,21.0,MR76,19.0,947915.0,"112,60%",1,1,0,0
2024-01-03,URBANA,031_ZW Cancha Los Azules,21.0,MR76,19.0,3038554.0,"250,70%",2,1,0,0
2024-01-04,URBANA,031_ZW Cancha Los Azules,21.0,MR76,13.0,2149834.0,"203,50%",3,1,0,0
2024-01-05,URBANA,031_ZW Cancha Los Azules,21.0,MR76,7.0,2085204.0,"192,30%",4,1,0,0
2024-01-06,URBANA,031_ZW Cancha Los Azules,21.0,MR76,15.0,3202929.0,"417,60%",5,0,1,0
2024-01-07,URBANA,031_ZW Cancha Los Azules,21.0,MR76,16.0,5908197.0,"588,70%",6,0,1,0
2024-01-08,URBANA,031_ZW Cancha Los Azules,21.0,MR76,17.0,14532950.0,"921,80%",0,0,0,1
2024-01-09,URBANA,031_ZW Cancha Los Azules,21.0,MR76,9.0,2409.0,"0,20%",1,1,0,0
2024-01-10,URBANA,031_ZW Cancha Los Azules,21.0,MR76,12.0,2853.0,"0,20%",2,1,0,0
2024-01-11,URBANA,031_ZW Cancha Los Azules,21.0,MR76,16.0,14340.0,"1,30%",3,1,0,0
2024-01-12,URBANA,031_ZW Cancha Los Azules,21.0,MR76,15.0,4331.0,"0,40%",4,1,0,0
2024-01-13,URBANA,031_ZW Cancha Los Azules,21.0,MR76,16.0,2352.0,"0,30%",5,0,1,0
2024-01-14,URBANA,031_ZW Cancha Los Azules,21.0,MR76,13.0,2624934.0,"331,70%",6,0,1,0
2024-01-15,URBANA,031_ZW Cancha Los Azules,21.0,MR76,16.0,3676128.0,"531,40%",0,1,0,0
2024-01-16,URBANA,031_ZW Cancha Los Azules,21.0,MR76,15.0,3749047.0,"438,30%",1,1,0,0
2024-01-17,URBANA,031_ZW Cancha Los Azules,21.0,MR76,18.0,5653411.0,"565,30%",2,1,0,0
2024-01-18,URBANA,031_ZW Cancha Los Azules,21.0,MR76,12.0,13315484.0,"1110,00%",3,1,0,0
2024-01-19,URBANA,031_ZW Cancha Los Azules,21.0,MR76,14.0,11095750.0,"722,80%",4,1,0,0
2024-01-20,URBANA,031_ZW Cancha Los Azules,21.0,MR76,13.0,3877555.0,"299,40%",5,0,1,0
2024-01-21,URBANA,031_ZW Cancha Los Azules,21.0,MR76,14.0,2695416.0,"208,20%",6,0,1,0
2024-01-22,URBANA,031_ZW Cancha Los Azules,21.0,MR76,16.0,10731.0,"1,00%",0,1,0,0
2024-01-23,URBANA,031_ZW Cancha Los Azules,21.0,MR76,13.0,1207.0,"0,10%",1,1,0,0
2024-01-24,URBANA,031_ZW Cancha Los Azules,21.0,MR76,18.0,2763.0,"0,20%",2,1,0,0
