lags,lags_label,params,mean_absolute_error,max_depth,n_estimators
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 50}",1234689.123074332,5,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 50}",1243073.5185256603,10,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 250}",1243952.1914507556,10,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 250}",1244276.163480916,20,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 250}",1244276.163480916,40,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 250}",1244276.163480916,30,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 350}",1246593.5474858475,10,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 350}",1251125.939062159,20,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 350}",1251125.939062159,40,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 350}",1251125.939062159,30,350
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 100}",1255621.8140013309,10,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 50}",1258366.036946565,40,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 50}",1258366.036946565,20,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 50}",1258366.036946565,30,50
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 100}",1261825.8924427482,40,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 100}",1261825.8924427482,20,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 100}",1261825.8924427482,30,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 10, 'n_estimators': 150}",1261852.5491169163,10,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 40, 'n_estimators': 150}",1264628.914605598,40,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 30, 'n_estimators': 150}",1264628.914605598,30,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 20, 'n_estimators': 150}",1264628.914605598,20,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 100}",1271053.3810589658,5,100
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 150}",1275010.407858376,5,150
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 250}",1281057.689408393,5,250
[ 1  2  3  4  5  6  7  8  9 10],[ 1  2  3  4  5  6  7  8  9 10],"{'max_depth': 5, 'n_estimators': 350}",1292396.3296057198,5,350
