USAGE_KB_predicho,USAGE_KB_real,error_absoluto,error_relativo
4250472.114428442,4540925.0,290452.885571558,0.06396337432826088
4464626.444604974,5127500.0,662873.5553950258,0.1292781190433985
5914213.881169876,5685003.0,229210.88116987608,0.040318515429081755
6970358.851955026,5767053.0,1203305.8519550264,0.2086517762113555
5715529.59763392,4679331.0,1036198.5976339197,0.22144161155385667
4778787.672432623,3676682.0,1102105.6724326229,0.29975550576107013
4146821.1802089945,3612568.0,534253.1802089945,0.14788736992881368
1365136.821027072,1106068.0,259068.8210270719,0.23422503953380075
2466368.7147265137,2438806.0,27562.714726513717,0.011301724994326617
4205623.456378636,5157868.0,952244.543621364,0.18461979709860044
4032677.0297473073,4306100.0,273422.9702526927,0.06349666060999343
7817323.595873016,13090389.0,5273065.404126984,0.40281961094716007
762031.0477380953,521315.0,240716.04773809528,0.46174778730344473
7611537.772431214,8596282.0,984744.2275687857,0.11455466765385147
4407983.247120873,4647577.0,239593.75287912693,0.051552400934750935
5934632.985327143,6688472.0,753839.0146728568,0.11270720946022601
4661616.386125921,4967731.0,306114.6138740787,0.06162060986677393
2463615.911504335,3075066.0,611450.0884956652,0.19884128942132143
2357761.5865974915,2455667.0,97905.41340250848,0.03986917338650089
3710940.69269462,4284138.0,573197.3073053798,0.13379524826356662
4455541.737756898,4528800.0,73258.2622431023,0.01617608687579542
3919134.220436759,4909990.0,990855.7795632412,0.20180403209848516
4010279.353415649,4515845.0,505565.6465843511,0.11195371997585193
3500352.734429292,3367548.0,132804.73442929192,0.039436627014460345
