FECHA_CONEXION,NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB
2024-10-25,003_ZW Parque del Perro,4,1,0,0,95.41,41,427104
2024-10-26,003_ZW Parque del Perro,5,0,1,0,818.71,96,6322209
2024-10-27,003_ZW Parque del Perro,6,0,1,0,145.87,68,1452071
2024-10-28,003_ZW Parque del Perro,0,1,0,0,292.25,41,1759872
2024-10-29,003_ZW Parque del Perro,1,1,0,0,1201,60,7613926
2024-10-30,003_ZW Parque del Perro,2,1,0,0,211.39,39,1035643
2024-10-31,003_ZW Parque del Perro,3,1,0,0,295.55,62,1386544
2024-11-01,003_ZW Parque del Perro,4,1,0,0,262.67,54,1452552
2024-11-02,003_ZW Parque del Perro,5,0,1,0,72.53,70,450706
2024-11-03,003_ZW Parque del Perro,6,0,1,0,354.09,73,2082975
2024-11-04,003_ZW Parque del Perro,0,0,0,1,55.43,55,367737
2024-11-05,003_ZW Parque del Perro,1,1,0,0,90.68,56,662171
2024-11-06,003_ZW Parque del Perro,2,1,0,0,17.15,20,107390
2024-11-07,003_ZW Parque del Perro,3,1,0,0,45.36,65,403444
2024-11-08,003_ZW Parque del Perro,4,1,0,0,17.57,53,217290
2024-11-09,003_ZW Parque del Perro,5,0,1,0,144.75,98,2410206
2024-11-10,003_ZW Parque del Perro,6,0,1,0,36.98,54,716335
2024-11-11,003_ZW Parque del Perro,0,0,0,1,221.97,77,3898369
2024-11-12,003_ZW Parque del Perro,1,1,0,0,66.43,64,1269869
2024-11-13,003_ZW Parque del Perro,2,1,0,0,44.86,64,726802
2024-11-14,003_ZW Parque del Perro,3,1,0,0,38.79,75,744725
2024-11-15,003_ZW Parque del Perro,4,1,0,0,185.43,68,3377886
2024-11-16,003_ZW Parque del Perro,5,0,1,0,23.57,97,433966
2024-11-17,003_ZW Parque del Perro,6,0,1,0,35.25,76,605548
2024-11-18,003_ZW Parque del Perro,0,1,0,0,207.44,62,3334369
2024-11-19,003_ZW Parque del Perro,1,1,0,0,53.48,57,854449
2024-11-20,003_ZW Parque del Perro,2,1,0,0,95.79,51,1827981
2024-11-21,003_ZW Parque del Perro,3,1,0,0,70.22,74,1267892
2024-11-22,003_ZW Parque del Perro,4,1,0,0,81.41,82,1643503
2024-11-23,003_ZW Parque del Perro,5,0,1,0,90.16,98,1727879
2024-11-24,003_ZW Parque del Perro,6,0,1,0,16.64,52,123167
2024-11-25,003_ZW Parque del Perro,0,1,0,0,85.44,21,351386
2024-11-26,003_ZW Parque del Perro,1,1,0,0,5.51,26,43384
2024-11-27,003_ZW Parque del Perro,2,1,0,0,13.8,58,268005
2024-11-28,003_ZW Parque del Perro,3,1,0,0,72.19,64,1519907
2024-11-29,003_ZW Parque del Perro,4,1,0,0,83.04,77,1845453
2024-11-30,003_ZW Parque del Perro,5,0,1,0,70.37,88,1604033
2024-12-01,003_ZW Parque del Perro,6,0,1,0,134.12,110,3241317
2024-12-02,003_ZW Parque del Perro,0,1,0,0,78.42,65,1636347
2024-12-03,003_ZW Parque del Perro,1,1,0,0,23.84,80,445023
2024-12-04,003_ZW Parque del Perro,2,1,0,0,48.65,71,1123562
2024-12-05,003_ZW Parque del Perro,3,1,0,0,38.55,89,884433
2024-12-06,003_ZW Parque del Perro,4,1,0,0,63.64,89,1430921
2024-12-07,003_ZW Parque del Perro,5,0,1,0,102.2,76,2096723
2024-12-08,003_ZW Parque del Perro,6,0,0,1,93.46,87,2482001
2024-12-09,003_ZW Parque del Perro,0,1,0,0,106.35,82,2868343
2024-12-10,003_ZW Parque del Perro,1,1,0,0,123.04,82,3726116
2024-12-11,003_ZW Parque del Perro,2,1,0,0,78.58,91,2369441
2024-12-12,003_ZW Parque del Perro,3,1,0,0,67.38,75,2312212
2024-12-13,003_ZW Parque del Perro,4,1,0,0,46.74,81,1585781
2024-12-14,003_ZW Parque del Perro,5,0,1,0,24.32,106,738661
2024-12-15,003_ZW Parque del Perro,6,0,1,0,46.34,94,1372999
2024-12-16,003_ZW Parque del Perro,0,1,0,0,12.38,62,411799
2024-12-17,003_ZW Parque del Perro,1,1,0,0,95.7,86,2938659
2024-12-18,003_ZW Parque del Perro,2,1,0,0,32.5,62,1024896
2024-12-19,003_ZW Parque del Perro,3,1,0,0,47.6,63,1353402
2024-12-20,003_ZW Parque del Perro,4,1,0,0,59.2,83,1795153
2024-12-21,003_ZW Parque del Perro,5,0,1,0,14.9,73,389204
2024-12-22,003_ZW Parque del Perro,6,0,1,0,223,87,7127645
2024-12-23,003_ZW Parque del Perro,0,1,0,0,357,75,8954932
2024-12-24,003_ZW Parque del Perro,1,1,0,0,354,42,8467639
2024-12-25,003_ZW Parque del Perro,2,0,0,1,60.6,54,1710472
2024-12-26,003_ZW Parque del Perro,3,1,0,0,163,69,4461948
2024-12-27,003_ZW Parque del Perro,4,1,0,0,63.5,61,2070887
2024-12-28,003_ZW Parque del Perro,5,0,1,0,82,47,1930924
2024-12-29,003_ZW Parque del Perro,6,0,1,0,71.5,64,2309017
2024-12-30,003_ZW Parque del Perro,0,1,0,0,18.7,54,457144
2024-12-31,003_ZW Parque del Perro,1,1,0,0,49.3,37,915542
2025-01-01,003_ZW Parque del Perro,2,0,0,1,368,48,5400359
2025-01-02,003_ZW Parque del Perro,3,1,0,0,10,5,279869
2025-01-03,,4,1,0,0,63.9,31,558191
2025-01-04,,5,0,1,0,379.8,50,3197761
