lags,lags_label,params,mean_absolute_percentage_error,svr__C,svr__epsilon,svr__gamma
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.40059404874155646,10.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.40059404874155646,10.0,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.40059404874155646,10.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.40059463297510484,10.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.40059463297510484,10.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.40059463297510484,10.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.4005962048027493,10.0,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.4005962048027493,10.0,0.1,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.4005962048027493,10.0,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.40059828045543283,10.0,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.40059828045543283,10.0,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.40059828045543283,10.0,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.40060119674634664,1.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.40060119674634664,1.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.40060119674634664,1.0,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.40060125516994205,1.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.40060125516994205,1.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.40060125516994205,1.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.4006014123519387,1.0,0.1,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.4006014123519387,1.0,0.01,0.05
