lags,lags_label,params,mean_absolute_percentage_error,svr__C,svr__epsilon,svr__gamma
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.823479827950031,0.1,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.823479827950031,0.1,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.823479827950031,0.1,0.1,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8234798279679851,1.0,0.1,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8234798279679851,1.0,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8234798279679851,1.0,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.823479828147522,10.0,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.823479828147522,10.0,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.823479828147522,10.0,0.1,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.8240786347983807,10.0,0.004,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.8240786347983807,10.0,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.8240786347983807,10.0,0.01,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8240799137185857,10.0,0.01,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8240799137185857,10.0,0.004,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8240799137185857,10.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8240813772725827,10.0,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8240813772725829,10.0,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8240813772725829,10.0,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8240821107630071,10.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8240821107630071,10.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8240821107630071,10.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.8240864839979518,10.0,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.8240864839979518,10.0,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.8240864839979518,10.0,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8240950050485649,10.0,0.1,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8240950050485649,10.0,0.01,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8240950050485649,10.0,0.004,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.8240986566850255,1.0,0.01,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.8240986566850255,1.0,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.8240986566850255,1.0,0.004,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8240987845645774,1.0,0.1,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8240987845645774,1.0,0.01,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8240987845645774,1.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8240989309150524,1.0,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8240989309150524,1.0,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8240989309150525,1.0,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8240990042441043,1.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8240990042441043,1.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8240990042441043,1.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.824099441541339,1.0,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.824099441541339,1.0,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.824099441541339,1.0,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8241002936348861,1.0,0.1,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8241002936348861,1.0,0.01,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8241002936348861,1.0,0.004,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.824100658780054,0.1,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.824100658780054,0.1,0.004,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.824100658780054,0.1,0.01,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8241006715678846,0.1,0.1,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8241006715678846,0.1,0.004,auto
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8241006715678846,0.1,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8241006862028827,0.1,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8241006862028828,0.1,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8241006862028828,0.1,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.8241006935355883,0.1,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.8241006935355883,0.1,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.8241006935355883,0.1,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.8241007372650495,0.1,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.8241007372650495,0.1,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.8241007372650495,0.1,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.8241008224742888,0.1,0.01,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.8241008224742888,0.1,0.004,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.8241008224742888,0.1,0.1,0.5
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8241008812364656,0.1,0.1,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8241008812364656,0.1,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8241008812364656,0.1,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8241008812370805,0.1,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8241008812370805,0.1,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8241008812370805,0.1,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8241008812585959,1.0,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8241008812585959,1.0,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8241008812585959,1.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.824100881264742,1.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.824100881264742,1.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.824100881264742,1.0,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8241008814798971,10.0,0.01,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8241008814798971,10.0,0.1,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],[ 1  2  3  4  5  6  7  8  9 10 11 12 13 14 15 16 17 18],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8241008814798971,10.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.8241008815413597,10.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.8241008815413597,10.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.8241008815413597,10.0,0.01,scale
