lags,lags_label,params,mean_absolute_percentage_error,svr__C,svr__epsilon,svr__gamma
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.748825896353208,10.0,0.1,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.748825896353208,10.0,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.748825896353208,10.0,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.7488309685778001,10.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.7488309685778001,10.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.7488309685778001,10.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.7488959539580926,10.0,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.7488959539580926,10.0,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.7488959539580926,10.0,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.7489463593905079,1.0,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.7489463593905079,1.0,0.1,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.7489463593905079,1.0,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.7489468665597465,1.0,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.7489468665597465,1.0,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.7489468665597465,1.0,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.7489533648270171,1.0,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.7489533648270171,1.0,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.7489533648270171,1.0,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.748958405776044,0.1,0.01,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.748958405776044,0.1,0.1,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.748958405776044,0.1,0.004,0.05
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'auto'}",0.748958456492436,0.1,0.004,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.748958456492436,0.1,0.1,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'auto'}",0.748958456492436,0.1,0.01,auto
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 0.5}",0.7489591063164565,0.1,0.004,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 0.5}",0.7489591063164565,0.1,0.01,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 0.5}",0.7489591063164565,0.1,0.1,0.5
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.7489597442650882,0.1,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.7489597442650882,0.1,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 0.1, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.7489597442650882,0.1,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.7489597442726855,1.0,0.004,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.7489597442726855,1.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 1.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.7489597442726855,1.0,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'scale'}",0.7489597443486607,10.0,0.1,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 'scale'}",0.7489597443486607,10.0,0.01,scale
[1 2 3 4 5 6],[1 2 3 4 5 6],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 'scale'}",0.7489597443486607,10.0,0.004,scale
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 0.05}",0.7526981567038207,10.0,0.1,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.01, 'svr__gamma': 0.05}",0.7526981567038207,10.0,0.01,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.004, 'svr__gamma': 0.05}",0.7526981567038207,10.0,0.004,0.05
[ 1  2  3  4  5  6  7  8  9 10 11 12],[ 1  2  3  4  5  6  7  8  9 10 11 12],"{'svr__C': 10.0, 'svr__epsilon': 0.1, 'svr__gamma': 'auto'}",0.7527013742078742,10.0,0.1,auto
