fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Lunes,341.847,-7.646.732,30.0,16075,1.8
2024-01-02,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,20.0,2072,0.2
2024-01-03,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,33.0,13651,1.1
2024-01-04,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,26.0,6158,0.6
2024-01-05,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,26.0,4074981,375.9
2024-01-06,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,15.0,3821653,498.3
2024-01-07,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,21.0,4294197,427.8
2024-01-08,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Lunes,341.847,-7.646.732,22.0,2004273,127.1
2024-01-09,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,22.0,4222955,325.9
2024-01-10,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,22.0,3328566,275.9
2024-01-11,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,20.0,5315178,494.0
2024-01-12,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,32.0,4817426,414.8
2024-01-13,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,40.0,8446813,938.2
2024-01-14,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,47.0,1153347,145.7
2024-01-15,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,31.0,47272,6.8
2024-01-16,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,42.0,295715,34.6
2024-01-17,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,36.0,108727,10.9
2024-01-18,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,37.0,191771,16.0
2024-01-19,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,29.0,608746,39.7
2024-01-20,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,33.0,3850398,297.3
2024-01-21,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,47.0,11068434,854.9
2024-01-22,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,32.0,5726375,546.1
2024-01-23,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,23.0,3847303,356.3
2024-01-24,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,37.0,1570628,125.6
2024-01-25,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,39.0,668864,44.7
2024-01-26,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,35.0,24128,1.8
2024-01-27,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,27.0,11134,0.9
2024-01-28,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,37.0,94786,9.2
2024-01-29,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,34.0,680065,58.4
2024-01-30,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,30.0,11406,1.3
2024-01-31,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,43.0,28142,2.7
2024-02-01,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,34.0,6284,0.5
2024-02-02,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,20.0,553596,58.0
2024-02-03,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,37.0,4384643,247.1
2024-02-04,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,29.0,7110472,444.6
2024-02-05,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,33.0,7764595,515.8
2024-02-06,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,26.0,516667,34.6
2024-02-07,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,25.0,6356,0.4
2024-02-08,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,28.0,3939114,289.9
2024-02-09,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,30.0,6171648,512.9
2024-02-10,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,34.0,7423252,464.7
2024-02-11,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,35.0,5369622,399.6
2024-02-12,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,29.0,3188097,307.9
2024-02-13,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,34.0,2295849,265.0
2024-02-14,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,33.0,5364,0.7
2024-02-15,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,32.0,5880,0.5
2024-02-16,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,34.0,25855,2.5
2024-02-17,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,24.0,2899,0.3
2024-02-18,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,54.0,7135496,551.3
2024-02-19,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,27.0,3846298,262.5
2024-02-20,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,23.0,1518464,124.4
2024-02-21,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,27.0,403032,34.9
2024-02-22,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,29.0,334600,21.9
2024-02-23,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,32.0,5187710,364.6
2024-02-24,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,34.0,5382384,428.6
2024-02-25,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,38.0,4297098,244.7
2024-02-26,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,26.0,4134362,371.4
2024-02-27,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,26.0,5079121,437.1
2024-02-28,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,36.0,3908952,227.9
2024-02-29,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,33.0,2563987,323.8
2024-03-01,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,23.0,4244289,353.7
2024-03-02,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,35.0,6453076,627.1
2024-03-03,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,29.0,6529600,468.4
2024-03-04,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,44.0,10411274,732.2
2024-03-05,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,31.0,6687878,485.2
2024-03-06,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,26.0,5173414,427.5
2024-03-07,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,41.0,7755026,725.8
2024-03-08,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,36.0,7486021,699.9
2024-03-09,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,43.0,5565042,562.9
2024-03-10,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,43.0,9431300,988.2
2024-03-11,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,38.0,4266446,453.9
2024-03-12,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,41.0,3961700,449.3
2024-03-13,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,28.0,946276,127.8
2024-03-14,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,38.0,10595,1.1
2024-03-15,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,41.0,28896,2.2
2024-03-16,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,40.0,5319,0.5
2024-03-17,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,39.0,17294,1.3
2024-03-18,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,33.0,991989,82.6
2024-03-19,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,21.0,4037638,535.7
2024-03-20,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,37.0,2337946,356.7
2024-03-21,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,28.0,2645394,303.0
2024-03-22,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,35.0,5518737,565.7
2024-03-23,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,52.0,7576849,971.1
2024-03-24,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Domingo,341.847,-7.646.732,51.0,27190,3.0
2024-03-25,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Lunes,341.847,-7.646.732,33.0,14427,2.1
2024-03-26,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,27.0,15120,1.9
2024-03-27,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,29.0,10160,1.3
2024-03-28,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Jueves,341.847,-7.646.732,39.0,20739,3.2
2024-03-29,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Viernes,341.847,-7.646.732,39.0,8171,0.8
2024-03-30,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,41.0,9984,1.6
2024-03-31,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,True,Festivo,Domingo,341.847,-7.646.732,22.0,1070591,140.5
2024-04-01,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,23.0,219462,20.9
2024-04-02,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,24.0,625100,88.8
2024-04-03,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,34.0,3268210,362.8
2024-04-04,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,29.0,2831256,246.3
2024-04-05,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,32.0,3287626,292.6
2024-04-06,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,28.0,5458043,453.5
2024-04-07,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,28.0,11789534,985.7
2024-04-08,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,40.0,5019036,709.1
2024-04-09,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,40.0,5074608,663.3
2024-04-10,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,38.0,3190492,750.6
2024-04-11,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,34.0,4215224,954.3
2024-04-12,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,30.0,3847956,566.7
2024-04-13,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,51.0,14294,1.7
2024-04-14,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,49.0,16180,2.3
2024-04-15,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,34.0,17503,4.4
2024-04-16,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,40.0,6675,1.6
2024-04-17,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Miércoles,341.847,-7.646.732,33.0,8279,2.2
2024-04-18,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Jueves,341.847,-7.646.732,33.0,413468,141.9
2024-04-19,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Viernes,341.847,-7.646.732,30.0,4063430,1001.8
2024-04-20,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Sábado,341.847,-7.646.732,34.0,2010989,257.3
2024-04-21,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Fin de Semana,Domingo,341.847,-7.646.732,31.0,7067372,1142.1
2024-04-22,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Lunes,341.847,-7.646.732,23.0,3688224,793.0
2024-04-23,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,False,Laboral,Martes,341.847,-7.646.732,30.0,5537506,301.6
