fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,048_ZW Parque Cien Palos,9,MR76,True,Festivo,Lunes,34.382.524,-765.232.808,43.0,1432484,163.9
2024-01-02,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,35.0,2909161,345.6
2024-01-03,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,28.0,899372,74.2
2024-01-04,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,23.0,1751096,165.7
2024-01-05,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,31.0,3001482,276.9
2024-01-06,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,36.0,3302730,430.6
2024-01-07,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,38.0,5701345,568.0
2024-01-08,URBANA,048_ZW Parque Cien Palos,9,MR76,True,Festivo,Lunes,34.382.524,-765.232.808,37.0,4879058,309.5
2024-01-09,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,49.0,2081403,160.6
2024-01-10,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,44.0,14895,1.2
2024-01-11,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,51.0,45479,4.2
2024-01-12,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,51.0,19116,1.6
2024-01-13,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,70.0,112893,12.5
2024-01-14,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,51.0,13986,1.8
2024-01-15,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Lunes,34.382.524,-765.232.808,42.0,108387,15.7
2024-01-16,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,47.0,8616,1.0
2024-01-17,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,32.0,10700,1.1
2024-01-18,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,33.0,430704,35.9
2024-01-19,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,31.0,7264,0.5
2024-01-20,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,55.0,94681,7.3
2024-01-21,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,54.0,13301,1.0
2024-01-22,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Lunes,34.382.524,-765.232.808,39.0,8908,0.8
2024-01-23,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,37.0,3388,0.3
2024-01-24,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,39.0,1738660,139.0
2024-01-25,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,42.0,7823622,523.4
2024-01-26,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,38.0,2020219,146.6
2024-01-27,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,42.0,7841789,631.8
2024-01-28,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,36.0,5037872,490.1
2024-01-29,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Lunes,34.382.524,-765.232.808,46.0,2160535,185.6
2024-01-30,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,37.0,540958,59.8
2024-01-31,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,49.0,2239775,214.4
2024-02-01,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,41.0,4505552,323.9
2024-02-02,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,30.0,1750398,183.2
2024-02-03,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,54.0,4640665,261.5
2024-02-04,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,33.0,791690,49.5
2024-02-05,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Lunes,34.382.524,-765.232.808,31.0,6632,0.4
2024-02-06,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Martes,34.382.524,-765.232.808,43.0,1854328,124.1
2024-02-07,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Miércoles,34.382.524,-765.232.808,54.0,1728634,104.7
2024-02-08,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Jueves,34.382.524,-765.232.808,41.0,325564,24.0
2024-02-09,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Viernes,34.382.524,-765.232.808,38.0,8627,0.7
2024-02-10,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Sábado,34.382.524,-765.232.808,49.0,25196,1.6
2024-02-11,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Fin de Semana,Domingo,34.382.524,-765.232.808,41.0,15036,1.1
2024-02-12,URBANA,048_ZW Parque Cien Palos,9,MR76,False,Laboral,Lunes,34.382.524,-765.232.808,40.0,188548,18.2
