fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,018_ZW Parque Las Banderas,19,MR76,True,Festivo,Lunes,343.181,-7.654.225,38.0,735806,84.2
2024-01-02,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Martes,343.181,-7.654.225,41.0,35658,4.300000000000001
2024-01-03,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Miércoles,343.181,-7.654.225,59.0,156253,12.9
2024-01-04,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Jueves,343.181,-7.654.225,42.0,81496,7.7
2024-01-05,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Viernes,343.181,-7.654.225,65.0,276806,25.6
2024-01-06,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Sábado,343.181,-7.654.225,76.0,370660,48.4
2024-01-07,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Domingo,343.181,-7.654.225,65.0,757725,75.5
2024-01-08,URBANA,018_ZW Parque Las Banderas,19,MR76,True,Festivo,Lunes,343.181,-7.654.225,77.0,343336,21.8
2024-01-09,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Martes,343.181,-7.654.225,64.0,416114,32.1
2024-01-10,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Miércoles,343.181,-7.654.225,52.0,140644,11.7
2024-01-11,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Jueves,343.181,-7.654.225,55.0,142120,13.2
2024-01-12,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Viernes,343.181,-7.654.225,79.0,751177,64.69999999999999
2024-01-13,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Sábado,343.181,-7.654.225,86.0,629731,70.0
2024-01-14,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Domingo,343.181,-7.654.225,159.0,1701265,215.0
2024-01-15,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Lunes,343.181,-7.654.225,47.0,92416,13.4
2024-01-16,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Martes,343.181,-7.654.225,72.0,325568,38.0
2024-01-17,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Miércoles,343.181,-7.654.225,72.0,123374,12.3
2024-01-18,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Jueves,343.181,-7.654.225,83.0,295336,24.700000000000003
2024-01-19,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Viernes,343.181,-7.654.225,66.0,99856,6.5
2024-01-20,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Sábado,343.181,-7.654.225,53.0,31640,2.4
2024-01-21,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Domingo,343.181,-7.654.225,109.0,204683,15.8
2024-01-22,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Lunes,343.181,-7.654.225,71.0,31101,3.0
2024-01-23,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Martes,343.181,-7.654.225,81.0,112765,10.4
2024-01-24,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Miércoles,343.181,-7.654.225,62.0,1603162,128.2
2024-01-25,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Jueves,343.181,-7.654.225,43.0,327903,21.9
2024-01-26,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Laboral,Viernes,343.181,-7.654.225,43.0,1350159,98.0
2024-01-27,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Sábado,343.181,-7.654.225,40.0,2705650,218.0
2024-01-28,URBANA,018_ZW Parque Las Banderas,19,MR76,False,Fin de Semana,Domingo,343.181,-7.654.225,64.0,5877398,571.8
