fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,RURAL,060_Felidia,99,MR76,True,Festivo,Lunes,3.467.887,-76.630.043,57.0,2034605,777.8
2024-01-02,RURAL,060_Felidia,99,MR76,False,Laboral,Martes,3.467.887,-76.630.043,42.0,2267132,697.8
2024-01-03,RURAL,060_Felidia,99,MR76,False,Laboral,Miércoles,3.467.887,-76.630.043,43.0,3714312,1019.5
2024-01-04,RURAL,060_Felidia,99,MR76,False,Laboral,Jueves,3.467.887,-76.630.043,32.0,2321396,521.7
2024-01-05,RURAL,060_Felidia,99,MR76,False,Laboral,Viernes,3.467.887,-76.630.043,53.0,2398786,623.8
2024-01-06,RURAL,060_Felidia,99,MR76,False,Fin de Semana,Sábado,3.467.887,-76.630.043,148.0,22038588,3196.1
2024-01-07,RURAL,060_Felidia,99,MR76,False,Fin de Semana,Domingo,3.467.887,-76.630.043,291.0,12024492,1366.4
2024-01-08,RURAL,060_Felidia,99,MR76,True,Festivo,Lunes,3.467.887,-76.630.043,93.0,2918985,709.7
2024-01-09,RURAL,060_Felidia,99,MR76,False,Laboral,Martes,3.467.887,-76.630.043,38.0,2451551,1095.3
2024-01-10,RURAL,060_Felidia,99,MR76,False,Laboral,Miércoles,3.467.887,-76.630.043,40.0,2260231,615.3
2024-01-11,RURAL,060_Felidia,99,MR76,False,Laboral,Jueves,3.467.887,-76.630.043,51.0,2907682,814.6
2024-01-12,RURAL,060_Felidia,99,MR76,False,Laboral,Viernes,3.467.887,-76.630.043,31.0,1511244,718.8
2024-01-13,RURAL,060_Felidia,99,MR76,False,Fin de Semana,Sábado,3.467.887,-76.630.043,65.0,1405939,596.7
2024-01-14,RURAL,060_Felidia,99,MR76,False,Fin de Semana,Domingo,3.467.887,-76.630.043,100.0,3419028,902.7
2024-01-15,RURAL,060_Felidia,99,MR76,False,Laboral,Lunes,3.467.887,-76.630.043,54.0,239529,78.0
2024-01-16,RURAL,060_Felidia,99,MR76,False,Laboral,Martes,3.467.887,-76.630.043,37.0,139105,41.6
2024-01-17,RURAL,060_Felidia,99,MR76,False,Laboral,Miércoles,3.467.887,-76.630.043,48.0,1723236,524.4
2024-01-18,RURAL,060_Felidia,99,MR76,False,Laboral,Jueves,3.467.887,-76.630.043,44.0,1879942,777.6
2024-01-19,RURAL,060_Felidia,99,MR76,False,Laboral,Viernes,3.467.887,-76.630.043,40.0,923992,414.7
2024-01-20,RURAL,060_Felidia,99,MR76,False,Fin de Semana,Sábado,3.467.887,-76.630.043,89.0,1417267,720.4
