fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,True,Festivo,Lunes,3.434,-7.650.962,155.0,24423,2.8
2024-01-02,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Martes,3.434,-7.650.962,123.0,181408,21.6
2024-01-03,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Miércoles,3.434,-7.650.962,129.0,20410,1.7000000000000002
2024-01-04,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Jueves,3.434,-7.650.962,136.0,69214,6.6000000000000005
2024-01-05,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Viernes,3.434,-7.650.962,165.0,35069,3.3
2024-01-06,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Sábado,3.434,-7.650.962,166.0,154326,20.1
2024-01-07,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Domingo,3.434,-7.650.962,160.0,25957,2.6
2024-01-08,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,True,Festivo,Lunes,3.434,-7.650.962,124.0,123391,7.8
2024-01-09,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Martes,3.434,-7.650.962,136.0,42833,3.3
2024-01-10,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Miércoles,3.434,-7.650.962,133.0,13293,1.1
2024-01-11,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Jueves,3.434,-7.650.962,121.0,40446,3.7
2024-01-12,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Viernes,3.434,-7.650.962,141.0,833891,71.80000000000001
2024-01-13,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Sábado,3.434,-7.650.962,216.0,1132921,125.8
2024-01-14,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Domingo,3.434,-7.650.962,192.0,4684428,591.9
2024-01-15,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Lunes,3.434,-7.650.962,131.0,4065848,587.7
2024-01-16,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Martes,3.434,-7.650.962,136.0,4295794,502.2
2024-01-17,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Miércoles,3.434,-7.650.962,142.0,7059646,705.9
2024-01-18,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Jueves,3.434,-7.650.962,148.0,7714506,643.1
2024-01-19,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Viernes,3.434,-7.650.962,183.0,1093658,71.3
2024-01-20,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Sábado,3.434,-7.650.962,215.0,53298,4.1
2024-01-21,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Fin de Semana,Domingo,3.434,-7.650.962,174.0,40267,3.1
2024-01-22,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Lunes,3.434,-7.650.962,122.0,9272,0.9
2024-01-23,URBANA,021_ZW Parque Alfonso Barberena,12,MR76,False,Laboral,Martes,3.434,-7.650.962,113.0,10417,1.0
