fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Lunes,341.923,-7.655.392,14.0,3773,0.4
2024-01-02,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,42.0,9595,1.1
2024-01-03,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,35.0,6171557,509.3
2024-01-04,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,49.0,3447496,326.3
2024-01-05,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,35.0,2897506,267.3
2024-01-06,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,60.0,5192345,677.0
2024-01-07,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,63.0,1354101,134.9
2024-01-08,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Lunes,341.923,-7.655.392,55.0,29712,1.9
2024-01-09,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,43.0,10042,0.8
2024-01-10,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,55.0,16622,1.4
2024-01-11,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,50.0,29698,2.8
2024-01-12,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,47.0,12280,1.1
2024-01-13,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,46.0,30263,3.4
2024-01-14,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,59.0,15484,2.0
2024-01-15,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,89.0,28038,4.1
2024-01-16,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,47.0,25740,3.0
2024-01-17,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,48.0,2402237,240.2
2024-01-18,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,40.0,7994233,666.4
2024-01-19,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,63.0,8379816,545.9
2024-01-20,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,48.0,4556069,351.8
2024-01-21,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,71.0,9594453,741.0
2024-01-22,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,68.0,634738,60.5
2024-01-23,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,78.0,32762,3.0
2024-01-24,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,52.0,11055,0.9
2024-01-25,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,38.0,3495870,233.9
2024-01-26,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,54.0,8816863,640.0
2024-01-27,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,52.0,17095224,1377.3
2024-01-28,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,63.0,6598279,641.9
2024-01-29,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,48.0,12563117,1079.3
2024-01-30,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,53.0,5813118,642.2
2024-01-31,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,77.0,842757,80.7
2024-02-01,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,67.0,24879,1.8
2024-02-02,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,27.0,711278,74.5
2024-02-03,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,52.0,4285049,241.5
2024-02-04,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,38.0,3666251,229.2
2024-02-05,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,53.0,7635030,507.2
2024-02-06,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,62.0,8774974,587.2
2024-02-07,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,75.0,181389,11.0
2024-02-08,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,59.0,32531,2.4
2024-02-09,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,66.0,14589,1.2
2024-02-10,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,47.0,8903,0.6
2024-02-11,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,62.0,28705,2.1
2024-02-12,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,64.0,10910,1.1
2024-02-13,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,54.0,7475914,863.0
2024-02-14,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,74.0,5486892,726.5
2024-02-15,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,67.0,13164328,1127.3
2024-02-16,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,76.0,8917265,845.7
2024-02-17,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,67.0,8182645,773.8
2024-02-18,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,47.0,3545317,273.9
2024-02-19,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,61.0,18165,1.2
2024-02-20,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,62.0,20579,1.7
2024-02-21,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,64.0,15543,1.3
2024-02-22,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,70.0,16559,1.1
2024-02-23,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,64.0,26296,1.8
2024-02-24,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,53.0,22350,1.8
2024-02-25,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,44.0,11433,0.7
2024-02-26,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,59.0,9892,0.9
2024-02-27,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,49.0,9030,0.8
2024-02-28,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,65.0,9187066,535.7
2024-02-29,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,62.0,7446262,940.5
2024-03-01,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,62.0,3490637,290.9
2024-03-02,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,60.0,26637,2.6
2024-03-03,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,47.0,14650,1.1
2024-03-04,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,59.0,10970,0.8
2024-03-05,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,52.0,5792,0.4
2024-03-06,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,65.0,6813,0.6
2024-03-07,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,70.0,23458,2.2
2024-03-08,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,78.0,16996,1.6
2024-03-09,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,78.0,27726,2.8
2024-03-10,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,41.0,31467,3.3
2024-03-11,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,69.0,20592,2.2
2024-03-12,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,83.0,20526,2.3
2024-03-13,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,68.0,7986,1.1
2024-03-14,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,68.0,19343,2.0
2024-03-15,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,76.0,16633,1.3
2024-03-16,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,44.0,17998,1.6
2024-03-17,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,55.0,12369,1.0
2024-03-18,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,76.0,10390,0.9
2024-03-19,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,58.0,9134,1.2
2024-03-20,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,56.0,2868403,437.6
2024-03-21,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,56.0,7350591,841.8
2024-03-22,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,57.0,6827083,699.9
2024-03-23,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,57.0,18080,2.3
2024-03-24,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Domingo,341.923,-7.655.392,50.0,12351,1.4
2024-03-25,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Lunes,341.923,-7.655.392,32.0,8121,1.2
2024-03-26,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,50.0,18956,2.4
2024-03-27,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,36.0,2959588,366.4
2024-03-28,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Jueves,341.923,-7.655.392,12.0,400,0.1
2024-03-29,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Viernes,341.923,-7.655.392,36.0,6072245,612.4
2024-03-30,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,50.0,2576826,413.2
2024-03-31,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Domingo,341.923,-7.655.392,54.0,9064,1.2
2024-04-01,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,67.0,10316,1.0
2024-04-02,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,42.0,4600487,653.9
2024-04-03,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,54.0,5160395,572.8
2024-04-04,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,59.0,5374096,467.4
2024-04-05,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,65.0,6434380,572.6
2024-04-06,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,59.0,2982879,247.8
2024-04-07,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,58.0,881296,73.7
2024-04-08,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,58.0,6303518,890.6
2024-04-09,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,12.0,1792383,234.3
2024-04-13,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,57.0,10163181,1194.5
2024-04-14,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,43.0,6369900,923.6
2024-04-15,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,73.0,3845086,960.6
2024-04-16,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,50.0,10540,2.5
2024-04-17,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,67.0,16305,4.4
2024-04-18,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,43.0,20869,7.2
2024-04-19,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,52.0,70941,17.5
2024-04-20,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,57.0,14644,1.9
2024-04-21,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,40.0,7391,1.2
2024-04-22,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,61.0,19617,4.2
2024-04-23,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,56.0,2992693,163.0
2024-04-24,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,65.0,1825825,99.4
2024-04-25,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,42.0,7529,0.6
2024-04-26,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,27.0,5798,0.6
2024-04-27,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,25.0,5889,0.5
2024-04-28,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,38.0,16373,2.2
2024-04-29,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,70.0,21777,2.7
2024-04-30,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,57.0,17567,2.8
2024-05-01,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Miércoles,341.923,-7.655.392,51.0,13104,2.5
2024-05-02,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,65.0,23484,4.6
2024-05-03,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,103.0,65264,14.2
2024-05-04,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,38.0,986462,136.6
2024-05-05,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,46.0,2100872,340.8
2024-05-06,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Lunes,341.923,-7.655.392,54.0,2613296,546.9
2024-05-07,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,49.0,25972,4.3
2024-05-08,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Miércoles,341.923,-7.655.392,50.0,3732438,471.2
2024-05-09,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Jueves,341.923,-7.655.392,41.0,5760178,653.7
2024-05-10,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Viernes,341.923,-7.655.392,52.0,6431417,815.1
2024-05-11,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Sábado,341.923,-7.655.392,39.0,6342,0.9
2024-05-12,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Fin de Semana,Domingo,341.923,-7.655.392,47.0,15192,3.7
2024-05-13,URBANA,032_ZW Paque La Orqueta,20,MR76,True,Festivo,Lunes,341.923,-7.655.392,48.0,27973,5.0
2024-05-14,URBANA,032_ZW Paque La Orqueta,20,MR76,False,Laboral,Martes,341.923,-7.655.392,42.0,5990,2.8
