fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,036_ZW Parque India Elena,10,MR76,True,Festivo,Lunes,342.931,-7.652.441,185.0,51847,5.9
2024-01-02,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Martes,342.931,-7.652.441,125.0,208184,24.7
2024-01-03,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Miércoles,342.931,-7.652.441,136.0,15603,1.2999999999999998
2024-01-04,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Jueves,342.931,-7.652.441,109.0,10933,1.0
2024-01-05,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Viernes,342.931,-7.652.441,133.0,16259,1.5
2024-01-06,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Sábado,342.931,-7.652.441,164.0,20508,2.6
2024-01-07,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Domingo,342.931,-7.652.441,183.0,66865,6.699999999999999
2024-01-08,URBANA,036_ZW Parque India Elena,10,MR76,True,Festivo,Lunes,342.931,-7.652.441,140.0,189164,12.0
2024-01-09,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Martes,342.931,-7.652.441,135.0,31924,2.5
2024-01-10,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Miércoles,342.931,-7.652.441,146.0,923087,76.5
2024-01-11,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Jueves,342.931,-7.652.441,145.0,111078,10.3
2024-01-12,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Viernes,342.931,-7.652.441,121.0,144011,12.4
2024-01-13,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Sábado,342.931,-7.652.441,153.0,42355,4.7
2024-01-14,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Domingo,342.931,-7.652.441,146.0,47968,6.0
2024-01-15,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Lunes,342.931,-7.652.441,119.0,86409,12.4
2024-01-16,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Martes,342.931,-7.652.441,133.0,18085,2.1
2024-01-17,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Miércoles,342.931,-7.652.441,126.0,19171,1.9
2024-01-18,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Jueves,342.931,-7.652.441,114.0,17876,1.4
2024-01-19,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Viernes,342.931,-7.652.441,129.0,2973731,193.7
2024-01-20,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Sábado,342.931,-7.652.441,155.0,3937895,304.1
2024-01-21,URBANA,036_ZW Parque India Elena,10,MR76,False,Fin de Semana,Domingo,342.931,-7.652.441,178.0,127442,9.8
2024-01-22,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Lunes,342.931,-7.652.441,138.0,23698,2.3
2024-01-23,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Martes,342.931,-7.652.441,126.0,4856698,449.7
2024-01-24,URBANA,036_ZW Parque India Elena,10,MR76,False,Laboral,Miércoles,342.931,-7.652.441,140.0,6791081,542.9000000000001
