fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,051_ZW Parque La Mecerd,2,MR76,True,Festivo,Lunes,3.480.722,-76.513.002,8.0,221715,25.4
2024-01-02,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Martes,3.480.722,-76.513.002,4.0,251,0.0
2024-01-03,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Miércoles,3.480.722,-76.513.002,6.0,30573,2.5
2024-01-04,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Jueves,3.480.722,-76.513.002,6.0,77857,7.4
2024-01-05,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Viernes,3.480.722,-76.513.002,11.0,195451,18.0
2024-01-06,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Fin de Semana,Sábado,3.480.722,-76.513.002,8.0,588478,76.7
2024-01-07,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Fin de Semana,Domingo,3.480.722,-76.513.002,10.0,450078,44.8
2024-01-08,URBANA,051_ZW Parque La Mecerd,2,MR76,True,Festivo,Lunes,3.480.722,-76.513.002,9.0,4651372,295.0
2024-01-09,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Martes,3.480.722,-76.513.002,11.0,808211,62.4
2024-01-10,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Miércoles,3.480.722,-76.513.002,8.0,79843,6.6
2024-01-11,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Jueves,3.480.722,-76.513.002,8.0,333000,30.9
2024-01-12,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Viernes,3.480.722,-76.513.002,8.0,30293,2.6
2024-01-13,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Fin de Semana,Sábado,3.480.722,-76.513.002,5.0,766129,85.1
2024-01-14,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Fin de Semana,Domingo,3.480.722,-76.513.002,5.0,9918,1.3
2024-01-15,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Lunes,3.480.722,-76.513.002,10.0,448022,64.8
2024-01-16,URBANA,051_ZW Parque La Mecerd,2,MR76,False,Laboral,Martes,3.480.722,-76.513.002,12.0,379849,44.4
