fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,041_ZW Parque Junin,9,MR76,True,Festivo,Lunes,3.431.926,-76.528.809,35.0,2112903,241.7
2024-01-02,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Martes,3.431.926,-76.528.809,39.0,4112251,488.5
2024-01-03,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Miércoles,3.431.926,-76.528.809,39.0,2259251,186.4
2024-01-04,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Jueves,3.431.926,-76.528.809,50.0,1976792,187.1
2024-01-05,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Viernes,3.431.926,-76.528.809,48.0,3451719,318.4
2024-01-06,URBANA,041_ZW Parque Junin,9,MR76,False,Fin de Semana,Sábado,3.431.926,-76.528.809,44.0,1725906,225.0
2024-01-07,URBANA,041_ZW Parque Junin,9,MR76,False,Fin de Semana,Domingo,3.431.926,-76.528.809,46.0,8263166,823.3
2024-01-08,URBANA,041_ZW Parque Junin,9,MR76,True,Festivo,Lunes,3.431.926,-76.528.809,35.0,3327632,211.1
2024-01-09,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Martes,3.431.926,-76.528.809,49.0,5777950,445.9
2024-01-10,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Miércoles,3.431.926,-76.528.809,47.0,2076928,172.2
2024-01-11,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Jueves,3.431.926,-76.528.809,57.0,1217638,113.2
2024-01-12,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Viernes,3.431.926,-76.528.809,53.0,3534614,304.3
2024-01-13,URBANA,041_ZW Parque Junin,9,MR76,False,Fin de Semana,Sábado,3.431.926,-76.528.809,46.0,4246626,471.7
2024-01-14,URBANA,041_ZW Parque Junin,9,MR76,False,Fin de Semana,Domingo,3.431.926,-76.528.809,52.0,1619288,204.6
2024-01-15,URBANA,041_ZW Parque Junin,9,MR76,False,Laboral,Lunes,3.431.926,-76.528.809,65.0,1986539,287.2
