fechaconexion,area,nombrezona,comuna,model,es_festivo,tipo_dia,dia_semana,latitud,longitud,numeroconexiones,usagekb,porcentajeuso
2024-01-01,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Lunes,342.416,-7.653.801,8.0,1419251,162.4
2024-01-02,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,25.0,2565564,304.7
2024-01-03,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,27.0,1679330,138.6
2024-01-04,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,24.0,2055002,194.5
2024-01-05,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,25.0,2183661,201.4
2024-01-06,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,24.0,1247555,162.7
2024-01-07,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,26.0,1438012,143.3
2024-01-08,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Lunes,342.416,-7.653.801,13.0,1771084,112.3
2024-01-09,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,46.0,2440270,188.3
2024-01-10,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,36.0,1491160,123.6
2024-01-11,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,42.0,1963601,182.5
2024-01-12,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,35.0,2702722,232.7
2024-01-13,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,25.0,2241844,249.0
2024-01-14,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,33.0,1801398,227.6
2024-01-15,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,32.0,921801,133.2
2024-01-16,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,37.0,1068266,124.9
2024-01-17,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,38.0,1546623,154.6
2024-01-18,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,42.0,2269796,189.2
2024-01-19,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,38.0,2525435,164.5
2024-01-20,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,32.0,1476050,114.0
2024-01-21,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,24.0,3451753,266.6
2024-01-22,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,44.0,378117,36.1
2024-01-23,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,55.0,23255,2.2
2024-01-24,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,51.0,22024,1.8
2024-01-25,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,56.0,403008,27.0
2024-01-26,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,51.0,211685,15.4
2024-01-27,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,37.0,44443,3.6
2024-01-28,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,41.0,48038,4.7
2024-01-29,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,54.0,13682,1.2
2024-01-30,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,63.0,32743,3.6
2024-01-31,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,57.0,10253,1.0
2024-02-01,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,67.0,1415240,101.7
2024-02-02,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,30.0,612943,64.2
2024-02-03,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,31.0,371897,21.0
2024-02-04,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,19.0,3935711,246.1
2024-02-05,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,33.0,1596325,106.0
2024-02-06,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,42.0,1201352,80.4
2024-02-07,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,37.0,1982829,120.1
2024-02-08,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,43.0,3440436,253.2
2024-02-09,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,52.0,204700,17.0
2024-02-10,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,42.0,15662,1.0
2024-02-11,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,50.0,24798,1.8
2024-02-12,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,59.0,10695,1.0
2024-02-13,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,85.0,11484,1.3
2024-02-14,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,47.0,1350314,178.8
2024-02-15,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,47.0,1726622,147.9
2024-02-16,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,43.0,5117899,485.4
2024-02-17,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,34.0,960147,90.8
2024-02-18,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,23.0,2334822,180.4
2024-02-19,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,53.0,3361067,229.3
2024-02-20,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,53.0,3076110,251.9
2024-02-21,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,53.0,487080,42.2
2024-02-22,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,64.0,1268642,82.9
2024-02-23,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,69.0,342362,24.1
2024-02-24,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,35.0,2450,0.2
2024-02-25,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,49.0,17393,1.0
2024-02-26,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,57.0,2390248,214.7
2024-02-27,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,59.0,4266577,367.2
2024-02-28,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,62.0,3186677,185.8
2024-02-29,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,66.0,1082772,136.8
2024-03-01,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,63.0,6710,0.6
2024-03-02,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,34.0,2617,0.3
2024-03-03,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,37.0,13546,1.0
2024-03-04,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,72.0,10677,0.8
2024-03-05,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,81.0,176420,12.8
2024-03-06,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,77.0,228366,18.9
2024-03-07,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,90.0,249653,23.4
2024-03-08,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,62.0,244938,22.9
2024-03-09,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,38.0,952862,96.4
2024-03-10,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,39.0,3613951,378.7
2024-03-11,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,55.0,1228554,130.7
2024-03-12,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,55.0,2356011,267.2
2024-03-13,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,67.0,1371446,185.3
2024-03-14,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,84.0,100254,10.3
2024-03-15,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,82.0,42847,3.3
2024-03-16,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,69.0,7362,0.7
2024-03-17,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,69.0,259986,20.1
2024-03-18,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,77.0,18965,1.6
2024-03-19,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,59.0,144800,19.2
2024-03-20,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,71.0,5911,0.9
2024-03-21,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,66.0,4793,0.5
2024-03-22,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,68.0,9918,1.0
2024-03-23,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,49.0,3837,0.5
2024-03-24,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Domingo,342.416,-7.653.801,43.0,11223,1.2
2024-03-25,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Lunes,342.416,-7.653.801,32.0,566751,80.8
2024-03-26,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,39.0,986410,126.7
2024-03-27,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,47.0,839445,103.9
2024-03-28,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Jueves,342.416,-7.653.801,27.0,504754,79.1
2024-03-29,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Viernes,342.416,-7.653.801,29.0,1409153,142.1
2024-03-30,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,25.0,151945,24.4
2024-03-31,URBANA,002_ZW Canchas Panamericanas,19,MR76,True,Festivo,Domingo,342.416,-7.653.801,34.0,2144751,281.6
2024-04-01,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,57.0,242670,23.1
2024-04-02,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,37.0,20079,2.9
2024-04-03,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,55.0,20603,2.3
2024-04-04,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,51.0,52566,4.6
2024-04-05,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,98.0,25942,2.3
2024-04-06,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Sábado,342.416,-7.653.801,38.0,8988,0.7
2024-04-07,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Fin de Semana,Domingo,342.416,-7.653.801,46.0,10803,0.9
2024-04-08,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Lunes,342.416,-7.653.801,61.0,17666,2.5
2024-04-09,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Martes,342.416,-7.653.801,60.0,23740,3.1
2024-04-10,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Miércoles,342.416,-7.653.801,73.0,9443,2.2
2024-04-11,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Jueves,342.416,-7.653.801,77.0,17050,3.9
2024-04-12,URBANA,002_ZW Canchas Panamericanas,19,MR76,False,Laboral,Viernes,342.416,-7.653.801,74.0,64801,9.5
