USAGE_KB_predicho,USAGE_KB_real,error_absoluto,error_relativo
1304850.4254489366,1121975.0,182875.42544893664,0.16299420704466377
1576698.1378832103,981547.0,595151.1378832103,0.6063399285853966
919270.3214959959,899591.0,19679.321495995857,0.02187585413370727
2077526.7403611094,868318.0,1209208.7403611094,1.3925874395798652
2206716.838696924,978912.0,1227804.838696924,1.2542545588336071
2433366.3090756526,739191.0,1694175.3090756526,2.291931732225707
3298265.022246233,702268.0,2595997.022246233,3.6965902223171683
2447955.3453800976,682553.0,1765402.3453800976,2.586469249098748
2982550.097426991,694205.0,2288345.097426991,3.2963535229895937
2505614.807458005,715425.0,1790189.807458005,2.502274602450299
3148036.5437131952,740468.0,2407568.5437131952,3.2514147049071602
3177972.283817301,782440.0,2395532.283817301,3.061617866951205
2416267.8251784006,785251.0,1631016.8251784006,2.077064308327402
2395486.1063992325,763521.0,1631965.1063992325,2.137420066244717
2037813.5911077578,887820.0,1149993.5911077578,1.2953003887136556
1853539.2164011777,976787.0,876752.2164011777,0.8975879249019261
1687805.1218467632,986192.0,701613.1218467632,0.7114366389574882
1518354.4432495225,974710.0,543644.4432495225,0.557749939212199
1592704.9408880032,1034724.0,557980.9408880032,0.539255821734108
1378032.9347741057,1143837.0,234195.93477410567,0.20474589891226255
1457349.557752885,964627.0,492722.5577528849,0.5107907592809292
1263208.5550354477,974045.0,289163.5550354477,0.29686878433280567
1173056.7116564773,977120.0,195936.7116564773,0.2005247171856858
1334519.3070808533,1032266.0,302253.30708085326,0.29280564029121686
1192883.6476004857,1092635.0,100248.64760048571,0.09174943837648045
1624374.8450585792,1144456.0,479918.84505857923,0.4193423295072761
1534018.3030088611,1105102.0,428916.30300886114,0.38812372342902385
1967054.4586798484,1001342.0,965712.4586798484,0.9644182094427761
1856772.5972527217,992471.0,864301.5972527217,0.8708582893129589
1786165.288992947,997164.0,789001.288992947,0.791245260551872
1885220.9417776389,1066085.0,819135.9417776389,0.7683589411516332
1701302.7840159654,1099249.0,602053.7840159654,0.5476955485208224
1878151.0508046371,1142808.0,735343.0508046371,0.6434528379260883
1793187.9916594955,1154973.0,638214.9916594955,0.5525800098006581
1987258.7970388527,1263160.0,724098.7970388527,0.5732439255825491
1845968.9018659918,2522165.0,676196.0981340082,0.26810145178210315
1300793.0797167257,1787191.0,486397.92028327426,0.27215777176769257
1730230.1764894382,995297.0,734933.1764894382,0.7384058994344785
1686498.0996919621,4372879.0,2686380.900308038,0.6143277461617479
2017329.0276147253,6952634.0,4935304.972385274,0.7098467965357121
1751734.9957121967,6475765.0,4724030.004287804,0.729493736151297
1704881.8426124963,5659889.0,3955007.1573875034,0.6987782193939676
1762784.4926588421,4575752.0,2812967.5073411576,0.6147552374650457
1319036.3489878213,4506900.0,3187863.6510121785,0.7073295726579641
1751129.3464033739,4196958.0,2445828.653596626,0.5827622419849391
1414033.8256032318,3756183.0,2342149.174396768,0.623545012156428
1848984.5308211218,4417326.0,2568341.4691788782,0.5814244792389962
2726755.9491013866,6473675.0,3746919.0508986134,0.5787931972023022
2235543.235005711,8732952.0,6497408.764994289,0.7440105894311899
2374706.8855545265,5978087.0,3603380.1144454735,0.6027647497344005
2409744.5275313226,8157530.0,5747785.472468678,0.7045987538468971
2537131.7652730537,6508873.0,3971741.2347269463,0.6102041374485178
2672570.4108746937,8243290.0,5570719.589125306,0.6757883792909514
2872088.5280882977,4836982.0,1964893.4719117023,0.40622302748112404
3255977.7703835326,9223780.0,5967802.229616467,0.6470017964019597
2837730.5534006143,7788096.0,4950365.446599386,0.6356323094372984
2917458.2520590555,5734278.0,2816819.7479409445,0.4912248321307311
3247640.665012709,7950415.0,4702774.334987291,0.5915130637818644
3522490.040900835,6473675.0,2951184.959099165,0.45587474797532546
3342133.4424480386,5611590.0,2269456.5575519614,0.4044230882070788
3625985.339413497,8110793.0,4484807.660586502,0.5529431783780577
3572829.0495680007,6269576.0,2696746.9504319993,0.43013226898150675
3052268.655795256,4457767.0,1405498.3442047439,0.31529201598126233
3506067.7618448087,8827042.0,5320974.238155192,0.602803774826855
3649063.822373311,4410505.0,761441.177626689,0.17264262882066542
3916349.623207387,10035278.0,6118928.376792613,0.6097417905904164
3736744.511224934,7406705.0,3669960.488775066,0.4954916509804381
3822447.1129857483,8933883.0,5111435.887014251,0.5721404552773135
4106552.8744481155,5295544.0,1188991.1255518845,0.22452672011636285
3632295.11076059,8299335.0,4667039.88923941,0.5623390174320485
