DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,NUMERO_CONEXIONES,PORCENTAJE_USO,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10
2,1,0,0,48.0,9.41,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,75.0,74.0,66.0,35.0,77.0,91.0,92.0,81.0,66.0,53.0,85.69,87.81,68.75,48.1,127.21,81.48,71.83,89.82,151.77,78.1
3,1,0,0,69.0,77.4,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,48.0,75.0,74.0,66.0,35.0,77.0,91.0,92.0,81.0,66.0,9.41,85.69,87.81,68.75,48.1,127.21,81.48,71.83,89.82,151.77
4,1,0,0,60.0,54.19,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,69.0,48.0,75.0,74.0,66.0,35.0,77.0,91.0,92.0,81.0,77.4,9.41,85.69,87.81,68.75,48.1,127.21,81.48,71.83,89.82
5,0,1,0,48.0,16.3,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,60.0,69.0,48.0,75.0,74.0,66.0,35.0,77.0,91.0,92.0,54.19,77.4,9.41,85.69,87.81,68.75,48.1,127.21,81.48,71.83
6,0,1,0,88.0,84.91,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,48.0,60.0,69.0,48.0,75.0,74.0,66.0,35.0,77.0,91.0,16.3,54.19,77.4,9.41,85.69,87.81,68.75,48.1,127.21,81.48
0,1,0,0,117.0,404.94,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,88.0,48.0,60.0,69.0,48.0,75.0,74.0,66.0,35.0,77.0,84.91,16.3,54.19,77.4,9.41,85.69,87.81,68.75,48.1,127.21
1,1,0,0,107.0,205.23,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,117.0,88.0,48.0,60.0,69.0,48.0,75.0,74.0,66.0,35.0,404.94,84.91,16.3,54.19,77.4,9.41,85.69,87.81,68.75,48.1
