DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES
5,0,1,0,100.76,24.0
6,0,1,0,78.1,53.0
0,1,0,0,151.77,66.0
1,1,0,0,89.82,81.0
2,1,0,0,71.83,92.0
3,1,0,0,81.48,91.0
4,1,0,0,127.21,77.0
5,0,1,0,48.1,35.0
6,0,1,0,68.75,66.0
0,1,0,0,87.81,74.0
1,1,0,0,85.69,75.0
2,1,0,0,9.41,48.0
3,1,0,0,77.4,69.0
4,1,0,0,54.19,60.0
5,0,1,0,16.3,48.0
6,0,1,0,84.91,88.0
0,1,0,0,404.94,117.0
1,1,0,0,205.23,107.0
