DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
0,1,0,0,68.77,49.0,2287105.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,86.29,45.33,269.12,263.7,102.24,162.09,34.13,47.34,35.55,20.38,47.0,34.0,52.0,54.0,56.0,52.0,34.0,35.0,50.0,30.0
1,1,0,0,72.1,54.0,2216233.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,68.77,86.29,45.33,269.12,263.7,102.24,162.09,34.13,47.34,35.55,49.0,47.0,34.0,52.0,54.0,56.0,52.0,34.0,35.0,50.0
2,1,0,0,158.0,59.0,4972255.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,72.1,68.77,86.29,45.33,269.12,263.7,102.24,162.09,34.13,47.34,54.0,49.0,47.0,34.0,52.0,54.0,56.0,52.0,34.0,35.0
3,1,0,0,98.6,62.0,2805026.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,158.0,72.1,68.77,86.29,45.33,269.12,263.7,102.24,162.09,34.13,59.0,54.0,49.0,47.0,34.0,52.0,54.0,56.0,52.0,34.0
4,1,0,0,160.0,58.0,4866538.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,98.6,158.0,72.1,68.77,86.29,45.33,269.12,263.7,102.24,162.09,62.0,59.0,54.0,49.0,47.0,34.0,52.0,54.0,56.0,52.0
5,0,1,0,31.8,39.0,829948.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,160.0,98.6,158.0,72.1,68.77,86.29,45.33,269.12,263.7,102.24,58.0,62.0,59.0,54.0,49.0,47.0,34.0,52.0,54.0,56.0
6,0,1,0,79.7,55.0,2553709.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,31.8,160.0,98.6,158.0,72.1,68.77,86.29,45.33,269.12,263.7,39.0,58.0,62.0,59.0,54.0,49.0,47.0,34.0,52.0,54.0
0,1,0,0,127.0,50.0,3178678.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,79.7,31.8,160.0,98.6,158.0,72.1,68.77,86.29,45.33,269.12,55.0,39.0,58.0,62.0,59.0,54.0,49.0,47.0,34.0,52.0
1,1,0,0,65.6,44.0,1568350.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,127.0,79.7,31.8,160.0,98.6,158.0,72.1,68.77,86.29,45.33,50.0,55.0,39.0,58.0,62.0,59.0,54.0,49.0,47.0,34.0
2,1,0,0,89.1,47.0,2516442.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,65.6,127.0,79.7,31.8,160.0,98.6,158.0,72.1,68.77,86.29,44.0,50.0,55.0,39.0,58.0,62.0,59.0,54.0,49.0,47.0
3,1,0,0,159.0,36.0,4356500.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,89.1,65.6,127.0,79.7,31.8,160.0,98.6,158.0,72.1,68.77,47.0,44.0,50.0,55.0,39.0,58.0,62.0,59.0,54.0,49.0
4,1,0,0,276.0,39.0,8994909.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,159.0,89.1,65.6,127.0,79.7,31.8,160.0,98.6,158.0,72.1,36.0,47.0,44.0,50.0,55.0,39.0,58.0,62.0,59.0,54.0
5,0,1,0,74.4,30.0,1751638.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,276.0,159.0,89.1,65.6,127.0,79.7,31.8,160.0,98.6,158.0,39.0,36.0,47.0,44.0,50.0,55.0,39.0,58.0,62.0,59.0
6,0,1,0,73.3,47.0,2367704.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,74.4,276.0,159.0,89.1,65.6,127.0,79.7,31.8,160.0,98.6,30.0,39.0,36.0,47.0,44.0,50.0,55.0,39.0,58.0,62.0
0,1,0,0,91.4,32.0,2236079.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,73.3,74.4,276.0,159.0,89.1,65.6,127.0,79.7,31.8,160.0,47.0,30.0,39.0,36.0,47.0,44.0,50.0,55.0,39.0,58.0
