DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
5,0,1,0,349.2,48.0,3756918.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,348.4,378.1,139.4,227.2,645.1,277.8,642.5,465.1,528.9,170.9,52.0,50.0,19.0,19.0,23.0,33.0,44.0,31.0,33.0,3.0
6,0,1,0,467.5,41.0,5429747.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,349.2,348.4,378.1,139.4,227.2,645.1,277.8,642.5,465.1,528.9,48.0,52.0,50.0,19.0,19.0,23.0,33.0,44.0,31.0,33.0
0,1,0,0,337.0,31.0,3033905.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,467.5,349.2,348.4,378.1,139.4,227.2,645.1,277.8,642.5,465.1,41.0,48.0,52.0,50.0,19.0,19.0,23.0,33.0,44.0,31.0
1,1,0,0,93.5,11.0,740325.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,337.0,467.5,349.2,348.4,378.1,139.4,227.2,645.1,277.8,642.5,31.0,41.0,48.0,52.0,50.0,19.0,19.0,23.0,33.0,44.0
2,1,0,0,463.7,67.0,3207624.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,93.5,337.0,467.5,349.2,348.4,378.1,139.4,227.2,645.1,277.8,11.0,31.0,41.0,48.0,52.0,50.0,19.0,19.0,23.0,33.0
3,1,0,0,462.2,62.0,3953247.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,463.7,93.5,337.0,467.5,349.2,348.4,378.1,139.4,227.2,645.1,67.0,11.0,31.0,41.0,48.0,52.0,50.0,19.0,19.0,23.0
4,1,0,0,347.3,61.0,3473765.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,462.2,463.7,93.5,337.0,467.5,349.2,348.4,378.1,139.4,227.2,62.0,67.0,11.0,31.0,41.0,48.0,52.0,50.0,19.0,19.0
5,0,1,0,347.4,61.0,4167144.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,347.3,462.2,463.7,93.5,337.0,467.5,349.2,348.4,378.1,139.4,61.0,62.0,67.0,11.0,31.0,41.0,48.0,52.0,50.0,19.0
6,0,1,0,400.8,58.0,6152767.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,347.4,347.3,462.2,463.7,93.5,337.0,467.5,349.2,348.4,378.1,61.0,61.0,62.0,67.0,11.0,31.0,41.0,48.0,52.0,50.0
0,1,0,0,78.2,36.0,1012500.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,400.8,347.4,347.3,462.2,463.7,93.5,337.0,467.5,349.2,348.4,58.0,61.0,61.0,62.0,67.0,11.0,31.0,41.0,48.0,52.0
