DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,NUMERO_CONEXIONES,PORCENTAJE_USO,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10
1,1,0,0,10.0,3.46,0,6,5,4,3,2,1,0,6,5,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,1,1,0,0,0,0,0,47.0,44.0,28.0,43.0,42.0,35.0,36.0,42.0,65.0,60.0,116.0,120.0,149.0,137.0,128.0,88.0,80.0,155.0,190.0,147.0
2,1,0,0,26.0,33.2,1,0,6,5,4,3,2,1,0,6,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,1,1,0,0,0,0,10.0,47.0,44.0,28.0,43.0,42.0,35.0,36.0,42.0,65.0,3.46,116.0,120.0,149.0,137.0,128.0,88.0,80.0,155.0,190.0
3,1,0,0,16.0,0.8,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,0,0,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,0,26.0,10.0,47.0,44.0,28.0,43.0,42.0,35.0,36.0,42.0,33.2,3.46,116.0,120.0,149.0,137.0,128.0,88.0,80.0,155.0
4,1,0,0,21.0,4.49,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,0,0,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,0,16.0,26.0,10.0,47.0,44.0,28.0,43.0,42.0,35.0,36.0,0.8,33.2,3.46,116.0,120.0,149.0,137.0,128.0,88.0,80.0
5,0,1,0,23.0,84.2,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,0,21.0,16.0,26.0,10.0,47.0,44.0,28.0,43.0,42.0,35.0,4.49,0.8,33.2,3.46,116.0,120.0,149.0,137.0,128.0,88.0
6,0,1,0,15.0,45.9,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,0,0,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,1,23.0,21.0,16.0,26.0,10.0,47.0,44.0,28.0,43.0,42.0,84.2,4.49,0.8,33.2,3.46,116.0,120.0,149.0,137.0,128.0
0,1,0,0,17.0,24.1,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1,15.0,23.0,21.0,16.0,26.0,10.0,47.0,44.0,28.0,43.0,45.9,84.2,4.49,0.8,33.2,3.46,116.0,120.0,149.0,137.0
