DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES
5,0,1,0,204.72,67.0
6,0,1,0,155.04,41.0
0,1,0,0,294.19,98.0
1,1,0,0,277.2,104.0
2,1,0,0,160.29,87.0
3,1,0,0,443.57,98.0
4,1,0,0,257.8,109.0
5,0,1,0,213.13,92.0
6,0,1,0,83.93,48.0
0,1,0,0,269.12,96.0
1,1,0,0,143.24,80.0
2,1,0,0,438.22,84.0
3,1,0,0,270.28,108.0
4,1,0,0,341.04,87.0
5,0,1,0,141.3,33.0
6,0,1,0,418.99,47.0
0,1,0,0,19.8,14.0
1,1,0,0,44.67,36.0
