NOMBRE_ZONA,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE_USO,NUMERO_CONEXIONES,USAGE_KB,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10
003_ZW Parque del Perro,2,0,0,1,60.6,54.0,1710472.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,354.0,357.0,223.0,14.9,59.2,47.6,32.5,95.7,12.38,46.34,42.0,75.0,87.0,73.0,83.0,63.0,62.0,86.0,62.0,94.0
003_ZW Parque del Perro,3,1,0,0,163.0,69.0,4461948.0,2,1,0,6,5,4,3,2,1,0,0,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,60.6,354.0,357.0,223.0,14.9,59.2,47.6,32.5,95.7,12.38,54.0,42.0,75.0,87.0,73.0,83.0,63.0,62.0,86.0,62.0
003_ZW Parque del Perro,4,1,0,0,63.5,61.0,2070887.0,3,2,1,0,6,5,4,3,2,1,1,0,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,163.0,60.6,354.0,357.0,223.0,14.9,59.2,47.6,32.5,95.7,69.0,54.0,42.0,75.0,87.0,73.0,83.0,63.0,62.0,86.0
003_ZW Parque del Perro,5,0,1,0,82.0,47.0,1930924.0,4,3,2,1,0,6,5,4,3,2,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,63.5,163.0,60.6,354.0,357.0,223.0,14.9,59.2,47.6,32.5,61.0,69.0,54.0,42.0,75.0,87.0,73.0,83.0,63.0,62.0
003_ZW Parque del Perro,6,0,1,0,71.5,64.0,2309017.0,5,4,3,2,1,0,6,5,4,3,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,82.0,63.5,163.0,60.6,354.0,357.0,223.0,14.9,59.2,47.6,47.0,61.0,69.0,54.0,42.0,75.0,87.0,73.0,83.0,63.0
003_ZW Parque del Perro,0,1,0,0,18.7,54.0,457144.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,71.5,82.0,63.5,163.0,60.6,354.0,357.0,223.0,14.9,59.2,64.0,47.0,61.0,69.0,54.0,42.0,75.0,87.0,73.0,83.0
003_ZW Parque del Perro,1,1,0,0,49.3,37.0,915542.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,18.7,71.5,82.0,63.5,163.0,60.6,354.0,357.0,223.0,14.9,54.0,64.0,47.0,61.0,69.0,54.0,42.0,75.0,87.0,73.0
003_ZW Parque del Perro,2,0,0,1,368.0,48.0,5400359.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,0,49.3,18.7,71.5,82.0,63.5,163.0,60.6,354.0,357.0,223.0,37.0,54.0,64.0,47.0,61.0,69.0,54.0,42.0,75.0,87.0
003_ZW Parque del Perro,3,1,0,0,10.0,5.0,279869.0,2,1,0,6,5,4,3,2,1,0,0,1,1,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,0,368.0,49.3,18.7,71.5,82.0,63.5,163.0,60.6,354.0,357.0,48.0,37.0,54.0,64.0,47.0,61.0,69.0,54.0,42.0,75.0
,4,1,0,0,63.9,31.0,558191.0,3,2,1,0,6,5,4,3,2,1,1,0,1,1,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,0,10.0,368.0,49.3,18.7,71.5,82.0,63.5,163.0,60.6,354.0,5.0,48.0,37.0,54.0,64.0,47.0,61.0,69.0,54.0,42.0
,5,0,1,0,379.8,50.0,3197761.0,4,3,2,1,0,6,5,4,3,2,1,1,0,1,1,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,1,63.9,10.0,368.0,49.3,18.7,71.5,82.0,63.5,163.0,60.6,31.0,5.0,48.0,37.0,54.0,64.0,47.0,61.0,69.0,54.0
,6,0,1,0,371.2,53.0,4497857.0,5,4,3,2,1,0,6,5,4,3,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,379.8,63.9,10.0,368.0,49.3,18.7,71.5,82.0,63.5,163.0,50.0,31.0,5.0,48.0,37.0,54.0,64.0,47.0,61.0,69.0
,0,0,0,1,224.6,56.0,2372590.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,0,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,371.2,379.8,63.9,10.0,368.0,49.3,18.7,71.5,82.0,63.5,53.0,50.0,31.0,5.0,48.0,37.0,54.0,64.0,47.0,61.0
,1,1,0,0,461.7,61.0,5004855.0,0,6,5,4,3,2,1,0,6,5,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,1,1,0,0,0,0,1,0,0,0,0,224.6,371.2,379.8,63.9,10.0,368.0,49.3,18.7,71.5,82.0,56.0,53.0,50.0,31.0,5.0,48.0,37.0,54.0,64.0,47.0
,2,1,0,0,134.0,86.0,1027866.0,1,0,6,5,4,3,2,1,0,6,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,1,0,1,0,0,0,0,1,0,0,0,461.7,224.6,371.2,379.8,63.9,10.0,368.0,49.3,18.7,71.5,61.0,56.0,53.0,50.0,31.0,5.0,48.0,37.0,54.0,64.0
,3,1,0,0,1.4,69.0,14435.0,2,1,0,6,5,4,3,2,1,0,1,1,0,0,0,1,1,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,0,134.0,461.7,224.6,371.2,379.8,63.9,10.0,368.0,49.3,18.7,86.0,61.0,56.0,53.0,50.0,31.0,5.0,48.0,37.0,54.0
,4,1,0,0,143.5,65.0,2261991.0,3,2,1,0,6,5,4,3,2,1,1,1,1,0,0,0,1,1,0,1,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,0,1.4,134.0,461.7,224.6,371.2,379.8,63.9,10.0,368.0,49.3,69.0,86.0,61.0,56.0,53.0,50.0,31.0,5.0,48.0,37.0
,5,0,1,0,66.3,48.0,858841.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,1,143.5,1.4,134.0,461.7,224.6,371.2,379.8,63.9,10.0,368.0,65.0,69.0,86.0,61.0,56.0,53.0,50.0,31.0,5.0,48.0
,6,0,1,0,251.4,58.0,3032368.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,0,66.3,143.5,1.4,134.0,461.7,224.6,371.2,379.8,63.9,10.0,48.0,65.0,69.0,86.0,61.0,56.0,53.0,50.0,31.0,5.0
,0,1,0,0,387.4,55.0,4167929.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,0,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,0,251.4,66.3,143.5,1.4,134.0,461.7,224.6,371.2,379.8,63.9,58.0,48.0,65.0,69.0,86.0,61.0,56.0,53.0,50.0,31.0
,1,1,0,0,370.0,64.0,4297890.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,1,0,0,387.4,251.4,66.3,143.5,1.4,134.0,461.7,224.6,371.2,379.8,55.0,58.0,48.0,65.0,69.0,86.0,61.0,56.0,53.0,50.0
,2,1,0,0,495.7,89.0,4462836.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,1,0,370.0,387.4,251.4,66.3,143.5,1.4,134.0,461.7,224.6,371.2,64.0,55.0,58.0,48.0,65.0,69.0,86.0,61.0,56.0,53.0
,3,1,0,0,688.7,90.0,5450526.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,495.7,370.0,387.4,251.4,66.3,143.5,1.4,134.0,461.7,224.6,89.0,64.0,55.0,58.0,48.0,65.0,69.0,86.0,61.0,56.0
,4,1,0,0,69.6,74.0,481464.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,688.7,495.7,370.0,387.4,251.4,66.3,143.5,1.4,134.0,461.7,90.0,89.0,64.0,55.0,58.0,48.0,65.0,69.0,86.0,61.0
,5,0,1,0,6.3,76.0,53846.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,69.6,688.7,495.7,370.0,387.4,251.4,66.3,143.5,1.4,134.0,74.0,90.0,89.0,64.0,55.0,58.0,48.0,65.0,69.0,86.0
,6,0,1,0,0.4,49.0,4169.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,6.3,69.6,688.7,495.7,370.0,387.4,251.4,66.3,143.5,1.4,76.0,74.0,90.0,89.0,64.0,55.0,58.0,48.0,65.0,69.0
,0,1,0,0,1.0,68.0,12214.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0.4,6.3,69.6,688.7,495.7,370.0,387.4,251.4,66.3,143.5,49.0,76.0,74.0,90.0,89.0,64.0,55.0,58.0,48.0,65.0
,1,1,0,0,0.6,77.0,9963.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,1.0,0.4,6.3,69.6,688.7,495.7,370.0,387.4,251.4,66.3,68.0,49.0,76.0,74.0,90.0,89.0,64.0,55.0,58.0,48.0
,2,1,0,0,0.9,81.0,11581.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0.6,1.0,0.4,6.3,69.6,688.7,495.7,370.0,387.4,251.4,77.0,68.0,49.0,76.0,74.0,90.0,89.0,64.0,55.0,58.0
003_ZW Parque del Perro,3,1,0,0,43.0,39.0,1718363.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.9,0.6,1.0,0.4,6.3,69.6,688.7,495.7,370.0,387.4,81.0,77.0,68.0,49.0,76.0,74.0,90.0,89.0,64.0,55.0
003_ZW Parque del Perro,4,1,0,0,120.0,57.0,3985481.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,0.9,0.6,1.0,0.4,6.3,69.6,688.7,495.7,370.0,39.0,81.0,77.0,68.0,49.0,76.0,74.0,90.0,89.0,64.0
003_ZW Parque del Perro,5,0,1,0,108.0,73.0,4008692.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,120.0,43.0,0.9,0.6,1.0,0.4,6.3,69.6,688.7,495.7,57.0,39.0,81.0,77.0,68.0,49.0,76.0,74.0,90.0,89.0
003_ZW Parque del Perro,6,0,1,0,59.0,56.0,2309763.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,108.0,120.0,43.0,0.9,0.6,1.0,0.4,6.3,69.6,688.7,73.0,57.0,39.0,81.0,77.0,68.0,49.0,76.0,74.0,90.0
003_ZW Parque del Perro,0,1,0,0,51.0,46.0,1915132.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,59.0,108.0,120.0,43.0,0.9,0.6,1.0,0.4,6.3,69.6,56.0,73.0,57.0,39.0,81.0,77.0,68.0,49.0,76.0,74.0
003_ZW Parque del Perro,1,1,0,0,16.0,39.0,515709.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,51.0,59.0,108.0,120.0,43.0,0.9,0.6,1.0,0.4,6.3,46.0,56.0,73.0,57.0,39.0,81.0,77.0,68.0,49.0,76.0
003_ZW Parque del Perro,2,1,0,0,17.0,44.0,613428.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0,51.0,59.0,108.0,120.0,43.0,0.9,0.6,1.0,0.4,39.0,46.0,56.0,73.0,57.0,39.0,81.0,77.0,68.0,49.0
003_ZW Parque del Perro,3,1,0,0,275.0,66.0,7455771.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,17.0,16.0,51.0,59.0,108.0,120.0,43.0,0.9,0.6,1.0,44.0,39.0,46.0,56.0,73.0,57.0,39.0,81.0,77.0,68.0
003_ZW Parque del Perro,4,1,0,0,145.0,64.0,2664308.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,275.0,17.0,16.0,51.0,59.0,108.0,120.0,43.0,0.9,0.6,66.0,44.0,39.0,46.0,56.0,73.0,57.0,39.0,81.0,77.0
003_ZW Parque del Perro,5,0,1,0,103.0,75.0,2912254.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,145.0,275.0,17.0,16.0,51.0,59.0,108.0,120.0,43.0,0.9,64.0,66.0,44.0,39.0,46.0,56.0,73.0,57.0,39.0,81.0
003_ZW Parque del Perro,6,0,1,0,81.0,77.0,2730878.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,103.0,145.0,275.0,17.0,16.0,51.0,59.0,108.0,120.0,43.0,75.0,64.0,66.0,44.0,39.0,46.0,56.0,73.0,57.0,39.0
003_ZW Parque del Perro,0,1,0,0,67.0,34.0,1727489.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,81.0,103.0,145.0,275.0,17.0,16.0,51.0,59.0,108.0,120.0,77.0,75.0,64.0,66.0,44.0,39.0,46.0,56.0,73.0,57.0
003_ZW Parque del Perro,1,1,0,0,25.0,42.0,716840.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,67.0,81.0,103.0,145.0,275.0,17.0,16.0,51.0,59.0,108.0,34.0,77.0,75.0,64.0,66.0,44.0,39.0,46.0,56.0,73.0
003_ZW Parque del Perro,2,1,0,0,23.0,30.0,550974.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,25.0,67.0,81.0,103.0,145.0,275.0,17.0,16.0,51.0,59.0,42.0,34.0,77.0,75.0,64.0,66.0,44.0,39.0,46.0,56.0
003_ZW Parque del Perro,3,1,0,0,43.0,65.0,1167650.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,25.0,67.0,81.0,103.0,145.0,275.0,17.0,16.0,51.0,30.0,42.0,34.0,77.0,75.0,64.0,66.0,44.0,39.0,46.0
003_ZW Parque del Perro,4,1,0,0,44.0,53.0,1276208.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,43.0,23.0,25.0,67.0,81.0,103.0,145.0,275.0,17.0,16.0,65.0,30.0,42.0,34.0,77.0,75.0,64.0,66.0,44.0,39.0
003_ZW Parque del Perro,5,0,1,0,19.0,60.0,511983.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,44.0,43.0,23.0,25.0,67.0,81.0,103.0,145.0,275.0,17.0,53.0,65.0,30.0,42.0,34.0,77.0,75.0,64.0,66.0,44.0
003_ZW Parque del Perro,6,0,1,0,30.0,51.0,949964.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,19.0,44.0,43.0,23.0,25.0,67.0,81.0,103.0,145.0,275.0,60.0,53.0,65.0,30.0,42.0,34.0,77.0,75.0,64.0,66.0
003_ZW Parque del Perro,0,1,0,0,20.0,46.0,528705.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,30.0,19.0,44.0,43.0,23.0,25.0,67.0,81.0,103.0,145.0,51.0,60.0,53.0,65.0,30.0,42.0,34.0,77.0,75.0,64.0
003_ZW Parque del Perro,1,1,0,0,16.0,42.0,460283.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,20.0,30.0,19.0,44.0,43.0,23.0,25.0,67.0,81.0,103.0,46.0,51.0,60.0,53.0,65.0,30.0,42.0,34.0,77.0,75.0
003_ZW Parque del Perro,2,1,0,0,34.0,48.0,1122031.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,16.0,20.0,30.0,19.0,44.0,43.0,23.0,25.0,67.0,81.0,42.0,46.0,51.0,60.0,53.0,65.0,30.0,42.0,34.0,77.0
003_ZW Parque del Perro,3,1,0,0,107.0,44.0,2283692.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,34.0,16.0,20.0,30.0,19.0,44.0,43.0,23.0,25.0,67.0,48.0,42.0,46.0,51.0,60.0,53.0,65.0,30.0,42.0,34.0
003_ZW Parque del Perro,4,1,0,0,23.0,57.0,776018.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,107.0,34.0,16.0,20.0,30.0,19.0,44.0,43.0,23.0,25.0,44.0,48.0,42.0,46.0,51.0,60.0,53.0,65.0,30.0,42.0
003_ZW Parque del Perro,5,0,1,0,84.0,88.0,2325843.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,23.0,107.0,34.0,16.0,20.0,30.0,19.0,44.0,43.0,23.0,57.0,44.0,48.0,42.0,46.0,51.0,60.0,53.0,65.0,30.0
003_ZW Parque del Perro,6,0,1,0,82.0,71.0,2498100.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,84.0,23.0,107.0,34.0,16.0,20.0,30.0,19.0,44.0,43.0,88.0,57.0,44.0,48.0,42.0,46.0,51.0,60.0,53.0,65.0
003_ZW Parque del Perro,0,1,0,0,28.0,37.0,787017.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,82.0,84.0,23.0,107.0,34.0,16.0,20.0,30.0,19.0,44.0,71.0,88.0,57.0,44.0,48.0,42.0,46.0,51.0,60.0,53.0
003_ZW Parque del Perro,1,1,0,0,43.0,38.0,1215653.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,28.0,82.0,84.0,23.0,107.0,34.0,16.0,20.0,30.0,19.0,37.0,71.0,88.0,57.0,44.0,48.0,42.0,46.0,51.0,60.0
003_ZW Parque del Perro,2,1,0,0,47.0,55.0,1465288.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,43.0,28.0,82.0,84.0,23.0,107.0,34.0,16.0,20.0,30.0,38.0,37.0,71.0,88.0,57.0,44.0,48.0,42.0,46.0,51.0
003_ZW Parque del Perro,3,1,0,0,33.0,55.0,1148827.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47.0,43.0,28.0,82.0,84.0,23.0,107.0,34.0,16.0,20.0,55.0,38.0,37.0,71.0,88.0,57.0,44.0,48.0,42.0,46.0
003_ZW Parque del Perro,4,1,0,0,33.0,61.0,954246.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,47.0,43.0,28.0,82.0,84.0,23.0,107.0,34.0,16.0,55.0,55.0,38.0,37.0,71.0,88.0,57.0,44.0,48.0,42.0
003_ZW Parque del Perro,5,0,1,0,49.0,73.0,1387109.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,33.0,33.0,47.0,43.0,28.0,82.0,84.0,23.0,107.0,34.0,61.0,55.0,55.0,38.0,37.0,71.0,88.0,57.0,44.0,48.0
003_ZW Parque del Perro,6,0,1,0,25.0,51.0,870883.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,49.0,33.0,33.0,47.0,43.0,28.0,82.0,84.0,23.0,107.0,73.0,61.0,55.0,55.0,38.0,37.0,71.0,88.0,57.0,44.0
003_ZW Parque del Perro,0,1,0,0,53.0,53.0,1293207.0,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,25.0,49.0,33.0,33.0,47.0,43.0,28.0,82.0,84.0,23.0,51.0,73.0,61.0,55.0,55.0,38.0,37.0,71.0,88.0,57.0
003_ZW Parque del Perro,1,1,0,0,21.0,47.0,663214.0,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,53.0,25.0,49.0,33.0,33.0,47.0,43.0,28.0,82.0,84.0,53.0,51.0,73.0,61.0,55.0,55.0,38.0,37.0,71.0,88.0
003_ZW Parque del Perro,2,1,0,0,83.0,43.0,2285912.0,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,21.0,53.0,25.0,49.0,33.0,33.0,47.0,43.0,28.0,82.0,47.0,53.0,51.0,73.0,61.0,55.0,55.0,38.0,37.0,71.0
003_ZW Parque del Perro,3,1,0,0,86.0,43.0,2474764.0,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,83.0,21.0,53.0,25.0,49.0,33.0,33.0,47.0,43.0,28.0,43.0,47.0,53.0,51.0,73.0,61.0,55.0,55.0,38.0,37.0
003_ZW Parque del Perro,4,1,0,0,41.0,58.0,1163703.0,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,86.0,83.0,21.0,53.0,25.0,49.0,33.0,33.0,47.0,43.0,43.0,43.0,47.0,53.0,51.0,73.0,61.0,55.0,55.0,38.0
003_ZW Parque del Perro,5,0,1,0,22.0,59.0,580973.0,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,86.0,83.0,21.0,53.0,25.0,49.0,33.0,33.0,47.0,58.0,43.0,43.0,47.0,53.0,51.0,73.0,61.0,55.0,55.0
003_ZW Parque del Perro,6,0,1,0,59.0,71.0,2004506.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,22.0,41.0,86.0,83.0,21.0,53.0,25.0,49.0,33.0,33.0,59.0,58.0,43.0,43.0,47.0,53.0,51.0,73.0,61.0,55.0
