DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,NUMERO_CONEXIONES,PORCENTAJE_USO,DIA_SEMANA_lag_1,DIA_SEMANA_lag_2,DIA_SEMANA_lag_3,DIA_SEMANA_lag_4,DIA_SEMANA_lag_5,DIA_SEMANA_lag_6,DIA_SEMANA_lag_7,DIA_SEMANA_lag_8,DIA_SEMANA_lag_9,DIA_SEMANA_lag_10,LABORAL_lag_1,LABORAL_lag_2,LABORAL_lag_3,LABORAL_lag_4,LABORAL_lag_5,LABORAL_lag_6,LABORAL_lag_7,LABORAL_lag_8,LABORAL_lag_9,LABORAL_lag_10,FIN_DE_SEMANA_lag_1,FIN_DE_SEMANA_lag_2,FIN_DE_SEMANA_lag_3,FIN_DE_SEMANA_lag_4,FIN_DE_SEMANA_lag_5,FIN_DE_SEMANA_lag_6,FIN_DE_SEMANA_lag_7,FIN_DE_SEMANA_lag_8,FIN_DE_SEMANA_lag_9,FIN_DE_SEMANA_lag_10,FESTIVO_lag_1,FESTIVO_lag_2,FESTIVO_lag_3,FESTIVO_lag_4,FESTIVO_lag_5,FESTIVO_lag_6,FESTIVO_lag_7,FESTIVO_lag_8,FESTIVO_lag_9,FESTIVO_lag_10,NUMERO_CONEXIONES_lag_1,NUMERO_CONEXIONES_lag_2,NUMERO_CONEXIONES_lag_3,NUMERO_CONEXIONES_lag_4,NUMERO_CONEXIONES_lag_5,NUMERO_CONEXIONES_lag_6,NUMERO_CONEXIONES_lag_7,NUMERO_CONEXIONES_lag_8,NUMERO_CONEXIONES_lag_9,NUMERO_CONEXIONES_lag_10,PORCENTAJE_USO_lag_1,PORCENTAJE_USO_lag_2,PORCENTAJE_USO_lag_3,PORCENTAJE_USO_lag_4,PORCENTAJE_USO_lag_5,PORCENTAJE_USO_lag_6,PORCENTAJE_USO_lag_7,PORCENTAJE_USO_lag_8,PORCENTAJE_USO_lag_9,PORCENTAJE_USO_lag_10
2,1,0,0,41.0,95.41,1,0,6,5,4,3,2,1,0,6,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,58.0,54.0,68.0,76.0,72.0,52.0,52.0,53.0,44.0,77.0,82.05,101.55,38.34,35.33,63.23,35.58,55.98,19.35,51.16,106.73
3,1,0,0,96.0,818.71,2,1,0,6,5,4,3,2,1,0,1,1,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,41.0,58.0,54.0,68.0,76.0,72.0,52.0,52.0,53.0,44.0,95.41,82.05,101.55,38.34,35.33,63.23,35.58,55.98,19.35,51.16
4,1,0,0,68.0,145.87,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,1,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,96.0,41.0,58.0,54.0,68.0,76.0,72.0,52.0,52.0,53.0,818.71,95.41,82.05,101.55,38.34,35.33,63.23,35.58,55.98,19.35
5,0,1,0,41.0,292.25,4,3,2,1,0,6,5,4,3,2,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,0,68.0,96.0,41.0,58.0,54.0,68.0,76.0,72.0,52.0,52.0,145.87,818.71,95.41,82.05,101.55,38.34,35.33,63.23,35.58,55.98
6,0,1,0,60.0,1201.0,5,4,3,2,1,0,6,5,4,3,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,41.0,68.0,96.0,41.0,58.0,54.0,68.0,76.0,72.0,52.0,292.25,145.87,818.71,95.41,82.05,101.55,38.34,35.33,63.23,35.58
0,1,0,0,39.0,211.39,6,5,4,3,2,1,0,6,5,4,0,0,1,1,1,1,1,0,0,1,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,0,60.0,41.0,68.0,96.0,41.0,58.0,54.0,68.0,76.0,72.0,1201.0,292.25,145.87,818.71,95.41,82.05,101.55,38.34,35.33,63.23
1,1,0,0,62.0,295.55,0,6,5,4,3,2,1,0,6,5,1,0,0,1,1,1,1,1,0,0,0,1,1,0,0,0,0,0,1,1,0,0,0,0,0,0,0,0,0,0,39.0,60.0,41.0,68.0,96.0,41.0,58.0,54.0,68.0,76.0,211.39,1201.0,292.25,145.87,818.71,95.41,82.05,101.55,38.34,35.33
