FECHA.CONEXION,DIA_SEMANA,LABORAL,FIN_DE_SEMANA,FESTIVO,PORCENTAJE.USO,NUMERO.CONEXIONES,USAGE.KB
2024-01-01,0,0,0,1,"241,7",35,2112903
2024-01-02,1,1,0,0,"488,5",39,4112251
2024-01-03,2,1,0,0,"186,4",39,2259251
2024-01-04,3,1,0,0,"187,1",50,1976792
2024-01-05,4,1,0,0,"318,4",48,3451719
2024-01-06,5,0,1,0,"225,0",44,1725906
2024-01-07,6,0,1,0,"823,3",46,8263166
2024-01-08,0,0,0,1,"211,1",35,3327632
2024-01-09,1,1,0,0,"445,9",49,5777950
2024-01-10,2,1,0,0,"172,2",47,2076928
2024-01-11,3,1,0,0,"113,2",57,1217638
2024-01-12,4,1,0,0,"304,3",53,3534614
2024-01-13,5,0,1,0,"471,7",46,4246626
2024-01-14,6,0,1,0,"204,6",52,1619288
2024-01-15,0,1,0,0,"287,2",65,1986539
2024-01-16,1,1,0,0,"181,0",58,1548354
2024-01-17,2,1,0,0,"1,1",70,11128
2024-01-18,3,1,0,0,"8,6",75,102709
2024-01-19,4,1,0,0,"198,9",59,3053276
2024-01-20,5,0,1,0,"300,7",58,3893927
2024-01-21,6,0,1,0,"236,3",54,3059370
2024-01-22,0,1,0,0,"413,6",63,4336854
2024-01-23,1,1,0,0,"30,3",78,327177
2024-01-24,2,1,0,0,"116,7",61,1459114
2024-01-25,3,1,0,0,"527,8",64,7890317
2024-01-26,4,1,0,0,"231,8",70,3193585
2024-01-27,5,0,1,0,"74,1",80,919348
2024-01-28,6,0,1,0,"251,5",68,2585102
2024-01-29,0,1,0,0,"838,5",84,9759430
2024-01-30,1,1,0,0,"416,0",66,3765122
2024-01-31,2,1,0,0,"350,2",78,3658104
2024-02-01,3,1,0,0,"677,1",75,9419044
2024-02-02,4,1,0,0,"229,8",59,2194809
2024-02-03,5,0,1,0,"807,3",68,14323159
2024-02-04,6,0,1,0,"328,2",44,5249227
2024-02-05,0,1,0,0,"455,8",70,6862264
2024-02-06,1,1,0,0,"238,0",82,3557078
2024-02-07,2,1,0,0,"506,5",93,8361075
2024-02-08,3,1,0,0,"95,3",84,1295531
2024-02-09,4,1,0,0,"10,2",97,122202
2024-02-10,5,0,1,0,"3,8",84,61445
2024-02-11,6,0,1,0,"0,8",47,11141
2024-02-12,0,1,0,0,"1,6",89,16294
2024-02-13,1,1,0,0,"2,1",81,18021
2024-02-14,2,1,0,0,"1,4",86,10459
2024-02-15,3,1,0,0,"13,3",77,155590
2024-02-16,4,1,0,0,"2,0",71,21005
2024-02-17,5,0,1,0,"3,4",76,35677
2024-02-18,6,0,1,0,"0,5",57,5927
2024-02-19,0,1,0,0,"142,3",69,2085560
2024-02-20,1,1,0,0,"391,3",73,4778190
2024-02-21,2,1,0,0,"183,9",77,2121554
2024-02-22,3,1,0,0,"700,3",72,10719376
2024-02-23,4,1,0,0,"54,7",93,778914
2024-02-24,5,0,1,0,"2,3",73,29352
2024-02-25,6,0,1,0,"18,5",64,325569
2024-02-26,0,1,0,0,"12,5",80,139353
2024-02-27,1,1,0,0,"14,2",61,165062
2024-02-28,2,1,0,0,"33,0",81,565376
2024-02-29,3,1,0,0,"6,0",94,47334
2024-03-01,4,1,0,0,"57,7",83,691978
2024-03-02,5,0,1,0,"448,3",55,4613407
2024-03-03,6,0,1,0,"405,6",46,5653372
2024-03-04,0,1,0,0,"239,1",69,3400151
2024-03-05,1,1,0,0,"218,8",67,3015986
2024-03-06,2,1,0,0,"395,3",73,4783532
2024-03-07,3,1,0,0,"71,2",74,760891
2024-03-08,4,1,0,0,"1,2",88,12496
2024-03-09,5,0,1,0,"1,2",73,11875
2024-03-10,6,0,1,0,"568,6",49,5426351
2024-03-11,0,1,0,0,"431,2",72,4052423
2024-03-12,1,1,0,0,"440,2",74,3880956
2024-03-13,2,1,0,0,"397,0",71,2939207
2024-03-14,3,1,0,0,"155,2",69,1505983
2024-03-15,4,1,0,0,"39,6",77,516059
2024-03-16,5,0,1,0,"1,4",77,15285
2024-03-17,6,0,1,0,"0,3",55,3799
2024-03-18,0,1,0,0,"0,6",70,7322
2024-03-19,1,1,0,0,"1,9",73,14530
2024-03-20,2,1,0,0,"1,2",69,8082
2024-03-21,3,1,0,0,"62,4",84,545010
2024-03-22,4,1,0,0,"582,4",52,5681500
2024-03-23,5,0,1,0,"349,9",59,2729605
2024-03-24,6,0,0,1,"81,1",66,738055
2024-03-25,0,0,0,1,"2,6",55,18534
2024-03-26,1,1,0,0,"2,2",60,17495
2024-03-27,2,1,0,0,"2,7",63,21719
2024-03-28,3,0,0,1,"1,1",44,6704
2024-03-29,4,0,0,1,"0,8",37,8005
2024-03-30,5,0,1,0,"1,7",48,10394
2024-03-31,6,0,0,1,"1,6",53,11929
2024-04-01,0,1,0,0,"9,7",68,102219
2024-04-02,1,1,0,0,"112,6",48,792549
2024-04-03,2,1,0,0,"242,1",64,2180820
2024-04-04,3,1,0,0,"158,1",62,1817172
2024-04-05,4,1,0,0,"278,0",72,3123432
2024-04-06,5,0,1,0,"10,1",75,121492
2024-04-07,6,0,1,0,"1,5",55,18243
2024-04-08,0,1,0,0,"1,7",83,11900
2024-04-09,1,1,0,0,"2,9",74,21891
2024-04-10,2,1,0,0,"14,0",94,59587
2024-04-11,3,1,0,0,"445,8",85,1968926
2024-04-12,4,1,0,0,"296,9",58,2016045
2024-04-13,5,0,1,0,"469,2",49,3992398
2024-04-14,6,0,1,0,"241,7",53,1666987
2024-04-15,0,1,0,0,"406,3",61,1626089
2024-04-16,1,1,0,0,"204,5",70,868589
2024-04-17,2,1,0,0,"550,7",62,2053875
2024-04-18,3,1,0,0,"101,8",40,296618
2024-04-19,4,1,0,0,"1,8",52,7253
2024-04-20,5,0,1,0,"1,0",80,7927
2024-04-21,6,0,1,0,"1,1",48,6889
2024-04-22,0,1,0,0,"6,1",80,28204
2024-04-23,1,1,0,0,"26,8",61,491869
2024-04-24,2,1,0,0,"133,1",80,2444894
2024-04-25,3,1,0,0,"177,4",74,2104626
2024-04-26,4,1,0,0,"48,4",84,484599
2024-04-27,5,0,1,0,"5,1",49,62613
2024-04-28,6,0,1,0,"273,0",27,2016958
2024-04-29,0,1,0,0,"447,0",70,3579166
2024-04-30,1,1,0,0,"72,6",82,457450
2024-05-01,2,0,0,1,"1,4",49,7333
2024-05-02,3,1,0,0,"2,6",87,13176
2024-05-03,4,1,0,0,"41,6",73,190777
2024-05-04,5,0,1,0,"346,0",57,2497567
2024-05-05,6,0,1,0,"208,0",57,1282128
2024-05-06,0,1,0,0,"74,8",76,357414
2024-05-07,1,1,0,0,"1,2",75,7115
2024-05-08,2,1,0,0,"1,3",64,10602
2024-05-09,3,1,0,0,"1,4",53,12104
2024-05-10,4,1,0,0,"1,4",81,10902
2024-05-11,5,0,1,0,"1,3",60,9643
2024-05-12,6,0,1,0,"1,9",42,7765
2024-05-13,0,0,0,1,"3,8",42,21542
2024-05-14,1,1,0,0,"3,9",74,8423
2024-05-15,2,1,0,0,"245,0",41,1513955
2024-05-16,3,1,0,0,"211,6",70,1727216
2024-05-17,4,1,0,0,"121,1",58,1259433
2024-05-18,5,0,1,0,"143,8",62,1578333
2024-05-19,6,0,1,0,"90,8",40,1061456
2024-05-20,0,1,0,0,"279,0",69,1963952
2024-05-21,1,1,0,0,"363,0",72,2819839
2024-05-22,2,1,0,0,"123,0",69,316976
2024-05-23,3,1,0,0,"380,2",44,2018829
2024-05-24,4,1,0,0,"888,7",84,4194771
2024-05-25,5,0,1,0,"286,5",59,2040552
2024-05-26,6,0,1,0,"27,1",42,187139
2024-05-27,0,1,0,0,"437,9",83,3722929
2024-05-28,1,1,0,0,"374,1",69,2786358
2024-05-29,2,1,0,0,"33,0",48,165209
2024-05-30,3,1,0,0,"258,7",86,3096270
2024-05-31,4,1,0,0,"72,9",69,677926
2024-06-01,5,0,1,0,"1,6",74,16255
2024-06-02,6,0,1,0,"64,2",63,629153
2024-06-03,0,0,0,1,"692,6",58,4798247
2024-06-04,1,1,0,0,"69,7",70,316790
2024-06-05,2,1,0,0,"4,9",63,14047
2024-06-06,3,1,0,0,"1,8",87,11077
2024-06-07,4,1,0,0,"2,4",87,11688
2024-06-08,5,0,1,0,"2,9",59,9002
2024-06-09,6,0,1,0,"184,4",59,537406
2024-06-10,0,0,0,1,"479,3",43,2612227
2024-06-11,1,1,0,0,"507,4",101,3176864
2024-06-12,2,1,0,0,"36,0",85,267238
2024-06-13,3,1,0,0,"2151395500,0",86,110504
2024-06-14,4,1,0,0,"18408592500,0",62,612476
2024-06-15,5,0,1,0,"33062102300,0",35,1842900
2024-06-16,6,0,1,0,"41828691900,0",46,2332641
2024-06-17,0,1,0,0,"139,1",75,869368
2024-06-18,1,1,0,0,"2,3",49,14471
2024-06-19,2,1,0,0,"10,9",54,76655
2024-06-20,3,1,0,0,"638,0",83,3187048
2024-06-21,4,1,0,0,"94,4",87,549286
2024-06-22,5,0,1,0,"3,0",88,15661
2024-06-23,6,0,1,0,"1,0",58,2535
2024-06-24,0,1,0,0,"1,7",98,9043
2024-06-25,1,1,0,0,"2,2",89,8988
2024-06-26,2,1,0,0,"7,9",99,30739
