FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,036_ZW Parque India Elena,10,MR76,96,26594,3,True,Festivo,Lunes,342.931,-7.652.441
2024-01-02,URBANA,036_ZW Parque India Elena,10,MR76,54,53449,"6,3",False,Laboral,Martes,342.931,-7.652.441
2024-01-03,URBANA,036_ZW Parque India Elena,10,MR76,61,7405,"0,6",False,Laboral,Miércoles,342.931,-7.652.441
2024-01-04,URBANA,036_ZW Parque India Elena,10,MR76,50,4174,"0,4",False,Laboral,Jueves,342.931,-7.652.441
2024-01-05,URBANA,036_ZW Parque India Elena,10,MR76,65,7922,"0,7",False,Laboral,Viernes,342.931,-7.652.441
2024-01-06,URBANA,036_ZW Parque India Elena,10,MR76,74,10288,"1,3",False,Fin de Semana,Sábado,342.931,-7.652.441
2024-01-07,URBANA,036_ZW Parque India Elena,10,MR76,96,47945,"4,8",False,Fin de Semana,Domingo,342.931,-7.652.441
2024-01-08,URBANA,036_ZW Parque India Elena,10,MR76,71,28634,"1,8",True,Festivo,Lunes,342.931,-7.652.441
2024-01-09,URBANA,036_ZW Parque India Elena,10,MR76,67,16975,"1,3",False,Laboral,Martes,342.931,-7.652.441
2024-01-10,URBANA,036_ZW Parque India Elena,10,MR76,70,420736,"34,9",False,Laboral,Miércoles,342.931,-7.652.441
2024-01-11,URBANA,036_ZW Parque India Elena,10,MR76,70,71959,"6,7",False,Laboral,Jueves,342.931,-7.652.441
2024-01-12,URBANA,036_ZW Parque India Elena,10,MR76,61,121066,"10,4",False,Laboral,Viernes,342.931,-7.652.441
2024-01-13,URBANA,036_ZW Parque India Elena,10,MR76,84,24108,"2,7",False,Fin de Semana,Sábado,342.931,-7.652.441
2024-01-14,URBANA,036_ZW Parque India Elena,10,MR76,75,22542,"2,8",False,Fin de Semana,Domingo,342.931,-7.652.441
2024-01-15,URBANA,036_ZW Parque India Elena,10,MR76,60,68795,"9,9",False,Laboral,Lunes,342.931,-7.652.441
2024-01-16,URBANA,036_ZW Parque India Elena,10,MR76,64,6892,"0,8",False,Laboral,Martes,342.931,-7.652.441
2024-01-17,URBANA,036_ZW Parque India Elena,10,MR76,61,10449,1,False,Laboral,Miércoles,342.931,-7.652.441
2024-01-18,URBANA,036_ZW Parque India Elena,10,MR76,53,6588,"0,5",False,Laboral,Jueves,342.931,-7.652.441
2024-01-19,URBANA,036_ZW Parque India Elena,10,MR76,72,1801068,"117,3",False,Laboral,Viernes,342.931,-7.652.441
2024-01-20,URBANA,036_ZW Parque India Elena,10,MR76,80,1718279,"132,7",False,Fin de Semana,Sábado,342.931,-7.652.441
2024-01-21,URBANA,036_ZW Parque India Elena,10,MR76,77,51832,4,False,Fin de Semana,Domingo,342.931,-7.652.441
2024-01-22,URBANA,036_ZW Parque India Elena,10,MR76,61,5182,"0,5",False,Laboral,Lunes,342.931,-7.652.441
2024-01-23,URBANA,036_ZW Parque India Elena,10,MR76,54,3965880,"367,2",False,Laboral,Martes,342.931,-7.652.441
2024-01-24,URBANA,036_ZW Parque India Elena,10,MR76,74,4447999,"355,6",False,Laboral,Miércoles,342.931,-7.652.441
2024-01-25,URBANA,036_ZW Parque India Elena,10,MR76,78,1086480,"72,7",False,Laboral,Jueves,342.931,-7.652.441
2024-01-26,URBANA,036_ZW Parque India Elena,10,MR76,69,10025508,"727,7",False,Laboral,Viernes,342.931,-7.652.441
2024-01-27,URBANA,036_ZW Parque India Elena,10,MR76,81,1141350,92,False,Fin de Semana,Sábado,342.931,-7.652.441
2024-01-28,URBANA,036_ZW Parque India Elena,10,MR76,89,53598,"5,2",False,Fin de Semana,Domingo,342.931,-7.652.441
