FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,046_ZW Sebastian Belalcazar,2,MR76,23,502982,"57,5",True,Festivo,Lunes,34.491.422,-7.654.522
2024-01-02,URBANA,046_ZW Sebastian Belalcazar,2,MR76,19,1102370,"130,9",False,Laboral,Martes,34.491.422,-7.654.522
2024-01-03,URBANA,046_ZW Sebastian Belalcazar,2,MR76,18,883463,"72,9",False,Laboral,Miércoles,34.491.422,-7.654.522
2024-01-04,URBANA,046_ZW Sebastian Belalcazar,2,MR76,25,1049986,"99,4",False,Laboral,Jueves,34.491.422,-7.654.522
2024-01-05,URBANA,046_ZW Sebastian Belalcazar,2,MR76,26,2075,"0,2",False,Laboral,Viernes,34.491.422,-7.654.522
2024-01-06,URBANA,046_ZW Sebastian Belalcazar,2,MR76,31,11650,"1,5",False,Fin de Semana,Sábado,34.491.422,-7.654.522
2024-01-07,URBANA,046_ZW Sebastian Belalcazar,2,MR76,29,1986703,"197,9",False,Fin de Semana,Domingo,34.491.422,-7.654.522
2024-01-08,URBANA,046_ZW Sebastian Belalcazar,2,MR76,19,2639278,"167,4",True,Festivo,Lunes,34.491.422,-7.654.522
2024-01-09,URBANA,046_ZW Sebastian Belalcazar,2,MR76,11,883219,"68,2",False,Laboral,Martes,34.491.422,-7.654.522
2024-01-10,URBANA,046_ZW Sebastian Belalcazar,2,MR76,10,444041,"36,8",False,Laboral,Miércoles,34.491.422,-7.654.522
2024-01-11,URBANA,046_ZW Sebastian Belalcazar,2,MR76,8,213506,"19,8",False,Laboral,Jueves,34.491.422,-7.654.522
2024-01-12,URBANA,046_ZW Sebastian Belalcazar,2,MR76,14,547414,"47,1",False,Laboral,Viernes,34.491.422,-7.654.522
2024-01-13,URBANA,046_ZW Sebastian Belalcazar,2,MR76,11,368762,41,False,Fin de Semana,Sábado,34.491.422,-7.654.522
2024-01-14,URBANA,046_ZW Sebastian Belalcazar,2,MR76,17,860602,"108,7",False,Fin de Semana,Domingo,34.491.422,-7.654.522
2024-01-15,URBANA,046_ZW Sebastian Belalcazar,2,MR76,8,91408,"13,2",False,Laboral,Lunes,34.491.422,-7.654.522
2024-01-16,URBANA,046_ZW Sebastian Belalcazar,2,MR76,9,89032,"10,4",False,Laboral,Martes,34.491.422,-7.654.522
