FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,35,4621,"0,5",True,Festivo,Lunes,341.674,-7.648.181
2024-01-02,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,32,3610,"0,4",False,Laboral,Martes,341.674,-7.648.181
2024-01-03,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,25,849791,"70,1",False,Laboral,Miércoles,341.674,-7.648.181
2024-01-04,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,29,834944,79,False,Laboral,Jueves,341.674,-7.648.181
2024-01-05,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,38,2307073,"212,8",False,Laboral,Viernes,341.674,-7.648.181
2024-01-06,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,34,2298929,"299,8",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-01-07,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,42,1932923,"192,6",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-01-08,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,34,1537917,"97,5",True,Festivo,Lunes,341.674,-7.648.181
2024-01-09,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,30,390518,"30,1",False,Laboral,Martes,341.674,-7.648.181
2024-01-10,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,39,1113810,"92,3",False,Laboral,Miércoles,341.674,-7.648.181
2024-01-11,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,37,826568,"76,8",False,Laboral,Jueves,341.674,-7.648.181
2024-01-12,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,32,4034257,"347,3",False,Laboral,Viernes,341.674,-7.648.181
2024-01-13,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,6,1846,"0,2",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-01-14,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,15,320299,"40,5",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-01-15,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,14,1194045,"172,6",False,Laboral,Lunes,341.674,-7.648.181
2024-01-16,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,15,303417,"35,5",False,Laboral,Martes,341.674,-7.648.181
2024-01-17,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,8,367394,"36,7",False,Laboral,Miércoles,341.674,-7.648.181
2024-01-18,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,61,1393874,"116,2",False,Laboral,Jueves,341.674,-7.648.181
2024-01-19,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,17,1502749,"97,9",False,Laboral,Viernes,341.674,-7.648.181
2024-01-20,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,6,322586,"24,9",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-01-21,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,5,150520,"11,6",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-01-22,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,33,1565871,"149,3",False,Laboral,Lunes,341.674,-7.648.181
2024-01-23,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,41,3629421,"336,1",False,Laboral,Martes,341.674,-7.648.181
2024-01-24,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,38,4907796,"392,4",False,Laboral,Miércoles,341.674,-7.648.181
2024-01-25,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,44,4562586,"305,2",False,Laboral,Jueves,341.674,-7.648.181
2024-01-26,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,44,4605549,"334,3",False,Laboral,Viernes,341.674,-7.648.181
2024-01-27,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,36,3757638,"302,7",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-01-28,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,31,147725,"14,4",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-01-29,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,57,10516,"0,9",False,Laboral,Lunes,341.674,-7.648.181
2024-01-30,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,65,13223,"1,5",False,Laboral,Martes,341.674,-7.648.181
2024-01-31,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,37,3786,"0,4",False,Laboral,Miércoles,341.674,-7.648.181
2024-02-01,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,55,12169,"0,9",False,Laboral,Jueves,341.674,-7.648.181
2024-02-02,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,24,3649,"0,4",False,Laboral,Viernes,341.674,-7.648.181
2024-02-03,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,42,5535,"0,3",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-02-04,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,31,877081,"54,8",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-02-05,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,30,1021079,"67,8",False,Laboral,Lunes,341.674,-7.648.181
2024-02-06,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,50,3969893,"265,7",False,Laboral,Martes,341.674,-7.648.181
2024-02-07,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,41,4567617,"276,7",False,Laboral,Miércoles,341.674,-7.648.181
2024-02-08,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,52,1263574,93,False,Laboral,Jueves,341.674,-7.648.181
2024-02-09,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,50,6570,"0,5",False,Laboral,Viernes,341.674,-7.648.181
2024-02-10,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,36,49156,"3,1",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-02-11,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,35,2559,"0,2",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-02-12,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,53,24110,"2,3",False,Laboral,Lunes,341.674,-7.648.181
2024-02-13,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,30,3435,"0,4",False,Laboral,Martes,341.674,-7.648.181
2024-02-14,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,56,21889,"2,9",False,Laboral,Miércoles,341.674,-7.648.181
2024-02-15,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,31,2705,"0,2",False,Laboral,Jueves,341.674,-7.648.181
2024-02-16,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,31,98398,"9,3",False,Laboral,Viernes,341.674,-7.648.181
2024-02-17,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,54,3338,"0,3",False,Fin de Semana,Sábado,341.674,-7.648.181
2024-02-18,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,42,6970,"0,5",False,Fin de Semana,Domingo,341.674,-7.648.181
2024-02-19,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,27,42354,"2,9",False,Laboral,Lunes,341.674,-7.648.181
2024-02-20,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,24,1482,"0,1",False,Laboral,Martes,341.674,-7.648.181
2024-02-21,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,39,6765,"0,6",False,Laboral,Miércoles,341.674,-7.648.181
2024-02-22,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,35,3957,"0,3",False,Laboral,Jueves,341.674,-7.648.181
2024-02-23,URBANA,027_ZW Parque Alfonso Bonilla Aragón,14,MR76,30,945,"0,1",False,Laboral,Viernes,341.674,-7.648.181
