FECHA.CONEXION,AREA,NOMBRE.ZONA,COMUNA,MODEL,NUMERO.CONEXIONES,USAGE.KB,PORCENTAJE.USO,es_festivo,tipo_dia,dia_semana,LATITUD,LONGITUD
2024-01-01,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,30,16075,"1,8",True,Festivo,Lunes,341.847,-7.646.732
2024-01-02,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,20,2072,"0,2",False,Laboral,Martes,341.847,-7.646.732
2024-01-03,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,33,13651,"1,1",False,Laboral,Miércoles,341.847,-7.646.732
2024-01-04,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,26,6158,"0,6",False,Laboral,Jueves,341.847,-7.646.732
2024-01-05,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,26,4074981,"375,9",False,Laboral,Viernes,341.847,-7.646.732
2024-01-06,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,15,3821653,"498,3",False,Fin de Semana,Sábado,341.847,-7.646.732
2024-01-07,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,21,4294197,"427,8",False,Fin de Semana,Domingo,341.847,-7.646.732
2024-01-08,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,22,2004273,"127,1",True,Festivo,Lunes,341.847,-7.646.732
2024-01-09,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,22,4222955,"325,9",False,Laboral,Martes,341.847,-7.646.732
2024-01-10,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,22,3328566,"275,9",False,Laboral,Miércoles,341.847,-7.646.732
2024-01-11,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,20,5315178,494,False,Laboral,Jueves,341.847,-7.646.732
2024-01-12,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,32,4817426,"414,8",False,Laboral,Viernes,341.847,-7.646.732
2024-01-13,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,40,8446813,"938,2",False,Fin de Semana,Sábado,341.847,-7.646.732
2024-01-14,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,47,1153347,"145,7",False,Fin de Semana,Domingo,341.847,-7.646.732
2024-01-15,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,31,47272,"6,8",False,Laboral,Lunes,341.847,-7.646.732
2024-01-16,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,42,295715,"34,6",False,Laboral,Martes,341.847,-7.646.732
2024-01-17,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,36,108727,"10,9",False,Laboral,Miércoles,341.847,-7.646.732
2024-01-18,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,37,191771,16,False,Laboral,Jueves,341.847,-7.646.732
2024-01-19,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,29,608746,"39,7",False,Laboral,Viernes,341.847,-7.646.732
2024-01-20,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,33,3850398,"297,3",False,Fin de Semana,Sábado,341.847,-7.646.732
2024-01-21,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,47,11068434,"854,9",False,Fin de Semana,Domingo,341.847,-7.646.732
2024-01-22,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,32,5726375,"546,1",False,Laboral,Lunes,341.847,-7.646.732
2024-01-23,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,23,3847303,"356,3",False,Laboral,Martes,341.847,-7.646.732
2024-01-24,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,37,1570628,"125,6",False,Laboral,Miércoles,341.847,-7.646.732
2024-01-25,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,39,668864,"44,7",False,Laboral,Jueves,341.847,-7.646.732
2024-01-26,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,35,24128,"1,8",False,Laboral,Viernes,341.847,-7.646.732
2024-01-27,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,27,11134,"0,9",False,Fin de Semana,Sábado,341.847,-7.646.732
2024-01-28,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,37,94786,"9,2",False,Fin de Semana,Domingo,341.847,-7.646.732
2024-01-29,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,34,680065,"58,4",False,Laboral,Lunes,341.847,-7.646.732
2024-01-30,URBANA,038_ZW Parque Sector Amarillo Skate Park,21,MR76,30,11406,"1,3",False,Laboral,Martes,341.847,-7.646.732
